id,user_id,business_id,business_branch_id
323,323,58,154
324,324,58,153
325,325,58,153
326,326,58,154
327,327,58,154
328,328,59,155
329,329,59,156
330,330,59,155
331,331,59,156
332,332,60,158
333,333,60,157
334,334,60,158
335,335,60,158
336,336,60,157
337,337,61,159
338,338,61,159
339,339,61,159
340,340,61,159
341,341,61,159
342,342,62,163
343,343,62,162
344,344,62,162
345,345,62,162
346,346,62,160
347,347,62,160
348,348,62,160
349,349,62,161
350,350,62,160
351,351,62,160
352,352,63,164
353,353,63,164
354,354,63,165
355,355,63,167
356,356,64,168
357,357,64,171
358,358,64,170
359,359,64,169
360,360,64,169
361,361,64,171
362,362,65,173
363,363,65,173
364,364,65,173
365,365,65,173
366,366,65,172
367,367,66,175
368,368,66,178
369,369,66,179
370,370,66,178
371,371,66,176
372,372,66,175
373,373,67,181
374,374,67,181
375,375,67,182
376,376,68,186
377,377,68,183
378,378,68,185
379,379,68,183
380,380,68,186
381,381,68,186
382,382,68,186
383,383,68,183
384,384,68,184
385,385,68,186
386,386,68,186
387,387,68,186
388,388,69,187
389,389,69,187
390,390,69,187
391,391,70,189
392,392,70,192
393,393,70,190
394,394,70,189
395,395,70,191
396,396,70,191
397,397,70,192
398,398,70,192
399,399,70,191
400,400,70,191
401,401,70,192
402,402,70,189
403,403,71,194
404,404,71,193
405,405,71,194
406,406,71,194
407,407,72,195
408,408,72,195
409,409,72,195
410,410,72,195
411,411,72,195
412,412,73,203
413,413,73,200
414,414,73,197
415,415,73,200
416,416,73,198
417,417,73,198
418,418,74,204
419,419,74,204
420,420,74,205
421,421,74,204
422,422,74,204
423,423,75,208
424,424,75,207
425,425,75,208
426,426,75,207
427,427,76,209
428,428,76,209
429,429,76,209
430,430,77,210
431,431,77,210
432,432,77,210
433,433,77,210
434,434,77,210
435,435,78,211
436,436,78,211
437,437,78,211
438,438,78,211
439,439,79,214
440,440,79,214
441,441,79,213
442,442,79,213
443,443,79,212
444,444,80,215
445,445,80,215
446,446,80,215
447,447,80,215
448,448,80,215
449,449,81,217
450,450,81,217
451,451,81,216
452,452,81,216
453,453,81,216
454,454,82,220
455,455,82,222
456,456,82,223
457,457,82,223
458,458,82,222
459,459,82,221
460,460,82,219
461,461,82,221
462,462,83,225
463,463,83,224
464,464,83,224
465,465,83,224
466,466,84,227
467,467,84,228
468,468,84,228
469,469,84,228
470,470,84,226
471,471,85,230
472,472,85,230
473,473,85,229
474,474,85,230
475,475,85,229
476,476,86,234
477,477,86,234
478,478,86,232
479,479,86,233
480,480,86,231
481,481,87,235
482,482,87,241
483,483,87,238
484,484,87,239
485,485,87,240
486,486,87,240
487,487,87,237
488,488,87,237
489,489,87,240
490,490,87,235
491,491,87,237
492,492,87,240
493,493,88,242
494,494,88,242
495,495,88,242
496,496,88,242
497,497,89,245
498,498,89,244
499,499,89,244
500,500,89,244
501,501,89,245
502,502,90,246
503,503,90,246
504,504,90,247
505,505,90,248
506,506,90,246
507,507,90,246
508,508,90,247
509,509,91,249
510,510,91,250
511,511,91,250
512,512,91,251
513,513,91,249
514,514,91,249
515,515,92,252
516,516,92,254
517,517,92,252
518,518,92,254
519,519,92,254
520,520,92,253
521,521,92,252
522,522,93,256
523,523,93,255
524,524,93,256
525,525,93,255
526,526,93,257
527,527,93,255
528,528,93,255
529,529,94,258
530,530,94,258
531,531,94,258
532,532,95,259
533,533,95,260
534,534,95,260
535,535,95,260
536,536,96,261
537,537,96,261
538,538,96,261
539,539,96,261
540,540,97,265
541,541,97,264
542,542,97,264
543,543,97,267
544,544,97,264
545,545,97,263
546,546,97,265
547,547,97,264
548,548,97,267
549,549,98,269
550,550,98,268
551,551,98,269
552,552,99,271
553,553,99,270
554,554,99,270
555,555,99,271
556,556,99,270
557,557,100,273
558,558,100,273
559,559,100,273
560,560,100,273
561,561,101,276
562,562,101,276
563,563,101,274
564,564,101,275
565,565,101,274
566,566,101,274
567,567,101,274
568,568,102,277
569,569,102,277
570,570,102,277
571,571,102,277
572,572,103,280
573,573,103,279
574,574,103,280
575,575,103,279
576,576,104,281
577,577,104,281
578,578,104,281
579,579,104,281
580,580,105,282
581,581,105,282
582,582,105,282
583,583,106,284
584,584,106,288
585,585,106,287
586,586,106,284
587,587,106,283
588,588,106,287
589,589,107,289
590,590,107,289
591,591,107,291
592,592,107,291
593,593,107,292
594,594,107,289
595,595,108,293
596,596,108,293
597,597,108,293
598,598,108,293
599,599,108,293
600,600,108,293
601,601,109,298
602,602,109,298
603,603,109,298
604,604,109,298
605,605,109,297
606,606,109,294
607,607,109,298
608,608,109,294
609,609,109,294
610,610,109,294
611,611,109,294
612,612,110,300
613,613,110,302
614,614,110,301
615,615,110,299
616,616,111,305
617,617,111,303
618,618,111,304
619,619,111,303
620,620,111,303
621,621,112,307
622,622,112,306
623,623,112,307
624,624,112,307
625,625,112,306
626,626,112,307
627,627,112,307
628,628,113,308
629,629,113,309
630,630,113,308
631,631,113,309
632,632,113,309
633,633,114,311
634,634,114,310
635,635,114,311
636,636,115,312
637,637,115,313
638,638,115,312
639,639,115,312
640,640,115,313
641,641,115,312
642,642,115,313
643,643,116,314
644,644,116,314
645,645,116,314
646,646,116,314
647,647,117,317
648,648,117,316
649,649,117,318
650,650,117,317
651,651,118,320
652,652,118,321
653,653,118,322
654,654,118,321
655,655,119,323
656,656,119,323
657,657,119,323
658,658,119,323
659,659,119,323
660,660,120,325
661,661,120,324
662,662,120,325
663,663,120,324
664,664,120,324
665,665,120,325
666,666,120,325
667,667,120,324
668,668,120,324
669,669,121,326
670,670,121,326
671,671,121,326
672,672,121,326
673,673,122,330
674,674,122,329
675,675,122,330
676,676,122,329
677,677,122,328
678,678,122,329
679,679,122,330
680,680,123,331
681,681,123,331
682,682,123,331
683,683,123,331
684,684,123,331
685,685,124,333
686,686,124,332
687,687,124,333
688,688,124,335
689,689,124,334
690,690,124,335
691,691,124,334
692,692,124,335
693,693,125,336
694,694,125,336
695,695,125,336
696,696,125,336
697,697,126,338
698,698,126,337
699,699,126,337
700,700,126,338
701,701,126,338
702,702,126,337
703,703,127,339
704,704,127,339
705,705,127,339
706,706,128,341
707,707,128,341
708,708,128,341
709,709,128,341
710,710,129,342
711,711,129,342
712,712,129,342
713,713,130,344
714,714,130,345
715,715,130,345
716,716,130,343
717,717,130,343
718,718,130,344
719,719,131,346
720,720,131,346
721,721,131,346
722,722,132,348
723,723,132,348
724,724,132,348
725,725,132,348
726,726,132,348
727,727,133,354
728,728,133,354
729,729,133,350
730,730,133,349
731,731,133,350
732,732,133,352
733,733,133,351
734,734,133,352
735,735,133,351
736,736,133,352
737,737,134,355
738,738,134,356
739,739,134,356
740,740,134,355
741,741,134,356
742,742,135,357
743,743,135,357
744,744,135,358
745,745,135,358
746,746,136,361
747,747,136,361
748,748,136,360
749,749,136,361
750,750,136,360
751,751,136,360
752,752,137,362
753,753,137,362
754,754,137,362
755,755,137,362
756,756,138,364
757,757,138,363
758,758,138,364
759,759,138,364
760,760,139,366
761,761,139,365
762,762,139,366
763,763,139,365
764,764,140,367
765,765,140,367
766,766,140,367
767,767,140,367
768,768,140,367
769,769,141,368
770,770,141,368
771,771,141,368
772,772,141,368
773,773,142,370
774,774,142,371
775,775,142,370
776,776,142,371
777,777,142,370
778,778,142,370
779,779,142,369
780,780,143,373
781,781,143,373
782,782,143,373
783,783,143,374
784,784,143,373
785,785,143,374
786,786,143,373
787,787,143,372
788,788,143,373
789,789,143,373
790,790,144,375
791,791,144,376
792,792,144,375
793,793,144,379
794,794,144,378
795,795,144,375
796,796,144,376
797,797,144,378
798,798,144,375
799,799,144,376
800,800,144,375
801,801,144,377
802,802,145,380
803,803,145,380
804,804,145,380
805,805,146,382
806,806,146,381
807,807,146,381
808,808,146,382
809,809,147,384
810,810,147,383
811,811,147,383
812,812,147,385
813,813,147,383
814,814,148,387
815,815,148,392
816,816,148,392
817,817,148,387
818,818,148,391
819,819,148,388
820,820,148,390
821,821,148,386
822,822,148,387
823,823,148,387
824,824,149,395
825,825,149,395
826,826,149,395
827,827,149,395
828,828,149,393
829,829,149,395
830,830,150,396
831,831,150,396
832,832,150,396
833,833,150,396
834,834,150,398
835,835,150,397
836,836,151,402
837,837,151,403
838,838,151,402
839,839,151,402
840,840,151,400
841,841,151,400
842,842,151,402
843,843,151,401
844,844,151,403
845,845,151,403
846,846,151,402
847,847,152,406
848,848,152,404
849,849,152,410
850,850,152,404
851,851,152,407
852,852,152,406
853,853,152,408
854,854,153,412
855,855,153,412
856,856,153,412
857,857,153,412
858,858,154,413
859,859,154,414
860,860,154,415
861,861,154,413
862,862,154,414
863,863,154,415
864,864,155,417
865,865,155,417
866,866,155,417
867,867,155,417
868,868,156,418
869,869,156,418
870,870,156,419
871,871,156,418
872,872,156,419
873,873,156,419
874,874,156,419
875,875,157,420
876,876,157,421
877,877,157,420
878,878,157,423
879,879,158,424
880,880,158,424
881,881,158,424
882,882,158,424
883,883,159,425
884,884,159,426
885,885,159,425
886,886,160,427
887,887,160,429
888,888,160,427
889,889,160,427
890,890,160,428
891,891,160,427
892,892,161,430
893,893,161,430
894,894,161,430
895,895,161,430
896,896,162,431
897,897,162,431
898,898,162,431
899,899,162,431
900,900,162,432
901,901,162,431
902,902,162,431
903,903,163,437
904,904,163,435
905,905,163,438
906,906,163,434
907,907,163,435
908,908,163,433
909,909,163,435
910,910,163,434
911,911,163,439
912,912,163,434
913,913,163,437
914,914,163,434
915,915,164,442
916,916,164,443
917,917,164,443
918,918,164,440
919,919,164,443
920,920,165,444
921,921,165,444
922,922,165,445
923,923,165,444
924,924,166,446
925,925,166,446
926,926,166,446
927,927,167,447
928,928,167,447
929,929,167,447
930,930,167,447
931,931,167,447
932,932,168,449
933,933,168,449
934,934,168,448
935,935,168,448
936,936,168,448
937,937,169,454
938,938,169,453
939,939,169,454
940,940,169,454
941,941,169,452
942,942,169,454
943,943,169,451
944,944,169,450
945,945,170,455
946,946,170,455
947,947,170,455
948,948,170,455
949,949,170,455
950,950,170,455
951,951,171,456
952,952,171,456
953,953,171,456
954,954,171,456
955,955,171,456
956,956,171,456
957,957,171,456
958,958,172,458
959,959,172,457
960,960,172,457
961,961,173,459
962,962,173,459
963,963,173,461
964,964,173,460
965,965,173,460
966,966,173,459
967,967,173,459
968,968,173,460
969,969,173,461
970,970,173,459
971,971,173,461
972,972,174,462
973,973,174,462
974,974,174,463
975,975,174,462
976,976,175,464
977,977,175,464
978,978,175,464
979,979,175,464
980,980,176,467
981,981,176,468
982,982,176,468
983,983,176,466
984,984,176,471
985,985,176,465
986,986,176,471
987,987,177,473
988,988,177,473
989,989,177,473
990,990,177,476
991,991,178,478
992,992,178,478
993,993,178,478
994,994,179,479
995,995,179,479
996,996,179,479
997,997,179,479
998,998,180,480
999,999,180,480
1000,1000,180,480
1001,1001,180,480
1002,1002,180,480
1003,1003,181,483
1004,1004,181,481
1005,1005,181,485
1006,1006,181,481
1007,1007,181,484
1008,1008,181,482
1009,1009,181,485
1010,1010,181,485
1011,1011,181,483
1012,1012,181,482
1013,1013,182,492
1014,1014,182,487
1015,1015,182,492
1016,1016,182,492
1017,1017,182,490
1018,1018,182,489
1019,1019,183,496
1020,1020,183,495
1021,1021,183,494
1022,1022,183,495
1023,1023,183,494
1024,1024,183,494
1025,1025,183,495
1026,1026,184,498
1027,1027,184,498
1028,1028,184,498
1029,1029,184,497
1030,1030,185,501
1031,1031,185,499
1032,1032,185,501
1033,1033,185,501
1034,1034,185,502
1035,1035,185,501
1036,1036,185,500
1037,1037,186,506
1038,1038,186,506
1039,1039,186,508
1040,1040,186,505
1041,1041,186,504
1042,1042,186,507
1043,1043,187,510
1044,1044,187,509
1045,1045,187,510
1046,1046,187,509
1047,1047,187,509
1048,1048,187,509
1049,1049,187,510
1050,1050,188,511
1051,1051,188,511
1052,1052,188,511
1053,1053,188,511
1054,1054,189,512
1055,1055,189,513
1056,1056,189,513
1057,1057,189,513
1058,1058,189,513
1059,1059,190,517
1060,1060,190,514
1061,1061,190,514
1062,1062,190,514
1063,1063,190,518
1064,1064,190,514
1065,1065,190,517
1066,1066,191,520
1067,1067,191,519
1068,1068,191,521
1069,1069,191,519
1070,1070,191,519
1071,1071,191,521
1072,1072,192,522
1073,1073,192,522
1074,1074,192,522
1075,1075,192,522
1076,1076,192,522
1077,1077,192,522
1078,1078,193,523
1079,1079,193,523
1080,1080,193,523
1081,1081,193,523
1082,1082,194,524
1083,1083,194,524
1084,1084,194,524
1085,1085,194,524
1086,1086,195,526
1087,1087,195,526
1088,1088,195,526
1089,1089,195,526
1090,1090,195,526
1091,1091,196,528
1092,1092,196,528
1093,1093,196,527
1094,1094,196,528
1095,1095,196,528
1096,1096,197,529
1097,1097,197,530
1098,1098,197,530
1099,1099,197,529
1100,1100,197,530
1101,1101,197,530
1102,1102,197,530
1103,1103,198,531
1104,1104,198,531
1105,1105,198,532
1106,1106,198,532
1107,1107,198,533
1108,1108,198,531
1109,1109,198,531
1110,1110,199,534
1111,1111,199,535
1112,1112,199,535
1113,1113,199,536
1114,1114,199,534
1115,1115,200,537
1116,1116,200,538
1117,1117,200,538
1118,1118,200,538
1119,1119,201,539
1120,1120,201,542
1121,1121,201,543
1122,1122,201,540
1123,1123,201,545
1124,1124,201,542
1125,1125,201,544
1126,1126,201,539
1127,1127,202,546
1128,1128,202,546
1129,1129,202,546
1130,1130,203,547
1131,1131,203,547
1132,1132,203,547
1133,1133,203,547
1134,1134,203,547
1135,1135,203,547
1136,1136,204,548
1137,1137,204,550
1138,1138,204,548
1139,1139,204,550
1140,1140,205,552
1141,1141,205,551
1142,1142,205,551
1143,1143,205,551
1144,1144,205,552
1145,1145,206,556
1146,1146,206,556
1147,1147,206,555
1148,1148,206,554
1149,1149,206,556
1150,1150,207,557
1151,1151,207,557
1152,1152,207,557
1153,1153,207,557
1154,1154,207,557
1155,1155,208,559
1156,1156,208,560
1157,1157,208,558
1158,1158,208,560
1159,1159,208,560
1160,1160,208,560
1161,1161,208,559
1162,1162,208,559
1163,1163,208,560
1164,1164,209,562
1165,1165,209,562
1166,1166,209,562
1167,1167,209,562
1168,1168,210,563
1169,1169,210,564
1170,1170,210,563
1171,1171,210,564
1172,1172,210,563
1173,1173,211,571
1174,1174,211,571
1175,1175,211,571
1176,1176,211,571
1177,1177,211,570
1178,1178,211,566
1179,1179,212,573
1180,1180,212,572
1181,1181,212,573
1182,1182,212,572
1183,1183,212,574
1184,1184,213,576
1185,1185,213,576
1186,1186,213,576
1187,1187,213,576
1188,1188,213,575
1189,1189,213,575
1190,1190,213,577
1191,1191,213,575
1192,1192,213,577
1193,1193,214,578
1194,1194,214,579
1195,1195,214,579
1196,1196,214,578
1197,1197,215,581
1198,1198,215,580
1199,1199,215,581
1200,1200,215,580
1201,1201,216,584
1202,1202,216,586
1203,1203,216,588
1204,1204,216,583
1205,1205,216,584
1206,1206,216,584
1207,1207,216,584
1208,1208,216,584
1209,1209,217,590
1210,1210,217,591
1211,1211,217,590
1212,1212,217,589
1213,1213,217,591
1214,1214,217,591
1215,1215,217,591
1216,1216,218,595
1217,1217,218,597
1218,1218,218,592
1219,1219,218,594
1220,1220,218,594
1221,1221,218,594
1222,1222,218,592
1223,1223,218,592
1224,1224,219,598
1225,1225,219,598
1226,1226,219,598
1227,1227,219,598
1228,1228,220,599
1229,1229,220,599
1230,1230,220,599
1231,1231,220,599
1232,1232,221,601
1233,1233,221,607
1234,1234,221,604
1235,1235,221,604
1236,1236,221,602
1237,1237,221,605
1238,1238,221,602
1239,1239,221,606
1240,1240,221,608
1241,1241,221,601
1242,1242,221,608
1243,1243,222,612
1244,1244,222,610
1245,1245,222,610
1246,1246,222,610
1247,1247,222,610
1248,1248,222,611
1249,1249,222,609
1250,1250,223,613
1251,1251,223,613
1252,1252,223,613
1253,1253,223,613
1254,1254,223,613
1255,1255,224,614
1256,1256,224,617
1257,1257,224,614
1258,1258,224,614
1259,1259,224,617
1260,1260,224,615
1261,1261,224,616
1262,1262,225,619
1263,1263,225,619
1264,1264,225,620
1265,1265,225,620
1266,1266,225,621
1267,1267,225,620
1268,1268,225,618
1269,1269,226,623
1270,1270,226,623
1271,1271,226,623
1272,1272,226,623
1273,1273,227,627
1274,1274,227,625
1275,1275,227,626
1276,1276,227,628
1277,1277,227,626
1278,1278,227,625
1279,1279,227,628
1280,1280,227,628
1281,1281,227,625
1282,1282,227,626
1283,1283,228,634
1284,1284,228,635
1285,1285,228,633
1286,1286,228,631
1287,1287,228,633
1288,1288,228,630
1289,1289,228,632
1290,1290,228,636
1291,1291,228,635
1292,1292,228,635
1293,1293,228,636
1294,1294,228,635
1295,1295,229,638
1296,1296,229,638
1297,1297,229,638
1298,1298,229,638
1299,1299,229,638
1300,1300,230,641
1301,1301,230,642
1302,1302,230,640
1303,1303,230,641
1304,1304,230,641
1305,1305,230,640
1306,1306,230,642
1307,1307,231,643
1308,1308,231,644
1309,1309,231,643
1310,1310,231,643
1311,1311,231,644
1312,1312,232,645
1313,1313,232,645
1314,1314,232,645
1315,1315,232,645
1316,1316,232,645
1317,1317,233,647
1318,1318,233,647
1319,1319,233,647
1320,1320,233,647
1321,1321,234,648
1322,1322,234,650
1323,1323,234,650
1324,1324,234,650
1325,1325,234,649
1326,1326,234,648
1327,1327,234,649
1328,1328,234,650
1329,1329,234,650
1330,1330,234,650
1331,1331,234,649
1332,1332,234,649
1333,1333,235,651
1334,1334,235,653
1335,1335,235,653
1336,1336,235,654
1337,1337,235,653
1338,1338,235,654
1339,1339,235,651
1340,1340,236,655
1341,1341,236,655
1342,1342,236,655
1343,1343,236,655
1344,1344,237,656
1345,1345,237,656
1346,1346,237,656
1347,1347,237,656
1348,1348,238,657
1349,1349,238,657
1350,1350,238,657
1351,1351,239,659
1352,1352,239,658
1353,1353,239,659
1354,1354,240,660
1355,1355,240,660
1356,1356,240,660
1357,1357,240,660
1358,1358,240,660
1359,1359,241,663
1360,1360,241,661
1361,1361,241,662
1362,1362,241,663
1363,1363,241,662
1364,1364,241,662
1365,1365,241,663
1366,1366,241,664
1367,1367,241,663
1368,1368,242,665
1369,1369,242,665
1370,1370,242,665
1371,1371,242,665
1372,1372,242,665
1373,1373,242,665
1374,1374,243,666
1375,1375,243,667
1376,1376,243,666
1377,1377,243,667
1378,1378,243,666
1379,1379,243,666
1380,1380,243,667
1381,1381,244,671
1382,1382,244,670
1383,1383,244,670
1384,1384,244,671
1385,1385,245,677
1386,1386,245,676
1387,1387,245,677
1388,1388,245,675
1389,1389,245,673
1390,1390,245,673
1391,1391,245,679
1392,1392,245,676
1393,1393,245,679
1394,1394,245,677
1395,1395,245,675
1396,1396,245,673
1397,1397,246,683
1398,1398,246,684
1399,1399,246,681
1400,1400,246,687
1401,1401,246,681
1402,1402,246,687
1403,1403,246,684
1404,1404,246,685
1405,1405,246,686
1406,1406,246,686
1407,1407,246,685
1408,1408,247,689
1409,1409,247,689
1410,1410,247,688
1411,1411,247,689
1412,1412,247,688
1413,1413,248,690
1414,1414,248,690
1415,1415,248,690
1416,1416,248,690
1417,1417,249,692
1418,1418,249,692
1419,1419,249,691
1420,1420,249,692
1421,1421,250,697
1422,1422,250,694
1423,1423,250,694
1424,1424,250,699
1425,1425,250,698
1426,1426,250,696
1427,1427,250,698
1428,1428,250,694
1429,1429,250,695
1430,1430,250,700
1431,1431,250,694
1432,1432,250,700
1433,1433,251,701
1434,1434,251,701
1435,1435,251,702
1436,1436,251,702
1437,1437,251,702
1438,1438,252,703
1439,1439,252,704
1440,1440,252,704
1441,1441,252,704
1442,1442,252,704
1443,1443,252,704
1444,1444,253,706
1445,1445,253,707
1446,1446,253,705
1447,1447,253,707
1448,1448,254,708
1449,1449,254,708
1450,1450,254,708
1451,1451,255,710
1452,1452,255,711
1453,1453,255,711
1454,1454,255,710
1455,1455,255,710
1456,1456,255,711
1457,1457,255,711
1458,1458,255,711
1459,1459,256,713
1460,1460,256,712
1461,1461,256,712
1462,1462,257,715
1463,1463,257,714
1464,1464,257,714
1465,1465,257,716
1466,1466,257,714
1467,1467,257,716
1468,1468,257,714
1469,1469,257,715
1470,1470,257,714
1471,1471,257,716
1472,1472,258,724
1473,1473,258,721
1474,1474,258,720
1475,1475,258,719
1476,1476,258,718
1477,1477,258,724
1478,1478,258,723
1479,1479,258,721
1480,1480,258,719
1481,1481,258,722
1482,1482,258,719
1483,1483,259,725
1484,1484,259,726
1485,1485,259,725
1486,1486,259,725
1487,1487,259,725
1488,1488,260,727
1489,1489,260,727
1490,1490,260,727
1491,1491,260,727
1492,1492,260,727
1493,1493,260,727
1494,1494,260,727
1495,1495,261,728
1496,1496,261,728
1497,1497,261,728
1498,1498,261,728
1499,1499,261,728
1500,1500,262,734
1501,1501,262,736
1502,1502,262,730
1503,1503,262,732
1504,1504,262,733
1505,1505,262,731
1506,1506,263,737
1507,1507,263,739
1508,1508,263,739
1509,1509,263,738
1510,1510,263,737
1511,1511,263,737
1512,1512,263,737
1513,1513,264,740
1514,1514,264,740
1515,1515,264,740
1516,1516,264,740
1517,1517,264,740
1518,1518,265,741
1519,1519,265,741
1520,1520,265,742
1521,1521,265,741
1522,1522,265,742
1523,1523,266,744
1524,1524,266,743
1525,1525,266,743
1526,1526,266,743
1527,1527,266,744
1528,1528,266,743
1529,1529,266,743
1530,1530,266,743
1531,1531,266,743
1532,1532,266,743
1533,1533,266,744
1534,1534,266,743
1535,1535,267,746
1536,1536,267,745
1537,1537,267,746
1538,1538,267,747
1539,1539,267,747
1540,1540,267,747
1541,1541,268,750
1542,1542,268,752
1543,1543,268,749
1544,1544,268,749
1545,1545,268,752
1546,1546,268,751
1547,1547,268,751
1548,1548,269,753
1549,1549,269,753
1550,1550,269,753
1551,1551,269,754
1552,1552,270,755
1553,1553,270,755
1554,1554,270,755
1555,1555,270,755
1556,1556,271,757
1557,1557,271,758
1558,1558,271,757
1559,1559,271,756
1560,1560,272,761
1561,1561,272,760
1562,1562,272,761
1563,1563,272,762
1564,1564,272,762
1565,1565,272,760
1566,1566,272,760
1567,1567,273,763
1568,1568,273,763
1569,1569,273,763
1570,1570,273,763
1571,1571,274,764
1572,1572,274,764
1573,1573,274,764
1574,1574,274,764
1575,1575,274,764
1576,1576,275,765
1577,1577,275,765
1578,1578,275,771
1579,1579,275,771
1580,1580,275,765
1581,1581,275,769
1582,1582,275,771
1583,1583,275,769
1584,1584,275,769
1585,1585,276,772
1586,1586,276,773
1587,1587,276,773
1588,1588,277,775
1589,1589,277,775
1590,1590,277,774
1591,1591,277,774
1592,1592,277,776
1593,1593,277,779
1594,1594,277,774
1595,1595,278,781
1596,1596,278,781
