id,quantity,price_each,external_ticket_id,external_product_id
265,2,68.69,106,18
266,2,36.83,106,19
267,1,18.73,106,23
268,3,64.47,106,17
269,2,38.79,107,23
270,5,4.94,108,23
271,5,6.48,109,19
272,4,36.24,109,20
273,5,24.31,109,17
274,1,30.06,110,17
275,2,8.77,110,21
276,5,3.2,111,18
277,1,44.87,111,25
278,2,49.3,112,20
279,4,74.52,112,17
280,3,15.65,112,25
281,1,64.63,113,21
282,5,65.43,113,21
283,4,77.35,113,24
284,5,69.24,114,24
285,1,22.11,114,23
286,2,54.8,114,20
287,3,34.17,114,22
288,3,9.25,115,22
289,1,45.26,115,19
290,2,75.88,116,20
291,4,59.49,116,20
292,2,70.07,116,20
293,2,62.76,117,18
294,1,54.71,117,24
295,5,2.52,117,25
296,5,69.76,118,24
297,2,78.78,118,25
298,3,33.03,118,19
299,1,43.01,118,23
300,2,37.66,119,18
301,5,37.89,119,17
302,1,54.58,119,23
303,5,9.86,119,22
304,3,38.76,120,22
305,3,16.35,120,23
306,4,23.81,121,19
307,5,12.23,121,20
308,1,58.22,121,20
309,4,64.84,122,19
310,4,40.97,122,25
311,5,68.96,123,17
312,4,9.72,123,19
313,1,18.81,123,21
314,3,30.1,124,25
315,3,28.84,124,23
316,1,29.39,124,20
317,3,27.36,125,25
318,4,62.43,125,24
319,1,31.72,125,21
320,4,51.24,126,23
321,1,8.17,126,22
322,2,26.45,126,21
323,3,60.34,127,25
324,4,34.29,127,19
325,1,11.75,127,20
326,3,75.35,127,18
327,4,44.78,128,17
328,3,50.21,129,18
329,4,50.87,130,19
330,5,67.4,130,17
331,1,53.76,130,22
332,5,36.7,131,25
333,2,48.08,131,24
334,5,35.93,131,25
335,4,26.01,132,23
336,3,24.37,133,25
337,1,55.65,133,24
338,3,48.57,134,17
339,5,31.14,134,23
340,5,36.09,134,20
341,2,57.77,134,23
342,5,61.63,135,21
343,3,52.58,135,25
344,2,24.59,136,24
345,5,37.32,136,24
346,2,77.84,137,21
347,2,9.04,138,17
348,3,38.17,139,17
349,3,8.26,139,19
350,1,22.79,139,23
351,1,44.37,139,19
352,1,11.51,140,20
353,4,62.16,140,24
354,2,59.53,140,17
355,2,37.95,140,18
356,2,51.07,141,26
357,5,42.63,141,28
358,4,51.8,141,27
359,4,27.31,142,27
360,3,47.61,142,29
361,5,14.09,143,26
362,2,14.3,143,26
363,5,28.4,143,26
364,1,29.73,143,27
365,5,63.51,144,28
366,4,59.19,144,26
367,4,29.94,144,27
368,5,24.99,145,29
369,2,46.2,145,30
370,3,27.25,145,29
371,3,69.68,145,30
372,3,65.91,146,30
373,3,37.42,146,30
374,4,59.23,146,26
375,5,68.83,146,30
376,2,42.88,147,29
377,5,14.02,147,28
378,3,33.96,147,28
379,1,9.51,147,26
380,2,10.35,148,27
381,1,30.58,149,30
382,1,3.02,149,27
383,4,74.42,149,26
384,3,63.95,150,26
385,5,22.73,150,26
386,1,67.09,150,26
387,2,76.93,150,26
388,2,43.04,151,27
389,5,50.78,151,27
390,4,56.8,152,29
391,1,15.01,152,27
392,5,33.32,152,28
393,3,34.16,153,29
394,3,49.46,153,30
395,5,18.69,153,30
396,4,2.02,154,26
397,3,48.47,154,30
398,2,79.49,154,28
399,1,25.43,154,27
400,5,41.88,155,30
401,5,14.07,155,26
402,4,29.74,155,27
403,1,46.5,156,30
404,2,59.27,156,28
405,4,15.49,156,30
406,1,62.85,157,28
407,3,70.62,157,29
408,4,74.56,157,26
409,2,60.32,157,30
410,3,44.11,158,27
411,4,60.72,159,30
412,5,9.03,159,29
413,3,63.34,159,27
414,2,28.22,159,29
415,5,35.89,160,27
416,2,39.51,160,27
417,4,32.83,160,30
418,2,45.77,160,30
419,3,55.41,161,30
420,1,10.78,161,29
421,4,30.49,161,27
422,3,28.87,161,26
423,5,13.37,162,26
424,2,17.58,162,28
425,2,61.1,162,26
426,1,59.69,162,27
427,3,37.1,163,26
428,5,39.68,164,27
429,1,31.38,164,30
430,1,21.93,164,26
431,1,32.31,165,28
432,2,78.42,166,30
433,1,72.5,166,29
434,5,43.46,166,27
435,2,41.05,166,29
436,3,40.21,167,27
437,1,29.05,167,28
438,3,50.77,167,27
439,4,71.45,168,26
440,5,76.03,168,27
441,2,28.66,168,29
442,4,20.75,169,27
443,4,77.7,169,30
444,2,26.1,170,30
445,2,35.55,170,27
446,2,26.77,171,27
447,4,60.16,172,28
448,2,62.77,172,26
449,2,16.41,172,30
450,3,8.2,173,29
451,2,68.47,174,29
452,4,12.73,174,27
453,2,4.51,174,26
454,2,7.16,175,29
455,5,40.22,175,28
456,5,59.36,176,29
457,4,66.51,177,26
458,2,42.46,177,29
459,1,45.5,177,30
460,1,16.81,177,29
461,3,49.82,178,26
462,5,72.49,178,29
463,4,9.05,178,30
464,1,16.02,178,30
465,1,15.95,179,30
466,2,70.84,179,26
467,3,27.28,179,27
468,1,9.11,179,29
469,4,44.93,180,26
470,2,73.16,180,30
471,1,34.73,181,28
472,4,24.52,181,27
473,5,61.7,182,26
474,2,18.92,183,29
475,4,33.99,183,26
476,5,48.81,183,27
477,5,23.69,183,30
478,3,4.86,184,26
479,1,34.52,185,27
480,4,60.45,186,28
481,1,9.26,186,28
482,3,38.72,187,26
483,2,49.74,188,26
484,5,58.92,188,30
485,3,42.98,189,30
486,3,74.31,189,30
487,5,40.72,189,29
488,1,11.22,190,29
489,1,59.52,190,27
490,5,64.87,191,27
491,1,51.97,191,28
492,3,63.64,191,28
493,3,32.89,192,30
494,5,76.89,192,27
495,2,27.78,192,28
496,4,14.12,193,29
497,5,71.88,193,29
498,5,43.8,194,34
499,5,55.47,194,36
500,1,77.63,194,35
501,5,49.24,195,33
502,5,11.11,195,35
503,4,70.41,196,36
504,1,31.19,197,31
505,2,73.24,197,38
506,5,26.21,198,36
507,2,62.02,198,32
508,5,54.78,198,33
509,2,58.52,198,38
510,5,70.01,199,36
511,1,47.05,200,35
512,2,27.03,200,34
513,3,23.58,200,36
514,3,10.93,201,40
515,5,42.1,201,34
516,5,21.1,202,32
517,3,49.83,202,36
518,5,36.6,202,33
519,1,35.26,203,33
520,3,65.76,204,41
521,5,8.13,204,38
522,5,12.28,204,38
523,4,20.07,205,34
524,2,69.17,205,40
525,3,73.2,205,37
526,2,56.57,205,41
527,4,10.81,206,38
528,5,10.03,207,32
529,3,45.38,207,32
530,2,50.43,208,39
531,2,77.96,208,37
532,1,28.58,208,40
533,4,63.18,208,37
534,5,67.27,209,32
535,2,26.03,210,37
536,1,48.66,210,41
537,5,62.16,210,37
538,3,40.56,210,41
539,2,53.55,211,38
540,3,46.48,212,41
541,3,73.64,212,37
542,3,79.24,212,40
543,1,30.8,213,39
544,1,2.07,213,39
545,3,10.56,213,35
546,3,57.52,214,37
547,4,35.94,214,34
548,2,39.04,214,34
549,5,32.0,214,36
550,2,2.91,215,41
551,1,13.23,215,38
552,4,71.7,216,40
553,4,50.61,216,38
554,5,35.08,216,38
555,4,29.71,216,33
556,5,23.0,217,39
557,5,30.62,217,31
558,2,58.95,218,39
559,2,38.85,219,41
560,5,62.73,220,38
561,4,41.99,220,38
562,5,59.24,220,37
563,5,22.31,221,41
564,4,47.1,221,40
565,1,53.19,221,35
566,2,41.44,222,35
567,5,15.62,223,46
568,2,39.82,224,46
569,1,28.74,224,42
570,2,48.45,224,43
571,2,18.45,225,47
572,3,6.24,225,44
573,1,6.1,225,45
574,4,39.15,225,45
575,4,22.48,226,46
576,4,2.93,226,45
577,4,54.92,226,46
578,1,9.59,226,46
579,1,21.92,227,46
580,4,37.97,227,47
581,2,59.28,227,46
582,3,44.71,228,47
583,1,66.87,228,42
584,2,58.57,229,44
585,2,4.66,229,46
586,1,6.44,229,46
587,1,68.8,230,43
588,3,24.98,231,47
589,1,51.82,231,44
590,3,62.61,232,45
591,2,36.36,233,45
592,2,49.6,233,43
593,4,10.46,233,46
594,1,4.72,234,42
595,5,58.75,234,45
596,1,71.93,234,43
597,2,56.6,235,45
598,5,2.29,235,47
599,4,39.29,235,45
600,1,46.25,236,44
601,3,55.18,236,45
602,1,51.32,236,47
603,1,30.5,236,44
604,2,15.78,237,42
605,4,53.54,237,44
606,4,71.92,237,47
607,2,12.92,238,43
608,1,58.14,238,46
609,2,40.16,238,42
610,5,52.19,238,45
611,3,63.45,239,42
612,5,20.17,240,42
613,1,59.37,240,45
614,1,15.44,241,42
615,3,66.02,241,42
616,1,40.78,242,46
617,3,11.42,243,47
618,5,44.58,243,44
619,2,61.61,243,46
620,2,28.17,243,42
621,5,14.87,244,43
622,5,5.17,244,42
623,5,31.34,244,43
624,2,74.24,245,47
625,2,18.08,246,47
626,3,42.8,246,45
627,2,75.17,246,46
628,1,48.51,246,47
629,5,20.38,247,42
630,4,62.09,248,47
631,2,23.56,248,43
632,1,52.3,249,52
633,1,10.14,250,48
634,5,15.72,250,48
635,4,42.16,250,49
636,2,58.27,250,53
637,3,19.77,251,51
638,1,38.74,252,55
639,1,71.46,252,50
640,3,12.64,253,51
641,3,78.09,253,51
642,3,11.92,253,48
643,3,12.65,253,55
644,5,14.23,254,50
645,5,77.67,254,51
646,1,34.11,254,56
647,3,3.13,255,54
648,2,21.33,255,54
649,5,19.35,255,50
650,5,72.06,255,54
651,4,43.43,256,55
652,1,45.56,257,48
653,4,76.09,257,50
654,2,56.86,258,48
655,4,38.17,258,50
656,4,16.43,258,53
657,4,71.69,259,53
658,1,50.4,260,53
659,1,42.15,260,53
660,3,30.58,261,56
661,2,44.09,262,55
662,5,69.95,262,51
663,2,27.0,262,52
664,3,37.29,263,56
665,5,66.71,263,55
666,5,54.91,263,56
667,2,71.57,264,55
668,1,10.53,265,52
669,1,56.37,265,55
670,2,70.25,265,56
671,4,29.04,266,55
672,1,24.74,266,49
673,4,47.14,267,53
674,4,48.28,267,56
675,5,36.73,267,52
676,2,39.77,268,52
677,1,13.57,268,52
678,4,76.58,268,50
679,2,20.56,269,48
680,3,46.81,269,55
681,3,78.29,270,50
682,1,33.56,271,55
683,1,77.67,272,56
684,5,27.84,272,52
685,3,55.75,273,55
686,1,12.88,273,56
687,1,26.03,273,54
688,5,67.59,273,55
689,5,43.06,274,52
690,2,3.76,274,56
691,2,40.26,275,56
692,1,72.86,275,53
693,4,13.54,275,54
694,3,32.12,275,48
695,5,8.83,276,55
696,4,64.69,276,52
697,2,64.84,276,54
698,4,12.89,276,49
699,1,74.79,277,54
700,1,2.52,277,52
701,4,15.64,277,55
702,3,45.2,278,48
703,3,67.1,278,52
704,4,45.62,278,55
705,2,4.09,278,48
706,1,53.0,279,52
707,4,15.99,279,51
708,1,11.31,279,52
709,4,79.56,279,49
710,3,50.98,280,55
711,1,31.11,280,48
712,3,14.7,280,48
713,2,26.94,280,50
714,1,24.61,281,56
715,1,42.08,281,50
716,1,48.7,281,50
717,3,55.46,282,53
718,1,43.68,282,53
719,2,3.01,282,56
720,1,18.99,283,56
721,2,66.86,283,56
722,4,37.92,284,49
723,3,26.3,285,53
724,2,65.73,285,56
725,3,15.43,285,52
726,1,60.07,285,49
727,2,18.37,286,49
728,4,55.88,286,49
729,1,3.47,286,55
730,4,11.28,287,52
731,1,73.77,288,51
732,1,13.35,289,52
733,5,46.48,290,57
734,5,61.53,290,58
735,1,74.09,291,60
736,2,67.11,292,60
737,1,38.34,293,58
738,4,61.46,293,59
739,5,58.33,293,57
740,4,19.62,294,60
741,3,78.83,294,60
742,2,68.83,294,60
743,1,32.92,295,57
744,1,13.18,295,60
745,5,78.25,295,58
746,1,30.37,295,58
747,4,23.72,296,59
748,4,29.78,296,60
749,4,41.89,296,58
750,4,10.43,296,59
751,1,59.55,297,57
752,2,25.61,298,57
753,1,53.56,298,60
754,4,17.75,298,60
755,1,79.28,299,57
756,1,15.8,300,59
757,4,40.02,301,57
758,5,54.65,301,60
759,4,45.86,301,58
760,5,54.77,302,59
761,3,6.79,302,57
762,2,67.28,302,59
763,5,4.1,302,59
764,3,6.4,303,58
765,2,20.3,303,59
766,5,8.63,303,57
767,3,10.93,303,58
768,5,42.15,304,60
769,3,3.59,304,60
770,5,3.73,304,59
771,4,46.49,304,59
772,3,40.75,305,59
773,2,49.96,305,59
774,5,18.7,306,59
775,5,59.95,307,57
776,5,9.39,307,59
777,4,18.36,308,57
778,3,41.36,308,59
779,4,53.75,308,59
780,2,34.32,308,59
781,1,50.97,309,58
782,5,40.94,309,60
783,5,58.68,310,57
784,5,17.65,310,60
785,2,20.75,310,59
786,4,34.0,310,57
787,2,22.0,311,58
788,4,20.6,311,58
789,2,4.16,311,59
790,2,14.43,312,58
791,1,77.18,313,60
792,1,6.32,313,57
793,3,54.39,314,57
794,4,75.57,314,58
795,2,10.73,314,57
796,5,53.81,314,59
797,3,66.92,315,60
798,2,74.97,315,58
799,2,10.33,315,58
800,4,43.61,316,57
801,2,30.31,317,59
802,3,3.64,317,57
803,1,55.87,317,58
804,1,43.72,318,58
805,4,32.3,318,60
806,3,25.47,318,58
807,4,63.57,319,59
808,1,66.21,319,60
809,4,59.48,319,59
810,5,7.18,320,60
811,5,58.88,320,59
812,4,56.23,320,57
813,1,33.25,321,59
814,3,46.91,321,57
815,5,55.49,322,59
816,4,39.31,322,58
817,3,17.5,323,60
818,3,16.19,323,60
819,5,19.51,323,57
820,4,17.46,324,58
821,2,8.95,325,59
822,2,75.88,325,57
823,1,58.05,325,60
824,1,19.51,326,58
825,2,75.79,326,59
826,3,60.22,326,60
827,2,35.64,326,58
828,4,16.07,327,58
829,1,24.64,327,59
830,5,55.37,328,60
831,1,2.8,328,58
832,3,78.0,328,60
833,1,9.43,329,57
834,1,27.96,329,58
835,4,72.84,329,57
836,4,54.36,330,58
837,5,5.21,330,58
838,3,15.25,330,60
839,5,35.77,331,59
840,1,26.44,331,58
841,4,69.99,331,59
842,5,26.41,332,63
843,3,59.48,332,68
844,2,45.34,332,68
845,1,38.68,333,63
846,4,36.04,333,68
847,4,40.45,334,63
848,1,29.27,334,64
849,3,16.09,334,63
850,5,66.16,334,64
851,2,61.92,335,62
852,4,31.14,336,62
853,4,51.01,337,65
854,5,53.32,337,66
855,1,53.18,337,68
856,3,75.9,337,63
857,3,64.26,338,62
858,5,76.25,338,67
859,1,33.11,338,63
860,2,32.3,339,67
861,3,52.48,339,63
862,5,12.24,340,62
863,3,41.99,340,68
864,4,71.06,340,68
865,3,49.88,341,67
866,4,9.25,341,69
867,3,77.92,341,64
868,2,74.59,341,69
869,1,72.76,342,68
870,3,13.59,342,63
871,3,67.64,342,69
872,4,25.05,342,61
873,1,38.24,343,65
874,3,21.88,343,62
875,5,3.27,343,68
876,2,63.32,343,67
877,3,47.8,344,68
878,4,50.66,344,65
879,3,77.4,344,63
880,1,35.84,345,61
881,1,32.8,345,61
882,2,53.15,345,68
883,4,64.76,346,62
884,2,12.54,346,64
885,1,65.65,346,64
886,4,67.68,347,69
887,2,8.72,347,68
888,2,59.62,348,68
889,4,38.78,348,68
890,1,28.04,349,62
891,4,78.4,349,68
892,5,48.48,349,69
893,3,4.89,349,67
894,5,3.48,350,66
895,4,50.57,351,66
896,4,28.82,352,64
897,5,19.14,352,66
898,4,76.86,353,66
899,4,64.38,353,63
900,5,18.16,353,62
901,1,63.89,354,68
902,3,20.31,354,69
903,1,79.94,354,66
904,3,29.85,354,63
905,4,10.89,355,64
906,1,45.83,355,68
907,3,79.51,355,66
908,1,74.28,356,68
909,5,5.27,357,62
910,4,61.43,358,77
911,1,14.04,358,75
912,3,65.89,358,71
913,2,67.12,359,77
914,4,30.13,360,80
915,2,13.83,360,78
916,4,63.4,360,72
917,1,36.52,361,70
918,5,75.6,361,71
919,3,26.55,361,72
920,5,6.51,362,80
921,5,77.87,362,76
922,3,2.62,363,74
923,5,49.61,363,72
924,4,36.8,363,73
925,4,62.48,364,74
926,1,4.88,364,75
927,4,58.56,364,72
928,5,28.58,365,80
929,2,3.83,365,78
930,5,22.18,365,74
931,3,50.91,366,75
932,1,5.72,366,80
933,1,37.0,366,79
934,3,25.34,367,80
935,5,54.45,367,76
936,3,37.44,368,72
937,4,66.62,368,71
938,2,36.8,369,75
939,5,33.41,369,78
940,5,62.75,369,74
941,5,40.91,369,76
942,2,13.26,370,72
943,4,57.47,370,72
944,5,69.34,370,71
945,2,37.52,370,70
946,5,68.48,371,71
947,1,30.97,372,75
948,3,24.93,372,70
949,3,18.82,373,77
950,1,11.54,373,75
951,1,69.89,373,76
952,4,39.07,374,79
953,2,61.43,374,78
954,4,61.41,374,80
955,4,20.16,375,76
956,3,44.2,375,80
957,4,59.4,375,80
958,1,69.54,375,70
959,5,8.64,376,79
960,4,41.21,377,70
961,1,53.34,377,78
962,2,66.72,378,79
963,4,8.6,378,78
964,3,36.09,379,76
965,1,10.94,380,71
966,5,15.12,380,72
967,2,21.93,380,71
968,5,76.97,381,72
969,3,13.11,382,75
970,5,47.71,383,77
971,5,60.69,383,76
972,1,39.77,384,76
973,2,73.27,384,70
974,3,45.22,384,79
975,1,21.21,384,78
976,1,68.01,385,78
977,2,63.06,385,72
978,3,44.15,385,72
979,2,43.93,385,76
980,5,24.56,386,72
981,1,6.69,386,77
982,3,48.63,386,80
983,4,79.94,386,80
984,5,45.92,387,74
985,1,32.83,387,71
986,2,49.61,388,75
987,3,51.54,388,77
988,3,21.18,388,75
989,3,18.43,388,79
990,5,39.17,389,70
991,4,43.97,390,80
992,1,44.01,390,80
993,4,54.44,390,75
994,4,66.54,390,75
995,4,2.73,391,83
996,1,61.16,391,83
997,2,20.27,392,82
998,3,4.87,392,82
999,5,18.31,392,81
1000,5,41.03,393,81
1001,5,17.11,393,83
1002,5,54.43,393,83
1003,3,74.82,394,81
1004,5,58.85,394,82
1005,5,70.88,395,81
1006,4,52.0,395,83
1007,1,68.6,395,82
1008,4,30.19,396,81
1009,2,5.66,396,82
1010,5,37.01,396,81
1011,4,17.18,396,81
1012,1,73.53,397,81
1013,2,27.68,397,81
1014,1,4.17,397,82
1015,1,48.22,397,83
1016,3,66.94,398,82
1017,5,63.94,398,81
1018,5,11.74,399,81
1019,1,31.44,399,83
1020,1,63.05,399,81
1021,4,6.27,399,83
1022,3,68.29,400,82
1023,4,31.95,401,82
1024,4,42.34,402,83
1025,5,63.57,403,81
1026,5,36.68,404,81
1027,2,64.17,404,81
1028,2,26.31,404,82
1029,5,76.86,404,82
1030,5,28.75,405,82
1031,1,42.38,405,83
1032,2,6.47,405,83
1033,2,51.96,406,81
1034,1,28.64,406,83
1035,5,25.37,407,82
1036,2,10.18,407,81
1037,4,19.11,407,81
1038,4,59.3,408,82
1039,4,18.01,408,81
1040,1,45.27,409,81
1041,3,36.35,409,83
1042,5,73.19,409,82
1043,2,19.08,410,82
1044,2,28.51,410,83
1045,2,15.93,410,81
1046,2,31.56,411,81
1047,3,53.55,412,83
1048,5,70.77,412,83
1049,1,11.24,412,81
1050,5,35.5,413,83
1051,2,73.84,413,83
1052,5,16.75,413,83
1053,3,70.08,414,83
1054,5,7.06,415,83
1055,4,60.6,415,83
1056,5,31.19,415,83
1057,4,15.96,415,83
1058,5,52.68,416,81
1059,2,71.8,416,82
1060,2,32.88,416,82
1061,4,71.32,416,83
1062,2,60.63,417,82
1063,5,50.45,418,82
1064,4,38.47,418,82
1065,3,64.75,418,82
1066,3,31.82,418,81
1067,3,67.72,419,83
1068,1,7.57,420,81
1069,3,60.13,421,83
1070,3,16.87,421,83
1071,2,79.88,421,83
1072,3,63.08,422,82
1073,4,66.11,422,83
1074,1,38.82,422,83
1075,4,20.23,423,83
1076,5,61.09,423,83
1077,4,62.07,424,83
1078,4,18.35,424,82
1079,3,75.58,425,81
1080,4,65.21,425,82
1081,5,25.37,426,83
1082,1,46.27,426,81
1083,2,13.99,426,82
1084,5,51.13,426,83
1085,4,6.97,427,82
1086,2,39.03,427,82
1087,5,15.86,428,83
1088,3,18.06,429,82
1089,5,7.46,429,81
1090,3,42.45,429,81
1091,3,69.06,429,82
1092,4,76.5,430,85
1093,2,49.09,431,86
1094,5,17.83,431,87
1095,3,17.73,431,85
1096,4,6.99,431,87
1097,4,38.09,432,84
1098,1,24.46,432,87
1099,3,56.62,432,86
1100,4,49.82,432,85
1101,5,9.45,433,84
1102,2,71.07,433,85
1103,2,72.88,434,87
1104,5,61.79,435,86
1105,4,4.08,436,87
1106,3,10.95,437,85
1107,5,53.25,438,87
1108,1,49.35,439,85
1109,3,11.68,439,87
1110,4,29.93,440,85
1111,1,71.63,440,88
1112,4,55.85,441,87
1113,2,74.45,442,86
1114,2,17.6,442,84
1115,4,4.18,442,84
1116,3,66.0,442,84
1117,2,5.43,443,88
1118,1,65.62,443,86
1119,4,11.42,444,85
1120,1,29.81,444,85
1121,1,33.37,444,86
1122,1,32.36,444,87
1123,1,7.25,445,85
1124,4,25.52,445,88
1125,4,78.68,445,84
1126,4,54.88,446,85
1127,3,15.68,446,86
1128,4,7.27,446,84
1129,5,47.82,447,84
1130,2,3.65,447,84
1131,2,31.21,448,86
1132,2,74.03,449,88
1133,1,42.63,450,87
1134,3,60.54,450,85
1135,3,28.73,450,85
1136,5,27.09,451,87
1137,1,7.04,451,87
1138,1,76.39,451,84
1139,2,75.19,451,85
1140,4,58.55,452,86
1141,5,21.42,453,86
1142,5,36.97,453,85
1143,4,31.46,454,87
1144,4,34.97,454,88
1145,4,61.31,454,87
1146,3,48.42,455,85
1147,4,24.09,456,88
1148,5,39.51,456,86
1149,2,57.76,456,85
1150,4,33.56,457,87
