id,type,value,reward_id,business_id,enable,expiresInHours
465,NEW_CLIENT,5,234,68,1,1440
466,BIRTHDAY,2,234,68,1,2160
467,TRANSACTION,5,234,68,1,4320
468,NEW_CLIENT,10,235,68,1,2160
469,BIRTHDAY,5,235,68,1,2160
470,TRANSACTION,2,235,68,1,2160
471,BIRTHDAY,10,236,68,1,2160
472,NEW_CLIENT,3,236,68,1,2160
473,TRANSACTION,10,236,68,1,4320
474,TRANSACTION,3,237,68,1,2160
475,BIRTHDAY,5,237,68,1,1440
476,NEW_CLIENT,10,238,69,1,2160
477,TRANSACTION,5,238,69,1,1440
478,BIRTHDAY,2,238,69,1,720
479,TRANSACTION,5,239,69,1,4320
480,NEW_CLIENT,5,239,69,1,1440
481,BIRTHDAY,3,239,69,1,4320
482,NEW_CLIENT,5,240,69,1,1440
483,BIRTHDAY,3,240,69,1,720
484,NEW_CLIENT,2,241,69,1,720
485,NEW_CLIENT,3,242,70,1,720
486,BIRTHDAY,5,242,70,1,720
487,NEW_CLIENT,2,243,70,1,720
488,TRANSACTION,5,243,70,1,4320
489,BIRTHDAY,2,243,70,1,1440
490,BIRTHDAY,5,244,70,1,1440
491,BIRTHDAY,3,245,70,1,2160
492,TRANSACTION,10,245,70,1,2160
493,BIRTHDAY,1,246,70,1,2160
494,TRANSACTION,3,246,70,1,2160
495,NEW_CLIENT,5,246,70,1,720
496,BIRTHDAY,2,247,71,1,2160
497,NEW_CLIENT,5,247,71,1,1440
498,TRANSACTION,5,247,71,1,1440
499,NEW_CLIENT,2,248,71,1,2160
500,BIRTHDAY,5,248,71,1,720
501,BIRTHDAY,1,249,72,1,2160
502,TRANSACTION,1,249,72,1,2160
503,NEW_CLIENT,1,250,72,1,4320
504,TRANSACTION,2,250,72,1,2160
505,BIRTHDAY,1,250,72,1,4320
506,BIRTHDAY,5,251,73,1,2160
507,TRANSACTION,2,251,73,1,4320
508,NEW_CLIENT,10,251,73,1,2160
509,BIRTHDAY,5,252,73,1,1440
510,TRANSACTION,5,252,73,1,720
511,NEW_CLIENT,1,252,73,1,2160
512,BIRTHDAY,1,253,73,1,720
513,NEW_CLIENT,1,253,73,1,4320
514,TRANSACTION,1,253,73,1,720
515,BIRTHDAY,10,254,73,1,720
516,TRANSACTION,1,255,74,1,2160
517,BIRTHDAY,3,256,74,1,720
518,NEW_CLIENT,10,256,74,1,1440
519,TRANSACTION,5,256,74,1,2160
520,TRANSACTION,3,257,74,1,720
521,BIRTHDAY,10,258,74,1,2160
522,TRANSACTION,10,258,74,1,2160
523,NEW_CLIENT,3,258,74,1,720
524,TRANSACTION,3,259,75,1,2160
525,NEW_CLIENT,5,259,75,1,4320
526,BIRTHDAY,1,259,75,1,4320
527,TRANSACTION,2,260,75,1,2160
528,BIRTHDAY,3,260,75,1,2160
529,NEW_CLIENT,2,260,75,1,2160
530,NEW_CLIENT,1,261,75,1,4320
531,TRANSACTION,2,261,75,1,2160
532,BIRTHDAY,1,261,75,1,4320
533,BIRTHDAY,5,262,75,1,2160
534,TRANSACTION,5,262,75,1,2160
535,NEW_CLIENT,3,262,75,1,4320
536,BIRTHDAY,10,263,76,1,1440
537,NEW_CLIENT,3,263,76,1,720
538,TRANSACTION,5,263,76,1,720
539,BIRTHDAY,3,264,76,1,2160
540,TRANSACTION,2,264,76,1,720
541,NEW_CLIENT,10,264,76,1,720
542,NEW_CLIENT,2,265,77,1,720
543,TRANSACTION,5,265,77,1,720
544,NEW_CLIENT,5,266,77,1,720
545,BIRTHDAY,3,267,77,1,2160
546,NEW_CLIENT,1,267,77,1,4320
547,TRANSACTION,2,267,77,1,720
548,NEW_CLIENT,2,268,77,1,2160
549,NEW_CLIENT,10,269,78,1,720
550,TRANSACTION,1,270,78,1,2160
551,TRANSACTION,10,271,79,1,1440
552,NEW_CLIENT,5,271,79,1,1440
553,BIRTHDAY,5,271,79,1,4320
554,NEW_CLIENT,3,272,79,1,2160
555,BIRTHDAY,5,272,79,1,720
556,TRANSACTION,3,272,79,1,1440
557,NEW_CLIENT,10,273,80,1,2160
558,TRANSACTION,5,274,80,1,2160
559,NEW_CLIENT,3,274,80,1,2160
560,TRANSACTION,10,275,80,1,720
561,NEW_CLIENT,3,275,80,1,720
562,TRANSACTION,1,276,80,1,1440
563,NEW_CLIENT,10,276,80,1,1440
564,NEW_CLIENT,10,277,81,1,1440
565,TRANSACTION,3,277,81,1,720
566,BIRTHDAY,5,277,81,1,2160
567,TRANSACTION,2,278,81,1,4320
568,TRANSACTION,1,279,81,1,1440
569,BIRTHDAY,10,279,81,1,1440
570,NEW_CLIENT,2,279,81,1,2160
571,BIRTHDAY,3,280,81,1,2160
572,NEW_CLIENT,5,280,81,1,720
573,TRANSACTION,5,280,81,1,720
574,NEW_CLIENT,5,281,82,1,720
575,TRANSACTION,2,281,82,1,1440
576,BIRTHDAY,5,281,82,1,1440
577,TRANSACTION,10,282,82,1,4320
578,NEW_CLIENT,5,283,83,1,720
579,BIRTHDAY,5,283,83,1,4320
580,TRANSACTION,1,283,83,1,2160
581,BIRTHDAY,2,284,83,1,720
582,TRANSACTION,10,284,83,1,4320
583,NEW_CLIENT,2,284,83,1,1440
584,BIRTHDAY,10,285,83,1,720
585,NEW_CLIENT,2,285,83,1,720
586,TRANSACTION,5,286,83,1,4320
587,BIRTHDAY,3,286,83,1,720
588,NEW_CLIENT,2,286,83,1,1440
589,NEW_CLIENT,5,287,84,1,2160
590,TRANSACTION,2,288,84,1,720
591,BIRTHDAY,5,288,84,1,4320
592,TRANSACTION,1,289,84,1,2160
593,NEW_CLIENT,1,289,84,1,2160
594,TRANSACTION,3,290,84,1,720
595,NEW_CLIENT,3,291,85,1,1440
596,TRANSACTION,10,291,85,1,720
597,BIRTHDAY,1,291,85,1,4320
598,NEW_CLIENT,10,292,85,1,2160
599,NEW_CLIENT,3,293,85,1,1440
600,TRANSACTION,2,293,85,1,2160
601,BIRTHDAY,10,293,85,1,720
602,BIRTHDAY,1,294,85,1,1440
603,TRANSACTION,10,295,86,1,4320
604,NEW_CLIENT,1,295,86,1,4320
605,BIRTHDAY,10,295,86,1,2160
606,NEW_CLIENT,2,296,86,1,4320
607,BIRTHDAY,10,297,86,1,4320
608,NEW_CLIENT,1,298,86,1,1440
609,BIRTHDAY,10,299,86,1,2160
610,NEW_CLIENT,1,299,86,1,2160
611,TRANSACTION,10,300,87,1,720
612,TRANSACTION,2,301,87,1,1440
613,BIRTHDAY,5,301,87,1,720
614,TRANSACTION,1,302,87,1,4320
615,BIRTHDAY,3,302,87,1,4320
616,NEW_CLIENT,5,302,87,1,4320
617,TRANSACTION,2,303,87,1,720
618,BIRTHDAY,5,303,87,1,720
619,NEW_CLIENT,2,303,87,1,720
620,TRANSACTION,1,304,87,1,4320
621,BIRTHDAY,10,304,87,1,2160
622,NEW_CLIENT,5,304,87,1,1440
623,NEW_CLIENT,3,305,88,1,720
624,BIRTHDAY,3,306,88,1,4320
625,TRANSACTION,10,306,88,1,1440
626,TRANSACTION,3,307,89,1,1440
627,NEW_CLIENT,10,307,89,1,2160
628,BIRTHDAY,2,307,89,1,1440
629,BIRTHDAY,1,308,89,1,720
630,BIRTHDAY,5,309,89,1,720
631,BIRTHDAY,2,310,89,1,2160
632,TRANSACTION,3,311,90,1,2160
633,BIRTHDAY,1,311,90,1,1440
634,NEW_CLIENT,10,312,90,1,2160
635,TRANSACTION,5,313,90,1,2160
636,BIRTHDAY,5,313,90,1,720
637,TRANSACTION,1,314,90,1,2160
638,BIRTHDAY,5,314,90,1,720
639,TRANSACTION,5,315,90,1,720
640,TRANSACTION,2,316,91,1,2160
641,BIRTHDAY,10,316,91,1,1440
