A,B
124,259
125,261
124,262
126,264
126,266
126,267
128,268
127,271
129,271
127,272
128,272
129,272
130,273
130,274
130,275
131,276
131,277
133,277
135,277
131,278
132,278
135,278
133,279
134,279
132,280
135,280
132,281
133,281
134,281
135,281
132,282
133,282
131,283
132,283
133,283
134,283
135,283
131,284
131,285
132,285
136,286
137,286
137,288
136,290
136,291
137,291
137,292
138,293
138,294
141,296
139,297
141,297
139,298
140,299
141,299
142,300
142,304
148,305
143,306
145,306
147,306
143,307
144,307
146,307
145,308
144,309
145,309
147,309
148,309
144,310
145,310
146,310
144,311
147,311
145,312
146,312
147,312
144,313
146,313
147,313
143,314
148,314
149,315
150,316
149,317
150,317
149,318
151,320
152,323
153,326
154,326
153,327
156,328
155,329
155,331
158,332
157,334
158,335
157,336
158,336
161,342
160,343
162,343
163,343
161,345
160,346
163,346
161,347
162,347
160,348
161,348
161,349
162,349
161,350
163,350
161,351
164,352
165,352
166,352
167,353
164,354
165,354
166,354
164,355
166,355
167,355
170,356
171,356
171,357
168,358
169,358
170,358
171,358
168,359
168,360
170,360
171,361
172,362
173,362
173,363
173,365
173,366
174,367
176,367
179,367
176,368
178,368
180,368
178,369
180,369
175,370
174,371
177,371
178,371
179,371
180,371
175,372
176,372
179,372
181,373
182,374
181,375
186,376
184,377
183,379
184,379
185,379
184,380
185,380
185,381
186,381
183,382
185,383
186,383
183,384
184,384
186,384
184,385
186,385
183,386
185,386
183,387
184,387
187,389
187,390
190,391
192,391
190,392
192,392
188,393
189,393
192,393
189,394
190,394
191,394
189,395
191,395
192,395
192,396
188,397
191,397
189,398
191,398
192,398
188,399
189,399
188,400
189,400
190,400
191,400
189,401
189,402
190,402
191,402
192,402
194,403
193,404
194,404
193,405
194,405
194,406
195,408
195,410
197,412
199,412
201,412
196,413
199,413
203,413
197,414
199,414
201,414
202,414
203,414
203,415
197,416
198,416
199,416
200,416
201,416
202,416
203,416
199,417
201,417
205,418
205,420
206,420
205,421
206,421
205,422
206,422
208,423
208,424
207,425
208,426
209,427
210,430
210,432
211,435
211,436
211,437
211,438
214,441
212,442
213,442
214,442
212,443
213,443
215,444
215,446
215,447
215,448
217,449
218,449
218,450
216,451
216,452
217,452
219,454
222,454
219,455
220,455
222,456
219,457
219,458
221,458
223,458
222,459
223,459
220,460
221,460
223,460
221,461
222,461
224,462
225,463
224,465
227,466
227,468
226,469
227,469
228,470
230,472
229,474
229,475
230,475
231,476
232,476
234,476
234,477
231,478
232,478
233,478
234,478
231,479
232,479
231,480
232,480
234,480
235,481
238,481
241,481
235,482
237,482
240,482
235,483
237,483
239,483
241,483
235,484
237,484
239,484
235,485
236,485
237,485
241,485
240,486
241,486
236,487
240,487
235,488
237,488
236,489
237,489
239,489
240,489
237,490
238,490
235,491
238,491
241,491
236,492
239,492
241,492
242,496
243,497
244,497
245,498
243,499
245,499
243,500
245,500
244,501
246,502
248,502
247,503
248,503
247,504
248,504
246,505
247,505
248,505
247,506
246,508
247,508
248,508
250,509
251,510
249,511
249,512
251,512
249,514
250,514
251,514
252,515
252,516
252,517
254,517
252,518
253,518
252,519
254,519
252,520
254,521
257,523
256,524
256,525
257,525
255,526
256,526
257,527
255,528
258,529
258,530
258,531
260,532
259,533
259,534
260,535
261,537
261,538
262,540
262,541
263,541
262,542
263,542
264,542
266,542
263,543
264,543
265,543
267,543
267,544
262,545
263,545
264,545
266,545
265,546
266,546
267,546
264,547
266,547
267,547
262,548
263,548
264,548
265,548
268,549
269,551
271,552
270,553
271,553
270,554
270,555
270,556
271,556
274,561
275,563
276,563
274,565
276,565
276,566
275,567
277,568
277,569
277,570
277,571
279,573
280,574
280,575
281,576
281,577
282,581
283,583
285,583
288,583
285,584
285,585
286,585
287,585
288,585
284,586
285,586
286,586
287,586
288,586
283,587
285,587
288,587
284,588
287,588
288,588
289,589
291,589
289,590
290,590
291,591
292,591
290,592
291,592
292,592
290,593
291,593
290,594
291,594
293,598
293,599
293,600
296,601
296,602
297,602
295,603
297,603
298,603
294,604
295,604
294,605
295,605
296,605
297,605
298,605
296,606
298,606
295,607
297,607
298,607
298,608
294,609
296,609
297,609
298,609
295,610
296,610
294,611
295,611
296,611
298,611
300,612
301,612
302,612
299,613
301,613
302,613
301,615
303,616
305,616
303,617
305,617
303,618
304,619
305,619
304,620
305,620
307,621
307,622
306,623
307,623
306,624
306,625
306,626
307,626
308,628
309,628
308,631
308,632
310,634
312,636
313,636
313,637
312,640
313,640
312,641
313,642
314,643
314,646
316,647
317,647
318,648
315,649
316,650
318,650
320,651
321,652
319,653
322,653
319,654
320,654
323,655
323,658
324,661
324,662
325,662
325,664
325,665
324,666
324,667
326,671
327,673
329,673
330,674
327,675
329,675
330,675
327,676
328,676
327,677
328,677
330,677
328,678
331,681
331,683
333,685
334,685
332,686
334,686
332,687
333,687
333,688
334,688
333,689
335,689
332,690
333,690
335,690
334,691
335,691
335,692
336,695
336,696
337,698
338,698
337,699
338,700
337,702
338,702
339,703
339,704
340,704
339,705
340,705
341,707
342,710
342,711
344,713
344,715
344,716
343,717
344,717
347,719
346,720
347,720
346,721
348,722
348,723
348,724
348,726
352,727
349,728
351,728
353,728
349,729
349,730
350,730
352,730
350,731
351,731
353,731
349,732
350,732
353,732
354,732
349,733
353,733
353,734
349,735
350,735
351,735
353,735
354,735
349,736
351,736
352,736
355,739
355,741
356,741
358,742
359,742
357,743
358,745
359,745
361,746
360,747
360,751
361,751
362,753
362,755
364,756
364,759
366,760
365,761
366,761
365,762
365,763
367,764
367,766
368,769
368,772
371,773
369,774
370,774
369,775
370,775
371,775
369,776
370,776
371,776
369,777
369,778
370,778
371,778
369,779
371,779
373,780
374,781
374,782
373,783
374,783
373,784
372,785
372,786
373,786
374,786
372,788
374,788
373,789
374,789
377,790
376,791
378,791
376,792
377,792
378,792
376,793
377,793
379,793
375,794
376,794
377,794
379,794
375,796
377,796
378,796
379,796
375,797
376,797
377,797
379,797
379,798
377,799
378,799
379,799
375,800
377,800
378,800
379,800
376,801
378,801
379,801
381,807
382,807
381,808
382,808
383,809
384,809
385,809
384,811
383,812
384,812
387,814
388,814
389,815
392,815
387,816
390,816
392,816
387,817
388,817
389,817
391,817
392,817
388,818
386,819
390,819
391,819
388,820
389,820
391,820
386,821
387,821
388,821
389,821
391,821
392,821
386,822
388,822
390,822
391,822
390,823
391,823
394,824
395,824
395,825
393,827
394,827
394,829
396,830
397,830
398,830
396,831
397,831
398,832
396,833
397,834
398,834
399,834
397,835
400,837
401,837
403,837
401,838
400,839
401,839
402,839
400,840
401,840
402,840
401,841
401,842
402,842
400,843
403,843
403,844
401,845
402,845
400,846
401,846
402,846
403,846
404,847
410,847
411,847
405,848
411,848
404,849
406,849
407,849
408,849
410,849
411,849
404,850
407,850
408,850
410,850
404,851
406,851
407,851
408,851
409,851
406,852
407,852
408,852
410,852
404,853
405,853
411,853
412,854
412,855
413,858
415,858
413,859
416,859
413,860
414,860
416,861
415,862
416,862
413,863
416,863
417,864
417,865
418,868
419,868
419,870
418,873
419,873
419,874
420,875
421,876
422,876
423,876
420,877
423,877
421,878
422,878
423,878
424,881
425,883
426,883
426,884
425,885
426,885
429,887
428,888
429,889
427,890
429,890
428,891
430,893
431,896
432,896
432,897
431,898
431,899
432,899
435,903
439,903
433,905
438,905
439,905
433,906
434,906
435,906
436,906
437,906
434,907
435,907
438,907
439,907
433,908
436,908
436,909
438,909
439,909
433,910
435,910
436,910
437,910
433,911
434,911
435,911
437,911
434,912
437,913
438,913
439,913
433,914
437,914
439,914
440,915
442,915
440,916
442,916
443,916
442,917
441,918
443,918
442,919
444,920
444,922
445,922
446,924
447,930
448,932
449,933
448,936
449,936
453,937
454,937
450,938
451,938
452,938
453,938
451,939
453,939
454,939
450,940
452,940
452,941
451,942
454,942
452,943
454,943
450,944
452,944
455,946
456,951
456,952
456,954
456,955
456,956
456,957
458,958
458,959
459,962
460,962
461,962
459,963
461,963
461,964
459,965
460,965
460,966
461,966
460,967
461,967
460,969
460,970
460,971
462,972
463,972
463,973
462,975
463,975
464,976
464,977
466,980
467,980
468,980
469,980
471,980
472,980
468,981
469,981
471,981
472,981
465,982
466,982
467,982
469,982
471,982
472,982
467,983
471,983
465,984
467,984
469,984
470,984
471,985
472,985
467,986
469,986
470,986
473,987
476,988
476,989
473,990
475,990
477,991
478,992
477,993
478,993
479,995
479,996
480,998
480,999
480,1000
481,1003
482,1003
483,1003
484,1003
481,1005
484,1005
481,1006
481,1007
483,1007
484,1007
485,1007
481,1009
483,1009
484,1009
485,1009
481,1010
484,1010
481,1011
482,1011
483,1011
484,1011
485,1011
482,1012
485,1012
486,1013
490,1013
492,1013
488,1014
489,1014
490,1014
488,1015
490,1015
491,1015
492,1015
493,1015
489,1016
491,1016
493,1016
488,1018
494,1019
495,1019
496,1019
494,1020
495,1020
496,1020
494,1021
495,1021
495,1023
496,1023
494,1024
495,1024
496,1024
495,1025
496,1025
497,1026
498,1026
497,1027
498,1027
497,1028
498,1028
500,1030
499,1031
500,1031
501,1031
502,1031
501,1032
502,1032
499,1033
500,1033
502,1033
499,1034
501,1034
502,1034
499,1035
500,1035
501,1035
502,1035
500,1036
504,1037
507,1037
508,1037
504,1038
506,1038
505,1039
506,1039
508,1039
503,1040
506,1040
507,1040
505,1041
503,1042
505,1042
506,1042
508,1042
510,1043
510,1044
509,1045
510,1045
509,1046
510,1046
509,1047
509,1048
511,1051
511,1052
511,1053
513,1054
512,1055
512,1056
513,1056
513,1057
512,1058
513,1058
516,1059
516,1060
514,1061
515,1061
516,1061
518,1061
518,1062
518,1063
514,1064
517,1064
514,1065
515,1065
516,1065
519,1066
520,1066
519,1068
520,1068
521,1068
519,1069
521,1069
521,1070
519,1071
522,1074
522,1076
522,1077
523,1079
523,1081
524,1082
525,1082
524,1083
524,1084
525,1084
524,1085
526,1087
526,1090
527,1091
528,1091
527,1093
528,1095
529,1097
530,1098
530,1100
529,1101
530,1101
529,1102
531,1103
531,1104
533,1105
531,1106
532,1106
531,1107
532,1108
532,1109
533,1109
534,1111
534,1113
536,1113
534,1114
535,1114
536,1114
537,1115
537,1116
538,1116
538,1117
537,1118
542,1119
543,1119
544,1119
545,1119
539,1120
545,1120
540,1121
541,1121
544,1121
539,1122
542,1122
543,1122
544,1122
545,1122
541,1123
545,1123
539,1124
540,1124
541,1124
542,1124
544,1124
545,1124
539,1125
540,1125
543,1125
544,1125
545,1125
539,1126
542,1126
543,1126
545,1126
546,1128
546,1129
547,1130
547,1131
547,1133
547,1134
549,1137
548,1138
549,1138
549,1139
551,1141
551,1143
552,1143
552,1144
553,1145
554,1145
554,1146
553,1147
554,1147
556,1147
554,1148
555,1148
556,1148
555,1149
557,1150
557,1152
557,1153
561,1155
560,1157
559,1158
561,1158
558,1159
559,1159
558,1160
559,1160
560,1160
558,1161
559,1161
561,1161
561,1162
558,1163
560,1163
562,1166
562,1167
564,1169
564,1171
565,1173
569,1173
570,1173
565,1174
568,1174
569,1174
570,1174
566,1175
569,1175
566,1176
568,1176
569,1176
571,1176
565,1177
566,1177
568,1177
570,1177
571,1177
565,1178
567,1178
569,1178
570,1178
573,1181
572,1182
572,1183
574,1183
575,1185
577,1185
575,1186
577,1186
575,1187
576,1187
575,1188
576,1188
577,1188
575,1189
575,1190
576,1190
577,1191
576,1192
577,1192
578,1193
578,1194
578,1196
580,1197
582,1197
580,1198
581,1198
580,1199
580,1200
584,1201
586,1201
583,1202
584,1202
588,1202
584,1203
586,1203
584,1204
586,1204
586,1205
588,1205
583,1206
584,1206
586,1206
587,1206
583,1207
585,1207
583,1208
585,1208
586,1208
587,1208
589,1209
590,1210
591,1210
589,1211
591,1211
589,1213
590,1213
590,1214
591,1215
593,1216
594,1216
596,1216
597,1216
597,1217
592,1218
596,1218
595,1219
597,1219
592,1220
593,1220
595,1220
596,1220
597,1220
594,1221
595,1221
597,1221
595,1222
593,1223
594,1223
597,1223
598,1224
598,1226
600,1228
599,1229
600,1230
599,1231
600,1231
602,1232
604,1232
606,1232
601,1233
602,1233
605,1233
607,1233
608,1233
602,1234
606,1234
607,1234
602,1235
603,1235
605,1235
606,1235
607,1235
601,1236
604,1236
605,1236
601,1237
602,1237
606,1237
604,1238
605,1238
602,1239
603,1239
604,1239
606,1239
605,1240
608,1240
601,1241
602,1241
603,1241
604,1241
608,1241
606,1242
607,1242
608,1242
609,1243
611,1243
612,1243
612,1244
609,1245
611,1245
609,1246
612,1246
609,1247
610,1247
612,1247
610,1248
612,1248
611,1249
613,1252
613,1253
613,1254
615,1255
616,1255
616,1256
617,1256
615,1259
617,1259
616,1260
617,1260
615,1261
616,1261
617,1261
619,1262
620,1262
621,1262
618,1263
619,1264
620,1264
618,1265
619,1266
620,1266
619,1267
618,1268
621,1268
623,1270
623,1271
622,1272
625,1274
627,1274
628,1274
625,1275
626,1275
628,1275
624,1276
625,1276
627,1276
628,1276
624,1277
625,1278
626,1278
628,1278
624,1279
624,1280
626,1280
627,1280
628,1280
628,1281
627,1282
628,1282
630,1283
632,1283
633,1283
631,1284
631,1285
633,1285
634,1285
629,1286
630,1286
631,1286
632,1286
634,1286
635,1286
630,1287
632,1287
634,1287
630,1288
633,1288
636,1288
629,1289
630,1289
632,1289
633,1289
635,1289
636,1289
630,1290
631,1290
634,1290
635,1290
636,1290
630,1291
631,1291
634,1291
631,1292
632,1292
633,1292
629,1293
633,1293
635,1293
634,1294
635,1294
637,1295
638,1296
639,1296
637,1297
638,1297
637,1299
638,1299
640,1300
642,1300
640,1301
642,1303
642,1304
640,1305
640,1306
644,1307
643,1308
643,1309
644,1309
643,1310
644,1311
646,1313
645,1314
645,1315
646,1315
645,1316
647,1317
648,1321
650,1321
648,1324
650,1324
648,1325
650,1326
649,1327
648,1328
650,1329
649,1330
648,1331
648,1332
654,1333
654,1334
652,1335
653,1335
654,1335
651,1336
652,1336
651,1337
652,1337
653,1337
652,1338
654,1339
655,1343
656,1347
658,1352
660,1354
660,1357
660,1358
662,1359
663,1359
664,1359
663,1360
661,1361
662,1361
663,1361
664,1362
661,1363
662,1363
663,1363
662,1364
661,1365
664,1365
661,1366
662,1366
662,1367
663,1367
664,1367
665,1370
665,1373
668,1375
669,1375
666,1376
667,1376
666,1377
667,1377
668,1377
669,1377
667,1378
669,1378
666,1379
668,1379
669,1379
667,1380
668,1380
669,1380
670,1382
671,1382
670,1384
671,1384
673,1385
677,1385
672,1386
675,1386
676,1386
677,1386
679,1386
673,1387
674,1387
675,1387
678,1387
679,1387
672,1388
673,1388
674,1388
676,1388
678,1388
679,1388
674,1389
673,1390
674,1390
677,1390
679,1390
672,1391
674,1391
678,1391
679,1391
672,1392
677,1392
673,1393
675,1393
677,1393
678,1393
679,1393
672,1394
673,1394
674,1394
675,1394
679,1394
672,1395
673,1395
677,1395
672,1396
674,1396
679,1396
681,1397
683,1397
685,1397
686,1397
680,1398
681,1398
683,1398
684,1398
685,1398
687,1398
680,1399
681,1399
687,1399
681,1400
682,1400
684,1400
685,1400
686,1400
680,1401
683,1401
684,1401
686,1401
687,1401
684,1402
686,1402
683,1403
681,1404
685,1404
687,1404
681,1405
682,1405
683,1405
684,1405
685,1405
686,1405
684,1406
686,1406
687,1406
680,1407
681,1407
683,1407
688,1409
689,1411
689,1412
690,1416
691,1417
692,1419
691,1420
692,1420
693,1421
695,1421
696,1421
697,1421
698,1421
693,1422
695,1422
698,1422
699,1422
700,1422
693,1423
694,1423
695,1423
698,1423
699,1423
700,1423
695,1424
699,1424
693,1425
696,1425
697,1425
693,1426
695,1426
697,1426
699,1426
699,1427
693,1428
694,1428
696,1428
697,1428
700,1428
696,1429
699,1429
700,1429
699,1430
693,1431
698,1431
700,1432
701,1434
702,1434
701,1435
702,1435
702,1436
701,1437
703,1438
703,1440
704,1441
703,1442
704,1442
704,1443
705,1444
706,1444
707,1444
705,1445
706,1445
706,1446
707,1446
706,1447
709,1448
709,1449
710,1451
711,1451
711,1452
710,1454
711,1454
710,1455
711,1455
711,1456
712,1459
712,1460
713,1460
712,1461
713,1461
715,1462
715,1463
716,1463
717,1464
714,1465
715,1465
714,1466
716,1466
714,1467
715,1467
715,1468
716,1468
715,1469
717,1469
715,1470
714,1471
715,1471
720,1472
721,1472
722,1472
719,1473
720,1473
723,1473
720,1474
724,1474
719,1475
721,1475
718,1476
720,1476
723,1476
719,1477
720,1477
722,1477
724,1477
718,1478
719,1478
720,1478
723,1478
718,1479
719,1479
720,1479
722,1479
724,1479
718,1480
722,1480
718,1481
719,1481
720,1481
722,1481
723,1481
721,1482
724,1482
725,1483
726,1485
725,1487
727,1488
727,1490
727,1494
728,1499
729,1500
730,1501
734,1501
729,1502
731,1502
735,1502
736,1502
734,1503
735,1503
730,1504
731,1504
734,1504
730,1505
731,1505
734,1505
736,1505
737,1506
738,1506
738,1507
738,1508
739,1508
738,1510
739,1510
739,1511
740,1513
740,1514
740,1517
741,1519
741,1521
741,1522
742,1522
743,1524
743,1526
743,1527
744,1527
743,1528
743,1529
743,1531
744,1531
745,1535
747,1535
745,1536
747,1536
747,1537
746,1538
748,1538
745,1539
746,1539
747,1539
746,1540
749,1541
750,1541
750,1542
749,1544
750,1544
752,1544
749,1545
749,1546
751,1546
752,1546
749,1547
750,1547
754,1549
755,1552
755,1553
755,1555
756,1556
757,1557
757,1558
758,1558
757,1559
758,1559
759,1560
760,1560
759,1561
760,1561
762,1561
761,1562
760,1563
762,1563
760,1564
761,1564
761,1565
762,1565
763,1567
763,1568
763,1569
763,1570
764,1571
770,1576
765,1577
766,1577
767,1577
768,1577
770,1578
771,1578
767,1579
769,1579
770,1579
771,1579
767,1580
770,1580
766,1581
767,1581
769,1581
766,1582
768,1582
770,1582
771,1582
767,1583
768,1583
769,1583
767,1584
768,1584
771,1584
773,1585
773,1586
776,1588
777,1588
776,1589
777,1589
780,1589
774,1590
776,1590
778,1590
775,1591
777,1591
778,1591
780,1591
774,1592
779,1592
779,1593
780,1593
774,1594
779,1594
781,1596
782,1599
783,1602
784,1603
789,1604
790,1604
791,1604
786,1605
789,1605
785,1606
786,1606
787,1606
790,1606
791,1606
787,1607
789,1607
790,1607
786,1608
790,1608
785,1609
790,1609
786,1610
790,1610
791,1610
793,1611
793,1613
792,1614
794,1615
795,1615
794,1616
795,1616
794,1617
797,1618
798,1618
796,1619
799,1620
796,1621
797,1621
798,1621
797,1622
798,1622
801,1624
801,1627
801,1628
802,1628
801,1629
803,1630
803,1633
804,1636
806,1636
804,1637
805,1637
806,1637
804,1638
805,1638
807,1638
805,1639
806,1639
806,1640
809,1641
810,1641
811,1641
810,1642
808,1643
809,1643
811,1643
810,1644
811,1644
810,1645
808,1646
809,1646
811,1646
808,1647
810,1647
812,1648
812,1649
813,1652
813,1653
813,1654
814,1656
814,1658
814,1660
815,1661
816,1661
816,1662
816,1663
817,1664
818,1664
819,1664
817,1665
818,1665
819,1665
817,1666
818,1666
817,1668
818,1668
820,1669
821,1669
821,1670
821,1671
820,1672
821,1672
822,1674
822,1675
823,1675
822,1676
823,1677
824,1678
824,1679
824,1682
825,1682
824,1683
824,1685
824,1686
826,1687
827,1687
828,1687
826,1689
828,1689
826,1690
827,1690
826,1691
827,1691
828,1691
828,1692
826,1693
827,1693
826,1694
829,1695
829,1698
831,1700
830,1701
830,1703
833,1704
834,1704
835,1704
839,1704
834,1705
835,1705
837,1705
835,1706
836,1706
837,1706
834,1707
836,1707
833,1708
836,1708
837,1708
838,1708
834,1709
839,1709
832,1710
833,1710
834,1710
835,1710
836,1710
837,1710
832,1711
834,1711
835,1711
834,1712
836,1712
838,1712
833,1713
833,1714
836,1714
837,1714
838,1714
839,1714
835,1715
837,1715
842,1716
842,1719
843,1722
844,1722
843,1724
846,1725
847,1725
846,1726
848,1726
845,1727
846,1727
846,1728
847,1728
848,1728
849,1729
849,1730
849,1731
849,1732
850,1732
851,1733
851,1734
852,1734
851,1735
852,1735
852,1736
852,1738
852,1739
853,1740
851,1742
854,1744
854,1745
854,1747
855,1749
856,1750
855,1751
856,1751
857,1751
856,1752
857,1752
855,1753
856,1754
857,1754
858,1755
860,1755
861,1755
862,1755
858,1756
859,1756
861,1756
862,1757
862,1758
863,1758
858,1759
859,1759
861,1759
858,1760
859,1760
863,1760
858,1761
859,1761
860,1761
859,1762
860,1762
862,1762
864,1766
865,1768
866,1768
867,1768
868,1768
866,1769
867,1769
865,1770
866,1770
867,1770
868,1770
865,1771
866,1771
865,1772
866,1772
867,1772
868,1772
869,1774
869,1775
869,1777
870,1779
872,1779
873,1779
874,1779
875,1779
873,1780
875,1780
876,1780
871,1781
873,1781
874,1782
875,1782
876,1782
870,1783
871,1783
872,1783
871,1785
872,1785
873,1785
874,1785
877,1786
877,1787
877,1788
877,1791
878,1794
878,1795
878,1797
878,1799
880,1800
880,1801
881,1801
881,1802
880,1803
880,1805
882,1807
882,1808
883,1809
882,1810
883,1810
884,1813
884,1814
887,1815
885,1816
885,1817
886,1817
887,1817
885,1818
887,1818
886,1819
887,1819
885,1820
886,1820
886,1821
888,1822
889,1822
890,1822
889,1823
889,1824
891,1827
892,1828
891,1829
892,1829
892,1832
893,1833
893,1834
894,1837
894,1838
894,1839
895,1841
895,1842
896,1842
897,1842
895,1843
898,1843
895,1844
896,1844
895,1845
897,1845
898,1845
898,1846
895,1847
899,1848
900,1848
899,1849
900,1849
899,1850
899,1852
900,1852
902,1853
901,1854
902,1854
901,1855
901,1856
901,1857
903,1858
904,1858
903,1859
904,1859
903,1861
903,1862
904,1862
906,1863
907,1863
905,1864
906,1864
908,1864
907,1865
908,1865
909,1865
906,1867
909,1867
906,1868
907,1868
908,1868
909,1868
905,1869
907,1869
909,1869
910,1870
910,1874
911,1878
913,1880
913,1881
914,1883
915,1883
914,1884
915,1884
914,1885
914,1886
916,1887
917,1887
917,1890
919,1891
919,1892
918,1893
919,1894
920,1895
921,1895
920,1897
921,1897
923,1897
921,1898
922,1898
920,1899
922,1899
923,1899
924,1903
925,1903
926,1905
928,1905
929,1905
928,1906
927,1907
929,1907
927,1908
926,1909
928,1909
929,1909
926,1910
929,1910
926,1911
929,1911
930,1916
931,1917
932,1919
933,1919
933,1920
932,1921
932,1922
933,1922
931,1923
931,1924
931,1925
932,1926
935,1928
934,1929
935,1931
936,1933
936,1934
936,1935
938,1937
937,1938
941,1945
942,1945
943,1945
942,1946
943,1946
942,1947
940,1948
942,1948
943,1948
943,1949
940,1950
941,1950
942,1950
943,1950
945,1951
948,1951
944,1952
949,1952
944,1953
946,1953
948,1953
949,1953
946,1954
948,1954
950,1954
944,1955
947,1955
948,1955
949,1955
944,1956
947,1956
948,1957
949,1957
951,1958
951,1959
951,1962
952,1963
952,1964
952,1965
953,1966
953,1967
953,1968
955,1969
957,1969
955,1970
956,1970
955,1971
956,1971
957,1971
957,1972
957,1973
957,1976
957,1977
957,1978
955,1979
956,1979
957,1979
955,1980
956,1980
957,1980
959,1986
961,1986
959,1988
959,1989
960,1989
961,1989
959,1990
960,1990
962,1991
962,1992
962,1993
962,1994
965,2001
966,2001
967,2001
966,2002
967,2002
964,2003
965,2003
966,2003
964,2005
965,2005
966,2005
967,2005
968,2006
968,2007
968,2008
968,2009
970,2010
971,2011
969,2012
969,2013
970,2013
972,2014
972,2015
972,2016
972,2017
975,2019
976,2019
977,2019
975,2020
977,2020
973,2021
975,2021
976,2021
973,2022
974,2022
977,2022
975,2023
973,2025
975,2025
976,2025
977,2025
978,2027
978,2028
978,2029
979,2036
981,2037
981,2038
980,2040
981,2040
982,2041
983,2041
981,2042
983,2042
982,2043
983,2043
984,2044
984,2048
985,2049
985,2050
987,2050
985,2051
985,2052
986,2052
987,2052
989,2053
989,2054
990,2055
988,2056
989,2057
991,2059
991,2060
992,2062
992,2063
992,2064
993,2065
994,2065
993,2066
994,2066
995,2072
996,2075
996,2077
996,2080
1000,2081
1001,2081
1002,2081
1001,2082
998,2083
999,2083
1001,2083
1002,2083
997,2084
999,2084
1000,2084
1002,2084
998,2085
999,2085
1000,2085
1001,2085
1002,2085
998,2086
1000,2086
1001,2086
1002,2086
998,2087
999,2087
1001,2087
997,2088
998,2088
999,2088
1001,2088
1005,2089
1004,2090
1003,2091
1004,2093
1004,2094
1003,2095
1004,2095
1003,2096
1006,2097
1006,2098
1006,2099
1009,2100
1013,2100
1007,2101
1010,2101
1011,2101
1013,2101
1008,2102
1009,2102
1014,2102
1007,2103
1009,2103
1010,2103
1011,2103
1012,2103
1013,2103
1014,2103
1007,2104
1014,2104
1009,2105
1010,2105
1011,2105
1012,2105
1014,2105
1008,2106
1010,2106
1014,2106
1007,2107
1009,2107
1010,2107
1012,2107
1014,2107
1008,2108
1009,2108
1011,2108
1012,2108
1007,2109
1009,2109
1010,2109
1013,2109
1008,2110
1011,2110
1013,2110
1014,2110
1008,2111
1009,2111
1011,2111
1012,2111
1013,2111
1014,2111
1015,2113
1016,2116
1016,2119
1016,2120
1017,2122
1020,2124
