id,google_id,enable,display_name,address,latitude,longitude,notification_text,google_maps_review_url,country_id,business_branch_id
19,ChIJA651E764,1,BrightEyes - Main Branch,Pasaje Sur Chávez 383 Interior 196,21.874184,-102.290262,You are near BrightEyes. Come earn points!,https://g.page/r/a8a6d762,2,19
20,ChIJ2E4B4BEF,1,CarePharm - Main Branch,Via Rosalinda Gutierrez 77,38.283392,-0.498783,You are near CarePharm. Come earn points!,https://g.page/r/6cad5ac2,1,20
21,ChIJ0A27E73E,1,CarePharm - South,Plaza Gonzalo Tenorio 638 Apt. 79 ,41.65305,-4.776666,You are near CarePharm. Come earn points!,https://g.page/r/396a3697,1,21
22,ChIJ9DA1BC4D,1,CarePharm - East,Via Cecilio Castañeda 99,37.909135,-4.831535,You are near CarePharm. Come earn points!,https://g.page/r/8313c0e3,1,22
23,ChIJDE83F42A,1,CarePharm - Station,Avenida de Rubén Anaya 37,43.273141,-3.00427,You are near CarePharm. Come earn points!,https://g.page/r/f4d91c3d,1,23
24,ChIJ5F20E2C9,1,Daily Bread - Main Branch,"Corredor Puga 828 Edif. 410 , Depto. 142",21.189613,-101.639246,You are near Daily Bread. Come earn points!,https://g.page/r/d5cd23a1,2,24
25,ChIJ25AEE3CC,1,Tokyo Table - Main Branch,Cuesta Toño Ponce 98,28.133184,-15.380793,You are near Tokyo Table. Come earn points!,https://g.page/r/b8316acb,1,25
26,ChIJ249A6686,1,Tokyo Table - South,Ronda Amor Canals 63 Puerta 0 ,41.675173,-4.675771,You are near Tokyo Table. Come earn points!,https://g.page/r/31da9673,1,26
27,ChIJ30EB8069,1,Tokyo Table - West,Cañada de Pepe Machado 30 Apt. 96 ,37.368047,-6.014165,You are near Tokyo Table. Come earn points!,https://g.page/r/4224b911,1,27
28,ChIJ5EEA101A,1,The Bakehouse - Main Branch,"Circunvalación Norte Ávalos 118 Edif. 552 , Depto. 534",29.146111,-110.966813,You are near The Bakehouse. Come earn points!,https://g.page/r/94b5f41a,2,28
29,ChIJ7D2373B2,1,Mocha House - Main Branch,"Privada Alemania 324 Edif. 519 , Depto. 329",25.716009,-100.313247,You are near Mocha House. Come earn points!,https://g.page/r/a21acbf8,2,29
30,ChIJ614F240D,1,Mocha House - East,Eje vial Sur de la Crúz 753 Interior 267,18.985732,-98.203697,You are near Mocha House. Come earn points!,https://g.page/r/855cd444,2,30
31,ChIJ69B9FB5F,1,Daily Flow - Main Branch,Calle de Ana Belén Fabra 50 Apt. 97 ,37.434198,-6.003423,You are near Daily Flow. Come earn points!,https://g.page/r/5f89b611,1,31
32,ChIJ2AD40FC5,1,FurEver - Main Branch,Rambla de Inmaculada Pinedo 27,41.335517,2.162597,You are near FurEver. Come earn points!,https://g.page/r/437f566a,1,32
33,ChIJ3727928F,1,FurEver - West,Vial de Luisa Portillo 12,36.661473,-4.481293,You are near FurEver. Come earn points!,https://g.page/r/e4cf4410,1,33
34,ChIJ4A3A8FCC,1,FurEver - Airport,Plaza Abigaíl Sainz 40 Piso 5 ,37.125209,-3.63893,You are near FurEver. Come earn points!,https://g.page/r/b8c9292a,1,34
35,ChIJD22E70B7,1,FurEver - Beachfront,Glorieta Ramiro Figueroa 31,41.366701,2.176676,You are near FurEver. Come earn points!,https://g.page/r/0f9da50d,1,35
36,ChIJ7E0D9AA0,1,La Piazza - Main Branch,Calle Sinaloa 275 800,20.596256,-100.349965,You are near La Piazza. Come earn points!,https://g.page/r/1c767643,2,36
37,ChIJBBD4626A,1,La Piazza - Downtown,Circunvalación Campeche 682 Interior 370,32.629917,-115.468164,You are near La Piazza. Come earn points!,https://g.page/r/d6327637,2,37
38,ChIJ9893F935,1,La Piazza - Harbor,Prolongación Núñez 076 Interior 520,31.759512,-106.397537,You are near La Piazza. Come earn points!,https://g.page/r/e79a7752,2,38
39,ChIJ74834AF3,1,La Piazza - Market,"Eje vial Sur Ávila 910 Edif. 419 , Depto. 730",20.99944,-89.634631,You are near La Piazza. Come earn points!,https://g.page/r/bd66c9fb,2,39
40,ChIJ224C1A15,1,La Piazza - Central,"Circunvalación Norte Borrego 331 Edif. 176 , Depto. 222",25.636208,-100.368203,You are near La Piazza. Come earn points!,https://g.page/r/f4410a92,2,40
41,ChIJCABE9C8F,1,La Piazza - Old Town,Pasaje Dominicana 901 838,21.87908,-102.225476,You are near La Piazza. Come earn points!,https://g.page/r/c4321ee3,2,41
42,ChIJF71AB5CD,1,La Piazza - Airport,Ampliación Sonora 141 601,21.211858,-86.904472,You are near La Piazza. Come earn points!,https://g.page/r/8b723ea1,2,42
43,ChIJFBA08441,1,AutoSpa - Main Branch,Glorieta de Celso Alcolea 42 Puerta 7 ,37.382761,-6.049435,You are near AutoSpa. Come earn points!,https://g.page/r/80412bfb,1,43
44,ChIJ32DD8B08,1,AutoSpa - Station,Via Yago Toledo 70 Apt. 62 ,39.53217,-0.394294,You are near AutoSpa. Come earn points!,https://g.page/r/4c6732a3,1,44
45,ChIJBEBC5C75,1,Book & Bean - Main Branch,Callejón de Olivia Grau 93 Piso 5 ,41.399224,2.160207,You are near Book & Bean. Come earn points!,https://g.page/r/297f771c,1,45
46,ChIJAF251358,1,The Bakehouse - Main Branch,Retorno Verdugo 925 Interior 784,20.640742,-103.378457,You are near The Bakehouse. Come earn points!,https://g.page/r/d8c8d87d,2,46
47,ChIJ9C87D567,1,The Bakehouse - Mall Branch,Boulevard Norte Zaragoza 775 Interior 910,21.112463,-86.868995,You are near The Bakehouse. Come earn points!,https://g.page/r/989e0d23,2,47
48,ChIJ1EACB82C,1,The Bakehouse - South,Circunvalación Hidalgo 066 501,21.094456,-101.68397,You are near The Bakehouse. Come earn points!,https://g.page/r/42d5c275,2,48
49,ChIJ615626A5,1,The Bakehouse - Downtown,"Andador Sur Lucio 598 Edif. 884 , Depto. 937",29.052002,-110.937269,You are near The Bakehouse. Come earn points!,https://g.page/r/9533d5d4,2,49
50,ChIJB65EEB31,1,Sunrise Cafe - Main Branch,Peatonal Sur Alcala 034 577,31.626811,-106.368805,You are near Sunrise Cafe. Come earn points!,https://g.page/r/7ca6c1ad,2,50
51,ChIJE5A07AFF,1,The Fork - Main Branch,Ampliación Benin 713 926,24.778688,-107.438369,You are near The Fork. Come earn points!,https://g.page/r/acdc55b3,2,51
52,ChIJ2263C331,1,The Fork - Midtown,Continuación Cortés 927 972,21.883431,-102.343874,You are near The Fork. Come earn points!,https://g.page/r/301d8f01,2,52
53,ChIJE7C21D4A,1,The Fork - Harbor,Prolongación Yucatán 658 445,21.061459,-101.745744,You are near The Fork. Come earn points!,https://g.page/r/d2e90a94,2,53
54,ChIJ5792E8E0,1,Wrap & Roll - Main Branch,Camino de Dorita Macias 6 Piso 7 ,37.993228,-1.120793,You are near Wrap & Roll. Come earn points!,https://g.page/r/d70b2976,1,54
55,ChIJ81815ECE,1,Wrap & Roll - Market,Pasaje de Pepita Velasco 8 Puerta 0 ,37.154295,-3.616177,You are near Wrap & Roll. Come earn points!,https://g.page/r/0c3f000d,1,55
56,ChIJ1ABDBBDD,1,PourMore - Main Branch,Cañada de Adolfo Trillo 94,42.876805,-2.657201,You are near PourMore. Come earn points!,https://g.page/r/2a377bd5,1,56
57,ChIJ27EAF8E9,1,PourMore - Station,Cañada de Samu Torrents 62,37.837393,-4.759896,You are near PourMore. Come earn points!,https://g.page/r/51a1fc23,1,57
58,ChIJ36694705,1,Street Eats - Main Branch,Avenida Norte Zúñiga 719 Interior 410,29.09499,-110.98413,You are near Street Eats. Come earn points!,https://g.page/r/a2abc50c,2,58
59,ChIJ521D2F64,1,Street Eats - Beachfront,Pasaje Japón 708 712,32.694901,-115.525496,You are near Street Eats. Come earn points!,https://g.page/r/079c48a6,2,59
60,ChIJB6491E9F,1,Street Eats - West,"Eje vial Coahuila de Zaragoza 708 Edif. 589 , Depto. 069",20.61103,-100.401652,You are near Street Eats. Come earn points!,https://g.page/r/484f3270,2,60
61,ChIJ3E4E7E0E,1,Mode & Co - Main Branch,"Periférico Sur Urbina 175 Edif. 157 , Depto. 902",19.097034,-98.22854,You are near Mode & Co. Come earn points!,https://g.page/r/aceb37ad,2,61
62,ChIJ178C85D3,1,Mode & Co - Old Town,Diagonal Norte Salazar 361 Interior 113,19.496131,-99.078394,You are near Mode & Co. Come earn points!,https://g.page/r/3bfdac4b,2,62
63,ChIJ5B68011C,1,Mode & Co - Central,"Diagonal Otero 999 Edif. 942 , Depto. 373",21.853833,-102.348606,You are near Mode & Co. Come earn points!,https://g.page/r/fdd3320f,2,63
64,ChIJ58F61975,1,Mode & Co - Harbor,"Boulevard Yucatán 702 Edif. 351 , Depto. 442",25.715009,-100.305921,You are near Mode & Co. Come earn points!,https://g.page/r/266c9bf1,2,64
65,ChIJAFD001F4,1,Mode & Co - City Center,Privada Sur Alfaro 365 Interior 234,29.140023,-111.003761,You are near Mode & Co. Come earn points!,https://g.page/r/239e4314,2,65
66,ChIJ521D2C55,1,Mode & Co - University,Pasaje Solorio 283 625,22.096329,-100.976691,You are near Mode & Co. Come earn points!,https://g.page/r/6b504fc0,2,66
67,ChIJ69A1934C,1,Mode & Co - Mall Branch,Pasaje Sur Cuellar 535 Interior 298,19.104724,-98.200143,You are near Mode & Co. Come earn points!,https://g.page/r/9e415a59,2,67
68,ChIJ003F6B54,1,Mode & Co - West,Calzada Tabasco 155 051,29.039402,-110.967166,You are near Mode & Co. Come earn points!,https://g.page/r/a87e1c5b,2,68
69,ChIJ8705983B,1,The Bakehouse - Main Branch,Glorieta Flavia Landa 23 Apt. 15 ,37.424078,-5.983631,You are near The Bakehouse. Come earn points!,https://g.page/r/ebbfde64,1,69
70,ChIJ02DFC32F,1,Snappy Meals - Main Branch,Cañada Américo Blanco 8 Apt. 70 ,40.36284,-3.641935,You are near Snappy Meals. Come earn points!,https://g.page/r/046e5c32,1,70
71,ChIJCEF47E29,1,Snappy Meals - University,Vial Flora Cortés 79 Piso 7 ,39.534733,-0.407505,You are near Snappy Meals. Come earn points!,https://g.page/r/dadcc05e,1,71
72,ChIJ4377CAC5,1,Snappy Meals - Old Town,Via Silvestre Boada 39 Piso 8 ,37.35334,-5.955214,You are near Snappy Meals. Come earn points!,https://g.page/r/2a9af363,1,72
73,ChIJ995AE96B,1,The Coffee Spot - Main Branch,Corredor Tailandia 353 Interior 002,24.820137,-107.452149,You are near The Coffee Spot. Come earn points!,https://g.page/r/40452a20,2,73
74,ChIJADF3D505,1,The Coffee Spot - Central,Ampliación San Luis Potosí 754 387,21.17596,-86.864748,You are near The Coffee Spot. Come earn points!,https://g.page/r/2c7c4562,2,74
75,ChIJF389AD15,1,The Coffee Spot - Mall Branch,Pasaje Puebla 529 Interior 032,19.430806,-99.072261,You are near The Coffee Spot. Come earn points!,https://g.page/r/c94c4306,2,75
76,ChIJ61DAA436,1,The Coffee Spot - University,Calle Sri Lanka 978 012,21.113182,-101.693909,You are near The Coffee Spot. Come earn points!,https://g.page/r/658b9799,2,76
77,ChIJEEAD633F,1,The Coffee Spot - Airport,Circuito Durango 743 191,32.666906,-115.484518,You are near The Coffee Spot. Come earn points!,https://g.page/r/548ade61,2,77
78,ChIJ8C8811EC,1,Casa Blanca - Main Branch,Plaza Fermín Posada 3 Apt. 25 ,41.33105,2.116907,You are near Casa Blanca. Come earn points!,https://g.page/r/96e10536,1,78
79,ChIJFDD1F2FA,1,FitBase - Main Branch,"Retorno Jalisco 476 Edif. 846 , Depto. 352",25.655949,-100.360426,You are near FitBase. Come earn points!,https://g.page/r/a203ea2d,2,79
80,ChIJ71263D08,1,The Dental Studio - Main Branch,Via de Hernando Pons 480,37.830548,-4.806049,You are near The Dental Studio. Come earn points!,https://g.page/r/80ddcbf8,1,80
81,ChIJF7777DD4,1,The Dental Studio - Airport,Plaza Eric Ibáñez 88 Piso 6 ,36.745005,-4.481752,You are near The Dental Studio. Come earn points!,https://g.page/r/46fadbde,1,81
82,ChIJ33FF2AC7,1,The Dental Studio - East,Plaza de Merche Araujo 82,41.603404,-0.859138,You are near The Dental Studio. Come earn points!,https://g.page/r/70d6b2de,1,82
83,ChIJC0288464,1,TailWag - Main Branch,Circunvalación Querétaro 567 Interior 650,32.498592,-117.063194,You are near TailWag. Come earn points!,https://g.page/r/28621f6e,2,83
84,ChIJ1F859E8E,1,ShineStop - Main Branch,Pasadizo de Narcisa Rosado 82,36.775022,-4.453889,You are near ShineStop. Come earn points!,https://g.page/r/1af24a18,1,84
85,ChIJ994DDBEB,1,ShineStop - Beachfront,Glorieta Bienvenida Sedano 54,42.90193,-2.734737,You are near ShineStop. Come earn points!,https://g.page/r/1fa175c4,1,85
86,ChIJ2929717B,1,ShineStop - West,Cañada de Ileana Lucena 1,37.424299,-5.971956,You are near ShineStop. Come earn points!,https://g.page/r/17572508,1,86
87,ChIJC56CE3F8,1,RollMaster - Main Branch,"Corredor Sur Valadez 413 Edif. 616 , Depto. 282",20.968207,-89.622381,You are near RollMaster. Come earn points!,https://g.page/r/c7461817,2,87
88,ChIJ6714C6C0,1,RollMaster - City Center,Privada Villareal 605 101,20.6267,-103.374433,You are near RollMaster. Come earn points!,https://g.page/r/9d70e705,2,88
89,ChIJFA344C60,1,RollMaster - Uptown,Andador Sur Tejeda 981 Interior 143,21.147991,-86.853216,You are near RollMaster. Come earn points!,https://g.page/r/1201b0e4,2,89
90,ChIJF9D1418B,1,RollMaster - Central,Andador Ulloa 492 Interior 860,31.708696,-106.366077,You are near RollMaster. Come earn points!,https://g.page/r/8dd3fbb8,2,90
91,ChIJFA1115E4,1,RollMaster - Airport,"Retorno Brasil 669 Edif. 875 , Depto. 176",19.399682,-99.068114,You are near RollMaster. Come earn points!,https://g.page/r/afd1d28e,2,91
92,ChIJ71C29E74,1,Cloth & Co - Main Branch,Ronda Eligia Cerro 55 Piso 6 ,41.596211,-4.687183,You are near Cloth & Co. Come earn points!,https://g.page/r/564d5139,1,92
93,ChIJFC778EF1,1,Sushi Corner - Main Branch,Calle Fabiola Montero 56 Apt. 80 ,41.69193,-4.751354,You are near Sushi Corner. Come earn points!,https://g.page/r/e123f4cc,1,93
94,ChIJCBE73321,1,Sushi Corner - University,Rambla Pilar Barranco 33 Piso 9 ,36.712438,-4.371521,You are near Sushi Corner. Come earn points!,https://g.page/r/e2ebf547,1,94
95,ChIJF5F958D8,1,PowerHouse - Main Branch,Peatonal Michoacán de Ocampo 294 011,21.119484,-86.785492,You are near PowerHouse. Come earn points!,https://g.page/r/e654865a,2,95
96,ChIJ79A93697,1,SmilePoint - Main Branch,Ampliación Veracruz de Ignacio de la Llave 083 Interior 974,21.127662,-101.728454,You are near SmilePoint. Come earn points!,https://g.page/r/0b117043,2,96
97,ChIJCD20FFAF,1,SmilePoint - Station,Cerrada Bolivia 289 Interior 813,19.046255,-98.216675,You are near SmilePoint. Come earn points!,https://g.page/r/3db18ede,2,97
98,ChIJCB17B90D,1,SmilePoint - Beachfront,Corredor Norte del Valle 083 Interior 481,24.816721,-107.458149,You are near SmilePoint. Come earn points!,https://g.page/r/52eff5ca,2,98
99,ChIJE02D597D,1,PharmaPoint - Main Branch,Diagonal Hidalgo 855 Interior 598,32.658051,-115.421888,You are near PharmaPoint. Come earn points!,https://g.page/r/fd55dc38,2,99
100,ChIJ1A2C7A68,1,EasyTalk - Main Branch,Calle Senegal 848 Interior 447,32.535428,-117.084567,You are near EasyTalk. Come earn points!,https://g.page/r/99d8617a,2,100
101,ChIJFAE9FCA5,1,EasyTalk - Old Town,Diagonal Zambia 927 159,19.492691,-99.135494,You are near EasyTalk. Come earn points!,https://g.page/r/9650ca70,2,101
102,ChIJ5CF18EFA,1,EasyTalk - East,"Pasaje México 070 Edif. 513 , Depto. 612",20.553124,-100.3638,You are near EasyTalk. Come earn points!,https://g.page/r/083d2121,2,102
103,ChIJ3E79C349,1,EasyTalk - Downtown,"Corredor Chiapas 533 Edif. 787 , Depto. 257",21.169941,-101.722214,You are near EasyTalk. Come earn points!,https://g.page/r/47c3ea74,2,103
104,ChIJ1BB3D722,1,EasyTalk - Market,Corredor Barraza 807 Interior 413,32.664446,-115.531632,You are near EasyTalk. Come earn points!,https://g.page/r/7c164c02,2,104
105,ChIJEBA67213,1,EasyTalk - Beachfront,Peatonal Distrito Federal 583 778,21.889773,-102.351209,You are near EasyTalk. Come earn points!,https://g.page/r/7b29da2c,2,105
106,ChIJ315B606C,1,The Dental Studio - Main Branch,"Continuación Hidalgo 758 Edif. 857 , Depto. 890",20.644343,-103.401783,You are near The Dental Studio. Come earn points!,https://g.page/r/90f71e05,2,106
107,ChIJ45C9A647,1,The Dental Studio - West,"Pasaje Romero 535 Edif. 605 , Depto. 623",25.71751,-100.246165,You are near The Dental Studio. Come earn points!,https://g.page/r/0b19d186,2,107
108,ChIJ9A61C5CE,1,Wrap & Roll - Main Branch,Circunvalación Norte Llamas 479 488,24.799475,-107.378538,You are near Wrap & Roll. Come earn points!,https://g.page/r/179db9d1,2,108
109,ChIJCE8AA024,1,Wrap & Roll - Harbor,Retorno Norte Gaitán 055 744,29.076563,-110.951506,You are near Wrap & Roll. Come earn points!,https://g.page/r/552a17db,2,109
110,ChIJ04D44C0A,1,SightLine - Main Branch,Cerrada Montaño 032 Interior 302,21.140924,-101.61485,You are near SightLine. Come earn points!,https://g.page/r/aa563bb6,2,110
111,ChIJ699A6D12,1,SightLine - Downtown,"Calzada Yucatán 589 Edif. 298 , Depto. 728",21.878381,-102.32657,You are near SightLine. Come earn points!,https://g.page/r/5dc1790c,2,111
112,ChIJC00FD45B,1,SmilePoint - Main Branch,Glorieta Paola Sáenz 91 Piso 6 ,41.625828,-0.894628,You are near SmilePoint. Come earn points!,https://g.page/r/57f425c4,1,112
113,ChIJD8EDE9F3,1,SmilePoint - Old Town,Vial de Dolores Herrera 33,28.099984,-15.378037,You are near SmilePoint. Come earn points!,https://g.page/r/adb99e25,1,113
114,ChIJF3FC9B06,1,SmilePoint - Business District,Camino Salomé Gabaldón 92 Apt. 93 ,39.490502,-0.445713,You are near SmilePoint. Come earn points!,https://g.page/r/72655680,1,114
115,ChIJ85D9D88B,1,BottleShop - Main Branch,Ronda de Aurelio Llorens 97 Piso 9 ,37.913599,-1.198659,You are near BottleShop. Come earn points!,https://g.page/r/0bf836c3,1,115
116,ChIJ7748FE27,1,BottleShop - Beachfront,Calle de Lisandro Tamarit 837,39.457843,-0.320662,You are near BottleShop. Come earn points!,https://g.page/r/1ab06b3a,1,116
117,ChIJ321DDDB2,1,Daily Market - Main Branch,Callejón de Ofelia Palmer 53 Piso 2 ,38.343457,-0.496009,You are near Daily Market. Come earn points!,https://g.page/r/01f7a16f,1,117
118,ChIJ29636FBF,1,Daily Market - West,Pasadizo de Ildefonso Valls 38 Piso 3 ,41.425223,2.193874,You are near Daily Market. Come earn points!,https://g.page/r/087b73ce,1,118
119,ChIJ4267762F,1,Daily Market - Market,Via de Elena Artigas 703 Apt. 71 ,41.390411,2.22796,You are near Daily Market. Come earn points!,https://g.page/r/965a2649,1,119
120,ChIJ7D8E37C2,1,Daily Market - University,Pasadizo de Luz Gordillo 7,42.870026,-2.647886,You are near Daily Market. Come earn points!,https://g.page/r/ed1dfa04,1,120
121,ChIJ963D695C,1,Daily Market - East,Via de Marc Godoy 755 Apt. 94 ,41.714085,-0.906307,You are near Daily Market. Come earn points!,https://g.page/r/6323fadd,1,121
122,ChIJA91085AB,1,Daily Market - Station,Glorieta de Eusebio Pérez 5,28.104115,-15.481194,You are near Daily Market. Come earn points!,https://g.page/r/d1250709,1,122
123,ChIJA30791FD,1,Daily Market - Old Town,Camino Cruz Grau 78,37.931662,-4.711269,You are near Daily Market. Come earn points!,https://g.page/r/a8b5c478,1,123
124,ChIJ46EEDDF7,1,The Fork - Main Branch,Callejón de Melania Mínguez 45 Piso 6 ,41.379777,2.234075,You are near The Fork. Come earn points!,https://g.page/r/892db21f,1,124
125,ChIJC616F69D,1,The Fork - West,Pasadizo de Joel Cáceres 92 Apt. 25 ,37.914311,-1.09596,You are near The Fork. Come earn points!,https://g.page/r/b6174be6,1,125
126,ChIJF6D860DF,1,Daily Market - Main Branch,"Calle Zacatecas 446 Edif. 028 , Depto. 399",29.071359,-110.918004,You are near Daily Market. Come earn points!,https://g.page/r/4f1bae31,2,126
127,ChIJ2EC1D7E3,1,Pure Beauty - Main Branch,"Ampliación Santa Lucía 194 Edif. 924 , Depto. 742",21.078812,-101.637721,You are near Pure Beauty. Come earn points!,https://g.page/r/ff558943,2,127
128,ChIJC5254745,1,Pure Beauty - Downtown,"Circunvalación Sur Prieto 077 Edif. 739 , Depto. 375",22.121445,-100.954507,You are near Pure Beauty. Come earn points!,https://g.page/r/03aff3d7,2,128
129,ChIJ42DA68BA,1,Pure Beauty - Midtown,"Circuito Sur Ortega 682 Edif. 730 , Depto. 682",19.108217,-98.140578,You are near Pure Beauty. Come earn points!,https://g.page/r/dcf19028,2,129
130,ChIJ45DE7996,1,AutoSpa - Main Branch,Peatonal El Salvador 196 700,19.401306,-99.076369,You are near AutoSpa. Come earn points!,https://g.page/r/a70244cd,2,130
131,ChIJ3925C037,1,Boost Gym - Main Branch,Vial Dani Conesa 898 Apt. 70 ,38.359844,-0.550001,You are near Boost Gym. Come earn points!,https://g.page/r/3f792c1e,1,131
132,ChIJEB530DE9,1,Boost Gym - University,Vial de Silvia López 1 Apt. 18 ,42.865381,-2.726467,You are near Boost Gym. Come earn points!,https://g.page/r/b5a8815e,1,132
133,ChIJB2D85456,1,Boost Gym - South,Cuesta de Ileana Diaz 76,43.272674,-2.935838,You are near Boost Gym. Come earn points!,https://g.page/r/33032fe7,1,133
134,ChIJEB5EA5C1,1,Boost Gym - Uptown,Ronda de Sandra Prats 148 Apt. 57 ,39.527128,2.683434,You are near Boost Gym. Come earn points!,https://g.page/r/807dbf29,1,134
135,ChIJF2DB176D,1,Boost Gym - North,Via Magdalena Oliveras 42,41.677534,-4.71488,You are near Boost Gym. Come earn points!,https://g.page/r/b93da5b3,1,135
136,ChIJD53F94AD,1,Bite Rush - Main Branch,Circuito Sur Páez 162 Interior 521,20.671343,-103.314564,You are near Bite Rush. Come earn points!,https://g.page/r/0b6e7771,2,136
137,ChIJ6EEF950F,1,Bite Rush - Beachfront,"Ampliación Turkmenistán 005 Edif. 750 , Depto. 824",25.652347,-100.306214,You are near Bite Rush. Come earn points!,https://g.page/r/43d1eb78,2,137
138,ChIJ3E9D5FFA,1,PetZone - Main Branch,Calzada Comoras 601 079,19.09434,-98.173954,You are near PetZone. Come earn points!,https://g.page/r/cf124416,2,138
139,ChIJCF7C9EDD,1,SmilePlus - Main Branch,Ronda de Wilfredo Llabrés 132 Apt. 52 ,43.219859,-2.910083,You are near SmilePlus. Come earn points!,https://g.page/r/f8252971,1,139
140,ChIJ833CA2C5,1,SmilePlus - Mall Branch,Pasaje Cloe Castells 412 Puerta 8 ,38.369883,-0.464976,You are near SmilePlus. Come earn points!,https://g.page/r/13d7dd37,1,140
141,ChIJDDF3A95F,1,SmilePlus - Downtown,Via Isidora Donaire 74 Piso 8 ,41.660416,-4.73045,You are near SmilePlus. Come earn points!,https://g.page/r/4e8408de,1,141
142,ChIJF95711AF,1,RollMaster - Main Branch,"Diagonal Sur Coronado 660 Edif. 148 , Depto. 362",31.709735,-106.36197,You are near RollMaster. Come earn points!,https://g.page/r/b1a5c6a2,2,142
143,ChIJE32F45FD,1,The Bakehouse - Main Branch,"Boulevard Loya 415 Edif. 645 , Depto. 743",19.48154,-99.15778,You are near The Bakehouse. Come earn points!,https://g.page/r/8f26bc73,2,143
144,ChIJC8D9A236,1,The Bakehouse - Station,Privada Eritrea 133 Interior 215,32.732315,-115.499635,You are near The Bakehouse. Come earn points!,https://g.page/r/5748c7f7,2,144
145,ChIJ6B57D0F6,1,The Bakehouse - South,Ampliación Durango 467 972,22.151561,-100.98562,You are near The Bakehouse. Come earn points!,https://g.page/r/3b80d662,2,145
146,ChIJ9091A5C9,1,The Bakehouse - Beachfront,Ampliación Maya 396 Interior 273,21.197263,-86.797268,You are near The Bakehouse. Come earn points!,https://g.page/r/2f6da440,2,146
147,ChIJ83759310,1,The Bakehouse - Midtown,"Prolongación Centeno 127 Edif. 085 , Depto. 972",18.977575,-98.147425,You are near The Bakehouse. Come earn points!,https://g.page/r/eec4e195,2,147
