id,created_at,send_at,body,business_id,customer_tier_id,customer_segment_id,reward_id,expires_in_hours,type
21,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,3,7,,,168,CUSTOM
22,2026-05-08 16:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,3,7,,,168,AUTOMATED
23,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,3,,,11,168,AUTOMATED
24,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,3,,,,168,AUTOMATED
25,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,3,,,,72,AUTOMATED
26,2026-05-07 05:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,3,9,,,168,CUSTOM
27,2026-05-06 20:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,3,,,12,48,AUTOMATED
28,2026-05-07 01:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,3,,,,168,CUSTOM
29,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,3,,,,168,CUSTOM
30,2026-05-08 11:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,3,8,,,24,CUSTOM
31,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,3,,,,24,AUTOMATED
32,2026-05-07 05:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,3,,,11,168,CUSTOM
33,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,3,,,,48,CUSTOM
34,2026-05-07 09:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,3,7,,,168,AUTOMATED
35,2026-05-07 05:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,3,7,,12,72,CUSTOM
36,2026-05-08 10:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,3,,,9,24,AUTOMATED
37,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,4,12,,16,72,CUSTOM
38,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,4,,,,72,AUTOMATED
39,2026-05-07 14:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,4,,,17,24,AUTOMATED
40,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,4,11,,16,168,AUTOMATED
41,2026-05-07 17:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,4,,,,48,CUSTOM
42,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,4,,,15,72,AUTOMATED
43,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,4,11,,,168,AUTOMATED
44,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,4,10,,,48,AUTOMATED
45,2026-05-07 12:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,4,,,,48,CUSTOM
46,2026-05-07 06:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,4,,,,24,CUSTOM
47,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,4,,,17,48,CUSTOM
48,2026-05-08 08:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,4,,,15,24,CUSTOM
49,2026-05-07 21:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,4,10,,,72,CUSTOM
50,2026-05-08 03:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,4,,,,24,AUTOMATED
51,2026-05-07 16:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,4,,,16,24,CUSTOM
52,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,4,12,,,72,AUTOMATED
53,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,4,11,,,72,AUTOMATED
54,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,4,12,,,72,AUTOMATED
55,2026-05-07 23:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,4,12,,,72,CUSTOM
56,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,5,,,,168,CUSTOM
57,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,5,14,,21,72,AUTOMATED
58,2026-05-08 02:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,5,,,,72,AUTOMATED
59,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,5,13,,,72,CUSTOM
60,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,5,,,,24,CUSTOM
61,2026-05-08 08:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,5,15,,,24,CUSTOM
62,2026-05-06 21:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,5,,,,24,CUSTOM
63,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,5,,,21,24,CUSTOM
64,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,5,,,,24,AUTOMATED
65,2026-05-07 14:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,5,,,20,24,AUTOMATED
66,2026-05-08 13:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,5,15,,,24,CUSTOM
67,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,5,14,,,24,CUSTOM
68,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,5,,,,168,AUTOMATED
69,2026-05-07 08:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,5,,,,168,CUSTOM
70,2026-05-08 08:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,5,,,21,168,AUTOMATED
71,2026-05-06 20:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,5,,,,24,AUTOMATED
72,2026-05-08 02:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,5,,,,48,AUTOMATED
73,2026-05-07 20:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,5,14,,,168,AUTOMATED
74,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,5,15,,,72,AUTOMATED
75,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,5,,,,168,CUSTOM
76,2026-05-07 09:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,5,,,,168,CUSTOM
77,2026-05-06 23:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,5,,,18,48,CUSTOM
78,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,5,,,,168,AUTOMATED
79,2026-05-07 11:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,5,,,,72,CUSTOM
80,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,5,14,,21,24,CUSTOM
81,2026-05-07 09:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,6,16,,,48,CUSTOM
82,2026-05-08 00:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,6,,,,48,AUTOMATED
83,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,6,,,23,48,AUTOMATED
84,2026-05-08 08:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,6,17,,,48,AUTOMATED
85,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,6,,,,24,CUSTOM
86,2026-05-07 18:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,6,18,,,24,CUSTOM
87,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,6,,,,168,AUTOMATED
88,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,7,,,,48,CUSTOM
89,2026-05-08 16:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,7,21,,29,48,AUTOMATED
90,2026-05-07 23:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,7,,,,72,CUSTOM
91,2026-05-08 11:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,7,,,,48,CUSTOM
92,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,7,21,,28,48,AUTOMATED
93,2026-05-08 10:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,7,,,,48,CUSTOM
94,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,7,20,,26,24,AUTOMATED
95,2026-05-08 08:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,8,23,,,72,CUSTOM
96,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,8,22,,,72,AUTOMATED
97,2026-05-07 01:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,8,24,,30,24,AUTOMATED
98,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,8,,,,24,AUTOMATED
99,2026-05-08 10:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,8,22,,,168,CUSTOM
100,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,8,22,,,48,CUSTOM
101,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,8,23,,30,72,CUSTOM
102,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,8,,,,168,AUTOMATED
103,2026-05-08 03:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,8,24,,30,168,AUTOMATED
104,2026-05-08 03:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,8,,,,168,CUSTOM
105,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,8,,,31,48,CUSTOM
106,2026-05-07 15:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,8,,,,48,AUTOMATED
107,2026-05-08 14:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,9,27,,34,48,CUSTOM
108,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,9,,,,72,CUSTOM
109,2026-05-07 12:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,9,,,,48,CUSTOM
110,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,9,,,34,168,AUTOMATED
111,2026-05-07 07:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,9,,,,168,CUSTOM
112,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,9,27,,33,24,AUTOMATED
113,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,10,,,,24,CUSTOM
114,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,10,,,,72,CUSTOM
115,2026-05-07 23:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,10,30,,37,168,CUSTOM
116,2026-05-07 17:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,10,,,,168,CUSTOM
117,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,10,,,,168,CUSTOM
118,2026-05-08 08:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,10,29,,,48,CUSTOM
119,2026-05-08 01:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,10,,,36,168,CUSTOM
120,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,10,,,,48,AUTOMATED
121,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,10,28,,,24,CUSTOM
122,2026-05-06 23:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,10,,,,24,CUSTOM
123,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,10,,,37,72,CUSTOM
124,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,10,,,37,72,CUSTOM
125,2026-05-07 21:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,10,,,36,24,CUSTOM
126,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,10,,,37,48,CUSTOM
127,2026-05-07 18:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,10,30,,,168,AUTOMATED
128,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,11,,,,24,AUTOMATED
129,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,11,,,39,24,CUSTOM
130,2026-05-07 07:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,11,33,,,72,CUSTOM
131,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,11,,,,168,CUSTOM
132,2026-05-07 00:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,11,33,,38,48,CUSTOM
133,2026-05-07 19:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,11,31,,,72,AUTOMATED
134,2026-05-07 06:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,11,,,38,168,CUSTOM
135,2026-05-06 22:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,12,,,43,168,CUSTOM
136,2026-05-08 06:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,12,,,,72,CUSTOM
137,2026-05-07 10:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,12,34,,44,168,CUSTOM
138,2026-05-06 21:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,12,,,43,24,AUTOMATED
139,2026-05-07 23:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,12,,,,72,CUSTOM
140,2026-05-07 01:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,12,,,,72,CUSTOM
141,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,12,,,42,48,AUTOMATED
142,2026-05-07 13:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,13,38,,,48,CUSTOM
143,2026-05-08 01:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,13,,,,168,AUTOMATED
144,2026-05-08 03:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,13,,,,72,CUSTOM
145,2026-05-07 07:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,13,,,,72,CUSTOM
146,2026-05-07 03:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,13,39,,45,72,AUTOMATED
147,2026-05-07 14:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,13,39,,,48,CUSTOM
148,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,14,,,,48,CUSTOM
149,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,14,41,,,72,AUTOMATED
150,2026-05-07 04:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,14,42,,,168,CUSTOM
151,2026-05-07 11:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,14,41,,,24,CUSTOM
152,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,14,,,49,24,AUTOMATED
153,2026-05-08 01:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,14,40,,47,24,CUSTOM
154,2026-05-06 20:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,14,40,,,24,CUSTOM
155,2026-05-07 05:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,14,,,,48,CUSTOM
156,2026-05-07 16:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,14,41,,47,168,AUTOMATED
157,2026-05-08 03:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,15,,,50,24,CUSTOM
158,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,15,,,,72,CUSTOM
159,2026-05-07 21:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,15,,,,48,AUTOMATED
160,2026-05-07 16:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,15,,,52,72,CUSTOM
161,2026-05-08 00:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,15,45,,,72,AUTOMATED
162,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,15,,,,168,CUSTOM
163,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,15,,,,72,CUSTOM
164,2026-05-07 17:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,15,,,,72,AUTOMATED
165,2026-05-07 15:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,15,43,,,72,AUTOMATED
166,2026-05-08 00:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,15,,,,24,AUTOMATED
167,2026-05-06 20:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,15,45,,52,72,CUSTOM
168,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,15,44,,,72,CUSTOM
169,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,15,,,,48,CUSTOM
170,2026-05-07 07:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,15,44,,51,48,CUSTOM
171,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,15,,,52,168,AUTOMATED
172,2026-05-07 06:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,15,,,53,48,CUSTOM
173,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,15,,,51,168,AUTOMATED
174,2026-05-08 18:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,15,,,53,72,AUTOMATED
175,2026-05-07 23:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,15,,,50,48,AUTOMATED
176,2026-05-08 17:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,15,,,,72,AUTOMATED
177,2026-05-07 08:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,15,,,,24,AUTOMATED
178,2026-05-06 20:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,15,,,,168,AUTOMATED
179,2026-05-08 05:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,15,43,,,24,CUSTOM
180,2026-05-07 17:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,15,43,,,48,AUTOMATED
181,2026-05-07 12:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,15,,,52,24,CUSTOM
182,2026-05-07 09:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,15,,,,168,CUSTOM
183,2026-05-07 12:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,15,,,,48,CUSTOM
184,2026-05-07 22:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,15,43,,53,72,CUSTOM
185,2026-05-06 19:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,16,46,,,48,CUSTOM
186,2026-05-08 02:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,16,,,55,24,AUTOMATED
187,2026-05-07 07:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,16,,,56,24,CUSTOM
188,2026-05-06 23:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,16,,,55,72,AUTOMATED
189,2026-05-08 15:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,17,,,57,24,CUSTOM
190,2026-05-08 10:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,17,,,57,72,CUSTOM
191,2026-05-07 01:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,17,51,,57,168,AUTOMATED
192,2026-05-07 04:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,18,52,,,72,AUTOMATED
193,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,18,,,,48,CUSTOM
194,2026-05-08 09:43:51.000,2026-05-08 19:43:51.000,New products just arrived. Be the first to check them out.,18,54,,,72,CUSTOM
195,2026-05-08 13:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,18,54,,61,48,AUTOMATED
196,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,18,53,,,48,CUSTOM
197,2026-05-08 04:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,18,,,,48,AUTOMATED
198,2026-05-08 14:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,18,,,61,48,AUTOMATED
199,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,18,53,,63,24,AUTOMATED
200,2026-05-07 09:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,18,,,,24,CUSTOM
201,2026-05-08 14:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,18,,,60,48,CUSTOM
202,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,18,,,,24,CUSTOM
203,2026-05-06 23:43:51.000,2026-05-08 19:43:51.000,You are 50 points away from your next reward!,18,53,,,72,CUSTOM
204,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,Happy birthday! Enjoy your special gift from us.,18,,,,168,AUTOMATED
205,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,We miss you! Come back and earn double points this week.,18,53,,,24,AUTOMATED
206,2026-05-08 01:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,18,,,,48,AUTOMATED
207,2026-05-07 10:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,18,53,,61,72,AUTOMATED
208,2026-05-07 02:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,18,54,,,48,CUSTOM
209,2026-05-07 12:43:51.000,2026-05-08 19:43:51.000,Your loyalty card has a new benefit. Tap to discover.,19,,,64,48,AUTOMATED
210,2026-05-08 10:43:51.000,2026-05-08 19:43:51.000,Flash sale today only. Use your points for extra savings.,19,,,,72,AUTOMATED
211,2026-05-08 07:43:51.000,2026-05-08 19:43:51.000,You have a reward waiting for you. Claim it now!,19,,,64,168,CUSTOM
212,2026-05-07 17:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,19,,,65,168,CUSTOM
213,2026-05-08 12:43:51.000,2026-05-08 19:43:51.000,Bring a friend and both of you earn bonus points.,19,,,64,72,AUTOMATED
