customer_id,business_id,business_industry,business_tier,business_loyalty_type,business_country_id,gender,age,country_id,city_id,language,device,has_push_token,is_pass_updated,is_ghost,days_as_customer,days_inactive,recency_bucket,n_deposits,n_withdrawals,total_deposited,avg_deposit_amount,max_deposit_amount,avg_days_between_purchases,n_rewards_earned,n_rewards_redeemed,reward_redemption_rate,n_push_received,n_push_total,push_receive_rate,n_reviews,avg_review_rating,was_referred,n_raffles_entered,churn,_synthetic_profile
36,1,Bakery,STARTER,STAMPS,1,FEMALE,44,1,8,ES,APPLE,1,1,0,595,109,churned,9,2,61.78,6.86,11.82,54.0,2,1,0.5,1,1,1.0,0,,0,0,1,soft_churned
37,1,Bakery,STARTER,STAMPS,1,MALE,43,1,1,ES,ANDROID,1,1,0,273,36,moderate,23,3,142.77,6.21,11.08,10.2,3,2,0.667,0,1,0.0,0,,0,0,0,regular_active
38,1,Bakery,STARTER,STAMPS,1,MALE,51,1,4,ES,APPLE,1,0,0,690,56,moderate,19,2,119.7,6.3,11.84,32.1,0,0,0,0,0,0,1,4.0,0,1,0,regular_active
39,1,Bakery,STARTER,STAMPS,1,FEMALE,61,1,10,ES,APPLE,1,0,0,656,361,churned,2,0,8.53,4.27,4.33,71.0,0,0,0,1,1,1.0,0,,0,0,1,hard_churned
40,1,Bakery,STARTER,STAMPS,1,OTHER,60,1,7,ES,ANDROID,1,1,0,474,24,recent,18,4,121.17,6.73,11.7,21.6,3,2,0.667,2,2,1.0,0,,0,0,0,loyal_active
41,1,Bakery,STARTER,STAMPS,1,MALE,27,1,8,ES,ANDROID,1,1,0,708,155,churned,3,0,21.82,7.27,9.99,118.0,0,0,0,0,0,0,0,,0,1,1,hard_churned
42,1,Bakery,STARTER,STAMPS,1,FEMALE,38,1,6,ES,APPLE,1,1,0,247,15,recent,45,6,290.68,6.46,11.84,4.8,8,5,0.625,1,1,1.0,1,4.0,1,1,0,loyal_active
43,1,Bakery,STARTER,STAMPS,1,MALE,30,1,11,ES,ANDROID,1,1,0,618,84,at_risk,5,1,47.03,9.41,11.42,111.0,2,1,0.5,0,0,0,0,,0,1,0,at_risk
44,1,Bakery,STARTER,STAMPS,1,MALE,45,1,11,ES,APPLE,1,1,0,271,12,recent,51,12,388.78,7.62,11.94,4.4,28,20,0.714,2,2,1.0,0,,1,1,0,loyal_active
45,1,Bakery,STARTER,STAMPS,1,FEMALE,30,1,7,ES,BOTH,1,1,0,183,55,moderate,9,0,72.24,8.03,11.57,12.4,0,0,0,2,2,1.0,0,,0,0,0,regular_active
46,1,Bakery,STARTER,STAMPS,1,MALE,50,1,14,ES,APPLE,1,1,0,197,114,churned,5,1,36.64,7.33,8.68,11.0,1,1,1.0,0,1,0.0,0,,0,0,1,soft_churned
47,1,Bakery,STARTER,STAMPS,1,FEMALE,56,1,13,ES,APPLE,1,0,0,150,23,recent,50,9,349.29,6.99,11.91,2.1,9,7,0.778,0,0,0,0,,0,0,0,loyal_active
48,2,Electronics Store,STARTER,BALANCE,2,FEMALE,28,2,28,ES,APPLE,1,1,0,407,272,churned,3,0,1333.86,444.62,493.98,17.5,1,1,1.0,0,0,0,0,,0,0,1,hard_churned
49,2,Electronics Store,STARTER,BALANCE,2,MALE,24,2,27,ES,APPLE,1,0,0,156,124,churned,3,0,987.45,329.15,488.33,13.0,0,0,0,1,1,1.0,0,,0,0,1,soft_churned
50,2,Electronics Store,STARTER,BALANCE,2,MALE,39,2,30,ES,NONE,0,0,0,517,75,at_risk,8,0,1357.69,169.71,389.83,57.0,2,1,0.5,0,0,0,0,,0,0,0,at_risk
51,2,Electronics Store,STARTER,BALANCE,2,FEMALE,56,2,26,ES,ANDROID,1,0,0,373,82,at_risk,3,0,1381.3,460.43,488.43,29.0,1,0,0.0,0,0,0,0,,0,0,0,at_risk
52,2,Electronics Store,STARTER,BALANCE,2,FEMALE,51,2,18,ES,APPLE,1,1,0,142,64,at_risk,10,1,1785.18,178.52,428.65,5.8,2,0,0.0,0,0,0,0,,0,0,0,at_risk
53,2,Electronics Store,STARTER,BALANCE,2,FEMALE,56,2,29,ES,APPLE,1,1,0,504,158,churned,6,1,1632.69,272.12,417.63,34.6,0,0,0,1,1,1.0,0,,0,0,1,hard_churned
54,2,Electronics Store,STARTER,BALANCE,2,MALE,31,2,29,ES,APPLE,1,0,0,169,119,churned,4,0,1470.99,367.75,452.12,7.0,0,0,0,0,0,0,0,,0,0,1,soft_churned
55,2,Electronics Store,STARTER,BALANCE,2,MALE,53,2,26,ES,NONE,0,0,0,75,55,moderate,10,1,2153.16,215.32,410.95,1.4,0,0,0,0,0,0,1,5.0,0,0,0,regular_active
56,2,Electronics Store,STARTER,BALANCE,2,MALE,60,2,17,ES,BOTH,1,1,0,409,111,churned,7,1,2266.86,323.84,472.29,38.8,0,0,0,0,0,0,0,,0,0,1,soft_churned
57,2,Electronics Store,STARTER,BALANCE,2,FEMALE,58,2,16,ES,APPLE,1,1,0,314,20,recent,23,4,5863.97,254.96,468.45,12.6,7,4,0.571,0,0,0,0,,0,0,0,regular_active
58,2,Electronics Store,STARTER,BALANCE,2,FEMALE,43,2,23,ES,APPLE,1,0,0,111,23,recent,41,7,9724.19,237.18,464.73,1.6,2,2,1.0,0,0,0,0,,0,0,0,loyal_active
59,2,Electronics Store,STARTER,BALANCE,2,FEMALE,31,2,25,ES,BOTH,1,1,0,215,32,moderate,5,0,1240.72,248.14,442.12,30.0,1,1,1.0,1,1,1.0,0,,0,0,0,regular_active
60,2,Electronics Store,STARTER,BALANCE,2,FEMALE,50,2,22,ES,BOTH,1,0,0,730,81,at_risk,0,0,0,0,0,,0,0,0,2,2,1.0,0,,0,0,0,ghost
61,2,Electronics Store,STARTER,BALANCE,2,FEMALE,30,2,17,ES,ANDROID,1,0,0,704,82,at_risk,15,2,3716.86,247.79,458.56,40.6,1,1,1.0,0,0,0,1,5.0,0,0,0,at_risk
62,2,Electronics Store,STARTER,BALANCE,2,FEMALE,48,2,26,ES,ANDROID,1,1,0,287,29,recent,62,13,15474.77,249.59,482.34,3.7,27,15,0.556,1,1,1.0,0,,1,0,0,loyal_active
63,2,Electronics Store,STARTER,BALANCE,2,MALE,47,2,23,ES,ANDROID,1,1,0,730,661,churned,1,0,49.11,49.11,49.11,,0,0,0,1,1,1.0,1,3.0,0,0,1,ghost
64,2,Electronics Store,STARTER,BALANCE,2,FEMALE,37,2,21,ES,ANDROID,1,1,0,93,57,moderate,5,1,1154.22,230.84,464.86,6.8,0,0,0,0,0,0,0,,0,0,0,regular_active
65,2,Electronics Store,STARTER,BALANCE,2,MALE,21,2,26,ES,ANDROID,1,1,1,730,468,churned,0,0,0,0,0,,0,0,0,0,0,0,0,,0,0,1,ghost
66,2,Electronics Store,STARTER,BALANCE,2,OTHER,51,2,19,ES,BOTH,1,1,0,507,64,at_risk,7,1,1665.77,237.97,378.6,54.2,0,0,0,0,0,0,0,,0,0,0,at_risk
67,2,Electronics Store,STARTER,BALANCE,2,FEMALE,51,2,29,ES,APPLE,1,1,0,473,144,churned,3,0,765.67,255.22,365.74,79.0,0,0,0,1,1,1.0,0,,1,0,1,soft_churned
68,2,Electronics Store,STARTER,BALANCE,2,MALE,49,2,16,ES,APPLE,1,1,0,353,123,churned,6,1,1929.85,321.64,475.85,41.6,1,1,1.0,0,0,0,0,,0,0,1,soft_churned
69,2,Electronics Store,STARTER,BALANCE,2,FEMALE,41,2,29,ES,BOTH,1,1,0,515,231,churned,2,0,683.59,341.79,422.7,130.0,0,0,0,0,0,0,0,,0,0,1,hard_churned
70,2,Electronics Store,STARTER,BALANCE,2,MALE,60,2,19,ES,NONE,0,0,0,257,36,moderate,18,4,4645.68,258.09,481.16,10.7,6,5,0.833,2,3,0.667,0,,0,0,0,regular_active
71,2,Electronics Store,STARTER,BALANCE,2,MALE,43,2,25,ES,NONE,0,0,0,208,73,at_risk,9,1,2647.28,294.14,486.14,14.4,1,1,1.0,0,0,0,0,,0,0,0,at_risk
72,2,Electronics Store,STARTER,BALANCE,2,FEMALE,36,2,24,ES,APPLE,1,1,1,730,212,churned,0,0,0,0,0,,0,0,0,0,0,0,1,2.0,0,0,1,ghost
73,2,Electronics Store,STARTER,BALANCE,2,MALE,47,2,29,ES,APPLE,1,0,0,242,147,churned,6,0,1899.56,316.59,476.66,9.6,2,2,1.0,0,1,0.0,0,,0,0,1,soft_churned
74,2,Electronics Store,STARTER,BALANCE,2,MALE,51,2,26,ES,NONE,0,0,0,592,121,churned,5,0,1763.62,352.72,493.24,79.0,1,1,1.0,1,1,1.0,0,,0,0,1,soft_churned
75,2,Electronics Store,STARTER,BALANCE,2,MALE,39,2,20,ES,APPLE,1,1,0,474,358,churned,1,0,321.12,321.12,321.12,,0,0,0,0,2,0.0,0,,1,0,1,hard_churned
76,2,Electronics Store,STARTER,BALANCE,2,FEMALE,43,2,20,ES,APPLE,1,1,0,730,48,moderate,0,0,0,0,0,,0,0,0,0,1,0.0,0,,0,0,0,ghost
77,2,Electronics Store,STARTER,BALANCE,2,OTHER,52,2,17,ES,BOTH,1,1,0,428,116,churned,5,0,911.12,182.22,434.99,59.8,1,1,1.0,0,0,0,1,4.0,0,0,1,soft_churned
78,2,Electronics Store,STARTER,BALANCE,2,MALE,57,2,30,ES,NONE,0,0,0,628,48,moderate,8,1,2628.25,328.53,425.25,46.4,0,0,0,0,0,0,0,,0,0,0,regular_active
79,2,Electronics Store,STARTER,BALANCE,2,FEMALE,24,2,18,ES,ANDROID,1,1,0,528,69,at_risk,5,1,1068.31,213.66,466.54,78.2,1,0,0.0,0,0,0,0,,1,0,0,at_risk
80,2,Electronics Store,STARTER,BALANCE,2,MALE,49,2,26,ES,APPLE,1,1,0,439,56,moderate,8,1,2509.88,313.74,497.64,37.4,1,1,1.0,0,0,0,1,3.0,0,0,0,regular_active
81,2,Electronics Store,STARTER,BALANCE,2,FEMALE,46,2,24,ES,APPLE,1,0,0,229,62,at_risk,4,0,674.18,168.55,279.12,30.3,1,0,0.0,0,0,0,0,,0,0,0,at_risk
82,2,Electronics Store,STARTER,BALANCE,2,FEMALE,52,2,28,ES,APPLE,1,1,0,557,115,churned,5,0,1402.08,280.42,446.7,45.8,0,0,0,0,0,0,0,,0,0,1,soft_churned
83,2,Electronics Store,STARTER,BALANCE,2,FEMALE,36,2,26,ES,APPLE,1,0,0,518,20,recent,13,3,3754.2,288.78,429.75,34.9,0,0,0,1,1,1.0,0,,0,0,0,regular_active
84,2,Electronics Store,STARTER,BALANCE,2,MALE,27,2,21,ES,APPLE,1,1,0,242,117,churned,10,0,2700.47,270.05,443.47,9.9,0,0,0,1,1,1.0,0,,0,0,1,soft_churned
85,2,Electronics Store,STARTER,BALANCE,2,FEMALE,31,2,27,ES,ANDROID,1,1,0,420,136,churned,4,1,592.63,148.16,272.67,62.0,0,0,0,1,1,1.0,0,,1,0,1,soft_churned
86,2,Electronics Store,STARTER,BALANCE,2,MALE,40,2,28,ES,APPLE,1,0,0,279,47,moderate,17,1,4646.73,273.34,480.96,10.9,1,1,1.0,0,0,0,0,,0,0,0,regular_active
87,2,Electronics Store,STARTER,BALANCE,2,MALE,54,2,27,ES,ANDROID,1,1,0,635,141,churned,8,1,2481.43,310.18,465.6,28.7,3,0,0.0,0,0,0,0,,0,0,1,soft_churned
88,2,Electronics Store,STARTER,BALANCE,2,MALE,26,2,23,ES,APPLE,1,1,0,728,5,recent,65,17,17761.86,273.26,497.46,10.6,20,12,0.6,0,0,0,0,,0,0,0,loyal_active
89,2,Electronics Store,STARTER,BALANCE,2,FEMALE,59,2,20,ES,APPLE,1,0,0,577,28,recent,41,4,10340.36,252.2,493.04,12.3,2,1,0.5,1,1,1.0,1,4.0,1,0,0,loyal_active
90,2,Electronics Store,STARTER,BALANCE,2,FEMALE,41,2,25,ES,BOTH,1,0,0,687,99,churned,9,2,2228.6,247.62,461.58,58.5,2,0,0.0,0,2,0.0,1,1.0,0,0,1,soft_churned
91,2,Electronics Store,STARTER,BALANCE,2,MALE,52,2,22,ES,ANDROID,1,1,0,33,23,recent,45,12,11999.09,266.65,499.62,0.0,15,8,0.533,1,1,1.0,1,3.0,0,0,0,loyal_active
92,2,Electronics Store,STARTER,BALANCE,2,MALE,25,2,18,ES,BOTH,1,1,0,730,441,churned,1,0,251.14,251.14,251.14,,0,0,0,0,0,0,0,,1,0,1,ghost
93,2,Electronics Store,STARTER,BALANCE,2,FEMALE,33,2,29,ES,APPLE,1,1,0,552,337,churned,6,1,1719.38,286.56,466.54,35.2,0,0,0,0,0,0,1,3.0,0,0,1,hard_churned
94,2,Electronics Store,STARTER,BALANCE,2,FEMALE,36,2,17,ES,APPLE,1,1,0,525,331,churned,6,1,1514.03,252.34,354.41,22.0,0,0,0,0,0,0,1,5.0,0,0,1,hard_churned
95,2,Electronics Store,STARTER,BALANCE,2,FEMALE,57,2,27,ES,ANDROID,1,1,0,646,137,churned,10,2,2381.06,238.11,469.41,49.7,1,1,1.0,1,1,1.0,0,,0,0,1,soft_churned
96,2,Electronics Store,STARTER,BALANCE,2,OTHER,44,2,20,ES,APPLE,1,1,0,623,226,churned,2,0,899.85,449.92,471.01,273.0,0,0,0,0,0,0,1,3.0,0,0,1,hard_churned
97,2,Electronics Store,STARTER,BALANCE,2,OTHER,51,2,27,ES,ANDROID,1,1,0,104,6,recent,50,7,13056.64,261.13,499.56,1.5,6,3,0.5,2,2,1.0,0,,0,0,0,loyal_active
98,2,Electronics Store,STARTER,BALANCE,2,FEMALE,26,2,27,ES,APPLE,1,0,0,656,285,churned,3,0,1119.13,373.04,409.3,64.0,1,0,0.0,0,1,0.0,0,,0,0,1,hard_churned
99,2,Electronics Store,STARTER,BALANCE,2,FEMALE,40,2,29,ES,APPLE,1,1,0,499,70,at_risk,7,1,2162.72,308.96,465.15,53.3,1,0,0.0,1,1,1.0,0,,0,0,0,at_risk
100,2,Electronics Store,STARTER,BALANCE,2,FEMALE,53,2,26,ES,APPLE,1,1,0,425,365,churned,2,0,450.76,225.38,234.62,7.0,0,0,0,1,2,0.5,0,,0,0,1,hard_churned
101,2,Electronics Store,STARTER,BALANCE,2,FEMALE,61,2,21,ES,APPLE,1,0,0,427,51,moderate,24,4,6526.33,271.93,495.78,15.0,7,3,0.429,1,1,1.0,0,,0,0,0,regular_active
102,2,Electronics Store,STARTER,BALANCE,2,FEMALE,23,2,24,ES,BOTH,1,1,0,217,31,moderate,14,2,3671.44,262.25,492.33,12.1,4,2,0.5,0,0,0,0,,0,0,0,regular_active
103,2,Electronics Store,STARTER,BALANCE,2,MALE,21,2,24,ES,NONE,0,0,0,432,266,churned,5,0,1627.81,325.56,445.69,27.0,1,1,1.0,1,1,1.0,0,,0,0,1,hard_churned
104,2,Electronics Store,STARTER,BALANCE,2,MALE,24,2,21,ES,NONE,0,0,0,636,68,at_risk,5,0,1129.67,225.93,312.16,85.8,0,0,0,0,0,0,1,4.0,0,0,0,at_risk
105,2,Electronics Store,STARTER,BALANCE,2,FEMALE,41,2,23,ES,APPLE,1,1,1,730,142,churned,1,0,35.0,35.0,35.0,,0,0,0,0,0,0,1,3.0,0,0,1,ghost
106,3,Supermarket,GROW,BALANCE,1,MALE,34,1,15,ES,ANDROID,1,1,0,699,363,churned,6,1,507.42,84.57,134.83,42.6,0,0,0,5,6,0.833,0,,0,1,1,hard_churned
107,3,Supermarket,GROW,BALANCE,1,FEMALE,52,1,8,ES,ANDROID,1,1,0,563,9,recent,48,12,4068.54,84.76,146.19,11.1,17,11,0.647,9,11,0.818,1,4.0,0,0,0,loyal_active
108,3,Supermarket,GROW,BALANCE,1,OTHER,27,1,14,ES,APPLE,1,1,1,730,98,churned,2,0,166.0,83.0,122.94,300.0,0,0,0,1,1,1.0,1,2.0,0,1,1,ghost
109,3,Supermarket,GROW,BALANCE,1,MALE,25,1,4,ES,APPLE,1,0,0,310,34,moderate,7,0,671.58,95.94,133.95,32.5,2,2,1.0,4,4,1.0,0,,1,1,0,regular_active
110,3,Supermarket,GROW,BALANCE,1,FEMALE,55,1,15,ES,APPLE,1,1,0,543,115,churned,2,0,144.86,72.43,98.67,391.0,0,0,0,6,7,0.857,1,4.0,0,0,1,soft_churned
111,3,Supermarket,GROW,BALANCE,1,FEMALE,46,1,1,ES,APPLE,1,1,0,513,80,at_risk,11,1,903.15,82.1,135.56,31.8,4,3,0.75,6,7,0.857,0,,0,1,0,at_risk
112,3,Supermarket,GROW,BALANCE,1,MALE,26,1,12,ES,NONE,0,0,0,646,23,recent,5,1,302.97,60.59,99.42,68.2,1,0,0.0,2,4,0.5,0,,0,0,0,regular_active
113,3,Supermarket,GROW,BALANCE,1,MALE,28,1,2,ES,APPLE,1,1,0,672,26,recent,54,5,4738.53,87.75,149.81,11.5,3,1,0.333,5,6,0.833,1,4.0,0,2,0,loyal_active
114,3,Supermarket,GROW,BALANCE,1,FEMALE,47,1,1,ES,APPLE,1,1,0,660,79,at_risk,4,1,289.02,72.26,147.49,141.7,0,0,0,1,2,0.5,0,,0,0,0,at_risk
115,3,Supermarket,GROW,BALANCE,1,FEMALE,23,1,9,ES,APPLE,1,1,0,438,22,recent,38,10,3423.03,90.08,144.27,10.3,15,9,0.6,5,5,1.0,0,,0,0,0,loyal_active
116,3,Supermarket,GROW,BALANCE,1,FEMALE,23,1,10,ES,ANDROID,1,1,0,226,87,at_risk,15,2,1333.35,88.89,146.77,7.9,3,0,0.0,4,4,1.0,0,,1,0,0,at_risk
117,3,Supermarket,GROW,BALANCE,1,FEMALE,32,1,7,ES,APPLE,1,1,0,325,68,at_risk,11,3,956.89,86.99,146.82,19.3,3,2,0.667,10,10,1.0,1,5.0,0,2,0,at_risk
118,3,Supermarket,GROW,BALANCE,1,FEMALE,55,1,11,ES,APPLE,1,1,1,730,376,churned,2,0,137.19,68.59,88.18,183.0,0,0,0,4,6,0.667,0,,1,0,1,ghost
119,3,Supermarket,GROW,BALANCE,1,MALE,28,1,13,ES,APPLE,1,0,0,677,34,moderate,18,2,1685.83,93.66,143.9,33.2,0,0,0,2,2,1.0,0,,0,1,0,regular_active
120,3,Supermarket,GROW,BALANCE,1,FEMALE,26,1,14,ES,APPLE,1,1,0,425,201,churned,1,0,26.2,26.2,26.2,,0,0,0,3,6,0.5,0,,1,1,1,hard_churned
121,3,Supermarket,GROW,BALANCE,1,OTHER,25,1,3,ES,APPLE,1,1,0,721,219,churned,5,1,341.24,68.25,134.23,91.0,1,1,1.0,3,6,0.5,0,,0,0,1,hard_churned
122,3,Supermarket,GROW,BALANCE,1,FEMALE,50,1,12,ES,APPLE,1,0,0,302,88,at_risk,14,3,1084.05,77.43,132.77,11.5,5,3,0.6,4,6,0.667,0,,0,0,0,at_risk
123,3,Supermarket,GROW,BALANCE,1,MALE,36,1,13,ES,ANDROID,1,1,0,437,39,moderate,25,7,1979.75,79.19,141.19,15.7,9,5,0.556,5,5,1.0,0,,0,0,0,regular_active
124,3,Supermarket,GROW,BALANCE,1,FEMALE,53,1,2,ES,ANDROID,1,1,1,730,328,churned,1,0,130.11,130.11,130.11,,0,0,0,2,3,0.667,0,,0,1,1,ghost
125,3,Supermarket,GROW,BALANCE,1,FEMALE,43,1,4,ES,APPLE,1,1,1,730,108,churned,2,0,105.61,52.8,72.94,251.0,0,0,0,7,8,0.875,0,,0,0,1,ghost
126,3,Supermarket,GROW,BALANCE,1,FEMALE,60,1,15,ES,APPLE,1,0,1,730,578,churned,1,0,34.18,34.18,34.18,,0,0,0,2,3,0.667,0,,0,1,1,ghost
127,3,Supermarket,GROW,BALANCE,1,FEMALE,46,1,9,ES,APPLE,1,0,0,575,116,churned,8,0,829.89,103.74,138.72,46.4,0,0,0,4,8,0.5,0,,1,0,1,soft_churned
128,3,Supermarket,GROW,BALANCE,1,FEMALE,60,1,2,ES,APPLE,1,0,0,583,125,churned,4,0,409.4,102.35,148.63,81.3,1,0,0.0,3,3,1.0,0,,0,0,1,soft_churned
