A,B
10,249
8,249
7,249
8,250
7,251
8,251
10,252
7,252
8,253
9,253
7,254
8,254
10,254
8,255
9,256
10,257
7,257
10,258
8,258
9,258
10,259
8,259
9,260
8,260
9,261
7,261
10,261
8,261
8,262
7,263
10,263
8,263
9,263
7,264
9,265
10,265
8,266
10,266
7,266
9,266
9,267
10,267
7,267
7,268
9,269
10,269
8,269
7,269
9,270
7,270
10,271
8,271
9,271
7,272
9,272
10,272
10,273
7,273
9,273
8,273
9,274
8,274
8,275
9,276
8,276
7,276
10,276
10,277
9,277
7,277
8,277
8,278
7,278
8,279
9,279
7,279
10,279
8,280
9,280
10,281
8,281
9,281
7,281
8,282
10,282
9,282
9,283
10,284
9,285
10,285
8,285
7,285
9,286
7,286
10,286
7,287
10,287
9,287
7,288
9,289
8,290
10,290
7,290
9,290
8,291
9,291
9,292
10,292
10,293
9,293
8,294
7,295
7,296
9,296
8,296
7,297
9,298
10,299
9,299
9,300
9,301
10,301
7,301
8,301
9,302
7,303
9,303
8,303
9,304
8,304
10,305
10,306
9,306
8,307
9,307
10,308
7,309
9,309
9,310
8,310
10,310
7,310
10,311
9,311
8,311
7,311
10,312
9,313
10,314
8,314
9,314
8,315
7,315
9,315
8,316
9,316
10,317
7,317
9,317
8,317
9,318
7,318
10,318
8,318
9,319
9,320
7,320
7,321
8,321
9,321
10,321
7,322
10,322
9,323
7,324
8,325
10,325
9,325
7,325
7,326
9,326
8,326
10,326
9,327
7,327
8,327
10,327
8,328
7,328
10,328
9,328
9,329
8,329
7,329
10,329
8,330
7,330
10,331
9,331
7,331
8,331
10,332
8,332
8,333
7,333
10,333
9,333
9,334
7,334
8,334
8,335
9,335
7,335
10,335
7,336
8,336
9,336
10,336
7,337
10,337
8,337
9,337
9,338
10,338
8,338
9,339
7,340
9,340
7,341
10,341
10,342
9,342
8,342
9,343
7,343
9,344
10,344
8,345
9,345
10,345
10,346
7,346
8,346
10,347
7,347
10,348
9,348
10,349
8,349
8,350
7,350
9,351
7,351
8,351
7,352
9,352
10,352
8,352
10,353
8,353
7,353
9,353
9,354
8,354
7,354
9,355
8,356
10,356
9,356
7,356
10,357
7,357
10,358
8,358
7,358
9,358
10,359
7,360
8,360
9,361
7,361
10,361
8,361
8,362
7,362
9,362
10,362
8,363
10,363
7,363
8,364
7,364
7,365
9,365
10,365
8,365
9,366
8,366
7,367
9,367
10,367
9,368
10,368
7,369
9,370
10,370
7,370
10,371
8,371
7,371
8,372
10,372
10,373
7,374
8,374
9,374
9,375
10,375
9,376
10,377
8,377
9,377
9,378
8,378
9,379
9,380
10,380
7,380
8,380
7,381
8,381
8,382
10,382
9,382
7,383
10,383
9,383
8,383
8,384
7,384
10,384
8,385
8,386
9,387
9,388
10,388
8,388
7,388
8,389
9,389
10,389
10,390
7,391
10,391
8,391
8,392
10,392
9,393
8,394
7,394
7,395
8,395
10,395
9,395
7,396
9,396
8,396
10,396
9,397
8,397
7,397
8,398
10,398
9,399
8,399
9,400
10,400
8,400
7,400
7,401
8,401
10,401
10,402
7,402
8,403
10,403
8,404
7,404
10,404
9,404
10,405
8,405
9,405
7,405
7,406
9,406
7,407
8,407
9,407
10,407
10,408
9,409
7,409
8,409
10,409
9,410
10,410
8,410
10,411
8,411
7,411
9,412
10,412
8,413
9,413
7,413
10,413
7,414
8,414
10,414
9,414
9,415
9,416
7,416
8,416
10,416
10,417
7,418
10,418
9,419
10,419
8,419
7,419
9,420
9,421
7,421
8,421
10,421
7,422
10,422
10,423
9,423
7,423
8,423
10,424
7,424
8,424
9,425
7,425
8,426
7,426
9,427
10,427
8,427
7,427
9,428
8,429
7,429
10,429
9,430
7,431
8,431
10,431
9,432
7,432
8,432
10,432
10,433
9,433
10,434
8,434
10,435
9,435
7,435
7,436
9,436
8,436
9,437
7,437
10,438
8,438
7,438
9,438
10,439
9,439
7,439
8,439
10,440
7,440
9,440
8,440
10,441
7,441
9,442
8,442
7,442
10,442
9,443
7,443
10,443
7,444
9,444
10,444
8,444
8,445
7,445
10,446
8,446
9,446
9,447
8,447
10,447
9,448
8,448
7,448
9,449
8,449
7,449
10,449
7,450
13,451
15,451
14,451
12,451
15,452
13,452
14,452
12,452
11,452
15,453
13,453
12,453
16,453
11,454
14,455
16,455
13,455
15,455
11,455
11,456
13,456
12,456
15,457
13,457
11,458
16,458
11,459
14,459
15,459
13,460
12,460
16,460
16,461
15,461
12,461
14,461
15,462
14,462
11,462
13,462
16,462
12,462
16,463
15,464
12,464
11,464
13,464
16,464
14,464
15,465
16,466
15,466
13,466
11,466
12,466
14,466
13,467
16,467
11,467
14,467
14,468
12,468
13,468
16,468
11,468
13,469
16,469
15,469
14,469
14,470
13,470
15,471
16,471
16,472
15,472
11,472
14,472
13,472
12,472
13,473
12,474
13,474
15,474
16,474
14,474
14,475
15,475
16,475
15,476
11,477
12,477
15,477
14,477
13,477
16,477
13,478
14,479
11,479
13,479
15,479
15,480
13,480
11,480
12,480
14,480
16,481
15,481
12,481
13,481
14,481
11,481
13,482
12,482
13,483
14,483
15,483
11,483
16,483
15,484
14,484
11,484
13,484
16,485
14,485
15,485
12,485
13,486
11,486
16,486
14,487
12,487
11,487
16,488
14,488
15,488
12,488
11,489
13,489
16,489
14,490
11,490
15,491
13,491
13,492
14,492
15,492
14,493
14,494
12,494
14,495
11,495
12,495
14,496
12,496
11,496
15,496
13,496
16,496
15,497
11,497
11,498
15,498
14,499
13,499
16,499
11,499
15,499
12,499
13,500
12,500
14,500
12,501
14,502
11,502
15,502
13,502
16,502
12,502
16,503
13,503
11,503
12,503
15,503
13,504
15,504
11,504
12,504
16,504
14,504
13,505
14,505
16,505
13,506
14,506
15,506
11,506
16,506
12,506
11,507
13,508
12,508
14,508
11,508
16,508
16,509
15,509
13,509
14,509
11,509
15,510
16,510
11,510
14,510
11,511
16,511
15,511
14,511
11,512
15,512
12,512
16,513
15,514
14,514
12,514
13,514
16,514
11,515
12,516
16,516
14,516
13,516
11,516
15,516
11,517
14,517
12,517
13,517
15,517
11,518
12,518
14,518
13,518
15,518
11,519
13,519
16,519
14,520
11,520
13,520
12,520
15,520
16,520
15,521
12,521
11,521
12,522
13,523
16,523
14,523
12,523
15,523
16,524
14,524
13,524
12,524
12,525
15,525
13,525
16,525
14,525
11,525
15,526
13,527
14,527
16,528
12,529
14,530
12,530
11,530
16,531
12,531
13,531
14,531
16,532
15,532
15,533
14,533
13,533
12,534
14,534
16,534
15,534
12,535
13,535
16,535
11,535
15,535
14,535
14,536
12,536
15,536
11,536
16,536
13,536
16,537
11,537
13,537
12,537
14,537
15,537
14,538
11,538
15,538
16,538
14,539
12,539
14,540
16,540
11,540
14,541
15,541
11,541
16,541
12,541
14,542
13,543
15,544
16,544
12,544
13,544
11,544
14,544
15,545
14,545
13,545
16,545
11,545
12,545
12,546
11,546
11,547
11,548
12,548
13,548
14,548
16,549
13,549
11,549
15,550
13,550
14,550
11,550
14,551
15,551
11,551
16,551
13,551
12,551
11,552
13,552
16,553
15,553
14,554
15,554
13,554
16,554
12,555
14,555
16,555
12,556
12,557
16,557
13,557
15,557
14,557
16,558
12,558
11,558
12,559
11,559
14,559
16,559
14,560
12,560
13,560
15,561
14,561
13,561
15,562
16,563
11,563
14,564
13,564
11,565
15,565
12,565
16,565
16,566
16,567
12,567
15,567
12,568
11,568
16,568
14,569
13,569
12,569
15,569
12,570
13,571
14,571
12,572
16,572
11,573
16,573
16,574
12,575
11,575
14,575
15,575
13,575
14,576
15,577
13,577
11,577
14,577
16,577
14,578
15,578
12,578
14,579
12,579
13,579
11,579
16,579
15,579
11,580
13,580
12,581
13,581
14,581
11,582
15,582
13,583
11,583
12,583
15,583
14,583
11,584
13,584
12,584
15,584
12,585
16,585
15,585
11,585
14,585
13,585
15,586
13,586
11,586
11,587
14,587
15,587
11,588
13,588
15,588
15,589
12,589
16,589
12,590
14,590
13,590
11,590
15,590
16,590
15,591
12,591
13,592
14,592
11,592
11,593
12,593
13,593
16,593
14,593
15,594
11,594
14,594
14,595
13,595
12,595
11,595
15,596
13,596
16,596
14,596
12,596
11,596
16,597
15,597
14,598
13,598
16,598
15,599
11,599
12,599
11,600
13,600
12,600
15,600
14,600
12,601
12,602
14,602
11,603
16,603
14,603
15,603
13,603
14,604
13,605
15,605
11,606
12,606
16,606
15,607
11,608
14,608
13,608
14,609
16,609
15,609
11,609
13,609
12,609
13,610
11,610
16,610
15,610
12,610
14,610
16,611
14,611
13,611
15,612
13,612
12,612
11,612
16,612
12,613
16,613
14,613
11,613
15,613
13,613
15,614
14,614
12,614
11,615
16,616
12,616
11,616
15,616
14,616
13,616
13,617
14,617
16,617
12,617
11,617
15,617
16,618
15,618
11,618
16,619
12,619
13,619
15,619
14,619
12,620
14,620
16,620
12,621
11,621
13,622
13,623
15,623
11,623
12,623
16,623
14,623
11,624
12,624
15,624
13,624
16,624
14,625
13,625
11,625
16,625
12,625
13,626
12,627
16,628
15,628
11,628
14,628
11,629
12,629
13,629
14,629
14,630
15,630
11,631
15,631
16,631
12,632
11,632
15,632
13,632
16,633
14,633
13,633
15,634
12,634
11,634
16,635
14,635
12,635
13,635
11,635
15,635
16,636
11,637
12,637
16,638
13,638
15,638
14,638
12,638
11,638
13,639
12,640
11,640
14,640
16,640
13,641
14,641
16,641
12,641
11,641
15,641
12,642
13,642
15,642
16,642
14,642
11,642
13,643
11,643
16,644
11,644
15,644
12,644
13,644
12,645
15,645
13,645
12,646
13,646
14,646
16,646
15,646
11,646
14,647
16,647
15,647
12,647
13,647
16,648
12,649
15,649
16,649
13,650
15,650
12,651
11,651
15,651
16,651
13,651
14,651
12,652
13,652
15,653
16,654
15,654
16,655
14,655
15,655
11,655
12,655
13,655
15,656
16,657
12,657
14,657
12,658
11,658
16,658
14,658
11,659
15,659
12,660
15,660
13,660
16,660
14,660
15,661
11,661
13,661
16,661
12,661
14,661
12,662
11,662
16,662
14,662
15,662
16,663
14,663
11,663
15,663
13,663
13,664
15,664
12,664
14,664
11,664
16,664
15,665
16,665
14,665
11,665
12,665
13,665
11,666
11,667
12,667
15,667
14,667
13,667
16,667
11,668
13,669
11,670
13,671
12,671
16,672
13,672
12,672
11,672
15,672
14,672
12,673
16,673
14,673
15,673
16,674
13,674
11,674
15,675
11,675
12,676
14,676
16,677
12,677
11,678
14,678
15,678
13,678
11,679
15,679
13,679
16,679
12,679
14,679
16,680
14,680
15,680
11,680
13,680
12,680
14,681
12,681
13,681
16,681
11,681
16,682
13,682
12,682
15,682
15,683
13,683
12,683
16,683
14,683
15,684
12,684
14,684
13,684
16,685
12,685
15,685
13,686
12,686
14,686
15,686
16,686
11,686
13,687
11,688
15,688
16,689
12,689
13,689
14,689
15,689
12,690
14,690
13,690
14,691
11,692
15,692
12,692
16,692
13,692
14,693
12,693
12,694
11,694
14,694
15,694
13,694
14,695
12,695
11,696
16,696
14,696
15,696
15,697
16,697
12,697
14,698
11,698
16,698
13,698
15,698
12,698
12,699
11,699
13,700
14,700
11,700
15,700
12,700
16,700
14,701
11,701
13,701
16,701
16,702
11,702
12,702
13,702
15,702
13,703
14,704
16,705
12,705
11,706
12,706
11,707
12,707
13,707
14,707
16,707
11,708
15,709
13,709
12,709
14,709
14,710
13,710
12,710
15,711
15,712
16,712
14,712
13,712
13,713
13,714
16,714
15,714
11,715
14,715
15,715
11,716
13,716
15,716
12,717
12,718
14,718
13,718
12,719
11,719
12,720
15,720
14,720
11,720
16,720
15,721
16,721
14,721
11,721
12,722
14,722
16,722
13,723
15,723
14,723
12,723
16,723
11,724
16,724
12,724
13,724
15,724
14,724
16,725
12,726
13,726
15,727
13,727
14,727
11,727
12,727
16,727
15,728
13,728
12,728
14,729
13,729
15,729
11,729
12,729
16,729
11,730
16,730
18,731
17,732
18,733
17,733
17,734
18,734
18,735
17,735
18,736
18,737
17,737
18,738
17,738
17,739
18,739
18,740
18,741
17,741
17,742
18,743
17,743
18,744
17,745
18,746
17,746
18,747
18,748
17,748
18,749
17,750
18,750
17,751
18,751
17,752
18,753
18,754
17,754
17,755
18,755
17,756
18,756
17,757
18,757
17,758
17,759
18,759
17,760
18,761
18,762
17,762
17,763
18,764
17,765
18,765
18,766
17,766
17,767
18,767
17,768
18,769
17,769
18,770
18,771
17,771
17,772
18,772
18,773
17,773
17,774
18,774
18,775
17,775
17,776
18,776
17,777
18,778
18,779
18,780
17,781
18,782
17,782
17,783
17,784
18,784
18,785
17,785
18,786
17,786
18,787
17,787
18,788
17,788
19,789
19,790
19,791
19,792
19,793
19,794
19,795
19,796
19,797
19,798
19,799
19,800
19,801
19,802
19,803
19,804
19,805
19,806
19,807
19,808
19,809
19,810
19,811
19,812
19,813
19,814
19,815
19,816
19,817
19,818
19,819
19,820
19,821
19,822
19,823
19,824
19,825
23,826
20,827
23,827
22,827
20,828
21,828
21,829
22,829
20,829
23,829
21,830
20,831
23,831
23,832
23,833
22,833
22,834
23,834
20,834
20,835
23,835
23,836
20,836
23,837
20,837
22,838
20,838
21,839
23,840
20,840
21,840
21,841
22,841
21,842
22,843
21,843
20,843
23,843
20,844
22,844
23,844
22,845
23,845
22,846
21,846
20,846
21,847
22,848
21,848
23,848
21,849
23,849
20,849
22,849
20,850
21,850
22,850
20,851
22,851
23,851
23,852
22,852
20,852
22,853
22,854
23,854
20,854
21,854
20,855
21,855
23,856
20,856
20,857
21,857
22,858
23,859
21,859
20,860
23,861
21,862
23,863
22,863
20,863
21,863
22,864
20,864
23,864
21,864
20,865
21,865
22,866
21,866
23,866
20,866
22,867
22,868
23,868
21,868
20,868
20,869
22,870
21,870
23,871
23,872
20,872
21,872
23,873
21,873
22,873
23,874
23,875
20,876
20,877
23,877
21,877
21,878
23,878
22,878
23,879
22,879
20,879
21,879
23,880
20,880
22,880
22,881
23,881
21,882
22,882
20,883
20,884
23,884
21,884
24,885
24,886
24,887
24,888
24,889
24,890
24,891
24,892
24,893
24,894
24,895
24,896
24,897
24,898
24,899
24,900
24,901
24,902
24,903
24,904
24,905
24,906
24,907
24,908
24,909
24,910
24,911
24,912
24,913
24,914
24,915
24,916
24,917
26,918
25,918
25,919
26,919
27,919
27,920
25,920
26,920
25,921
26,921
27,921
25,922
27,922
25,923
26,923
26,924
26,925
25,926
25,927
26,927
27,927
26,928
25,929
27,929
26,930
25,930
25,931
27,932
25,932
26,933
25,933
27,933
27,934
25,934
26,934
26,935
26,936
27,936
25,937
25,938
26,938
25,939
25,940
27,940
26,940
27,941
25,941
26,941
25,942
27,943
25,944
26,944
26,945
25,946
26,947
27,948
26,948
25,948
26,949
27,949
25,949
26,950
25,950
27,951
25,952
26,953
25,954
26,954
26,955
26,956
25,956
27,956
25,957
26,958
27,958
25,958
27,959
26,959
25,959
26,960
27,960
27,961
26,962
25,962
27,962
25,963
27,964
25,964
26,965
27,966
25,966
26,966
26,967
27,967
25,967
26,968
25,968
27,969
26,969
26,970
25,971
27,972
25,973
25,974
27,974
25,975
26,975
27,975
25,976
26,976
27,976
26,977
25,978
25,979
26,979
27,980
25,980
26,981
27,982
25,982
26,982
25,983
27,983
25,984
26,984
27,984
27,985
25,986
27,986
26,986
27,987
25,987
26,988
25,988
27,988
26,989
26,990
27,990
25,990
25,991
26,991
25,992
26,992
27,992
25,993
27,993
27,994
26,994
27,995
26,995
25,995
27,996
26,996
25,996
26,997
26,998
27,999
26,999
25,999
27,1000
26,1000
26,1001
25,1001
28,1002
28,1003
28,1004
28,1005
28,1006
28,1007
28,1008
28,1009
28,1010
28,1011
28,1012
28,1013
28,1014
28,1015
28,1016
28,1017
28,1018
28,1019
28,1020
28,1021
28,1022
28,1023
28,1024
28,1025
28,1026
28,1027
28,1028
28,1029
28,1030
28,1031
28,1032
28,1033
28,1034
28,1035
28,1036
28,1037
28,1038
30,1039
29,1040
30,1040
30,1041
29,1042
30,1042
30,1043
30,1044
29,1045
30,1046
29,1047
30,1047
29,1048
30,1048
29,1049
30,1050
29,1051
29,1052
30,1053
29,1054
30,1054
29,1055
30,1056
30,1057
29,1057
30,1058
29,1058
29,1059
30,1059
30,1060
29,1060
29,1061
30,1061
29,1062
29,1063
30,1063
30,1064
29,1065
30,1065
30,1066
30,1067
30,1068
29,1069
29,1070
30,1071
29,1071
29,1072
30,1073
29,1073
29,1074
29,1075
29,1076
30,1076
29,1077
30,1077
29,1078
29,1079
30,1079
29,1080
30,1081
30,1082
29,1082
29,1083
30,1083
30,1084
29,1085
30,1086
29,1086
30,1087
29,1087
30,1088
29,1089
29,1090
30,1091
29,1091
29,1092
30,1092
30,1093
29,1093
29,1094
30,1094
29,1095
30,1095
29,1096
30,1097
29,1097
30,1098
29,1098
29,1099
30,1099
30,1100
30,1101
29,1102
30,1103
30,1104
29,1104
30,1105
29,1105
29,1106
30,1106
30,1107
31,1108
31,1109
31,1110
31,1111
31,1112
31,1113
31,1114
31,1115
31,1116
31,1117
31,1118
31,1119
31,1120
31,1121
31,1122
31,1123
31,1124
31,1125
31,1126
31,1127
31,1128
31,1129
31,1130
31,1131
31,1132
31,1133
31,1134
31,1135
31,1136
31,1137
31,1138
31,1139
31,1140
31,1141
31,1142
31,1143
31,1144
31,1145
31,1146
31,1147
31,1148
31,1149
31,1150
31,1151
31,1152
31,1153
31,1154
31,1155
31,1156
31,1157
31,1158
31,1159
31,1160
31,1161
31,1162
31,1163
31,1164
31,1165
31,1166
31,1167
35,1168
32,1168
32,1169
33,1169
34,1169
35,1169
32,1170
33,1170
35,1170
34,1170
32,1171
34,1172
33,1172
34,1173
35,1173
32,1174
34,1174
33,1174
32,1175
34,1175
33,1176
35,1177
33,1177
35,1178
34,1178
32,1178
33,1178
32,1179
33,1179
34,1179
35,1179
32,1180
34,1181
34,1182
33,1183
35,1183
34,1184
35,1184
33,1184
34,1185
33,1185
32,1185
35,1185
33,1186
35,1186
32,1186
32,1187
34,1187
33,1188
34,1188
35,1188
34,1189
33,1189
35,1190
34,1190
32,1191
35,1191
34,1191
33,1191
33,1192
35,1192
34,1192
32,1192
33,1193
35,1193
32,1194
35,1194
33,1195
35,1195
34,1195
32,1195
32,1196
35,1196
33,1196
34,1196
34,1197
35,1198
32,1199
34,1199
33,1199
33,1200
34,1201
33,1201
33,1202
35,1202
35,1203
33,1203
32,1203
32,1204
33,1204
35,1205
33,1205
34,1205
32,1205
32,1206
35,1207
33,1207
32,1207
35,1208
34,1208
33,1208
33,1209
35,1209
32,1209
40,1210
42,1210
36,1211
41,1211
38,1211
42,1212
39,1212
38,1212
39,1213
42,1213
36,1213
38,1213
41,1214
37,1214
40,1214
36,1214
39,1214
42,1214
38,1214
37,1215
38,1215
36,1215
39,1215
40,1215
41,1215
42,1215
40,1216
37,1216
39,1217
41,1217
40,1217
36,1218
41,1218
42,1218
37,1218
42,1219
40,1219
41,1219
42,1220
37,1220
39,1220
37,1221
39,1221
40,1221
41,1222
42,1222
37,1222
42,1223
41,1223
38,1224
39,1224
36,1224
41,1224
42,1224
37,1224
41,1225
37,1226
42,1226
40,1226
38,1226
42,1227
37,1227
38,1227
36,1227
40,1228
39,1228
41,1228
39,1229
41,1229
37,1229
40,1229
38,1229
42,1229
36,1229
38,1230
42,1230
41,1230
36,1230
39,1230
37,1230
40,1231
41,1231
37,1231
36,1231
37,1232
39,1233
42,1233
40,1233
41,1233
39,1234
38,1234
36,1234
42,1234
40,1235
39,1235
41,1235
37,1235
42,1235
38,1235
37,1236
41,1236
39,1237
40,1237
41,1237
36,1238
37,1238
40,1238
42,1238
39,1238
38,1238
41,1238
37,1239
42,1239
36,1239
40,1239
38,1239
38,1240
42,1240
36,1240
40,1240
39,1241
38,1241
41,1241
41,1242
37,1242
40,1242
39,1242
42,1242
38,1242
36,1242
37,1243
39,1243
41,1243
36,1243
42,1243
39,1244
37,1244
40,1244
41,1244
39,1245
42,1245
40,1245
37,1245
40,1246
41,1246
39,1246
40,1247
42,1247
41,1248
42,1248
40,1248
36,1249
41,1249
38,1249
36,1250
42,1250
39,1250
38,1250
40,1250
38,1251
41,1251
36,1251
42,1251
37,1251
39,1252
40,1252
41,1252
42,1252
36,1253
37,1253
39,1253
40,1253
38,1253
41,1253
36,1254
41,1254
42,1254
40,1254
40,1255
39,1255
42,1256
39,1256
36,1257
41,1257
41,1258
39,1258
36,1258
42,1258
40,1259
42,1259
39,1259
38,1259
41,1259
40,1260
42,1260
38,1261
39,1261
41,1261
37,1261
42,1261
36,1261
36,1262
41,1262
38,1263
41,1263
36,1263
42,1263
40,1263
37,1263
39,1263
37,1264
36,1265
39,1265
41,1265
37,1265
40,1265
42,1265
38,1265
42,1266
40,1266
41,1266
39,1266
38,1266
42,1267
41,1267
38,1267
39,1267
40,1267
36,1267
41,1268
36,1269
36,1270
41,1270
37,1270
39,1270
42,1270
39,1271
38,1271
42,1271
36,1271
37,1271
38,1272
42,1272
37,1272
40,1273
39,1273
41,1273
42,1273
36,1273
37,1273
41,1274
37,1274
36,1274
38,1274
42,1274
39,1274
41,1275
37,1275
36,1275
39,1276
42,1276
36,1276
38,1276
41,1276
37,1276
40,1276
39,1277
38,1277
42,1277
42,1278
39,1278
41,1278
37,1278
40,1279
42,1279
37,1280
41,1280
42,1280
36,1280
39,1280
42,1281
38,1281
36,1281
40,1281
37,1281
41,1281
42,1282
36,1282
40,1282
39,1282
38,1283
36,1283
39,1283
42,1283
41,1283
37,1283
39,1284
38,1284
40,1284
41,1284
36,1284
37,1284
42,1285
40,1285
42,1286
36,1286
40,1286
38,1286
41,1286
37,1286
39,1286
38,1287
42,1287
40,1287
41,1287
37,1288
36,1288
40,1289
42,1289
36,1289
39,1289
42,1290
36,1290
37,1290
42,1291
41,1291
39,1291
38,1291
40,1291
36,1291
37,1291
39,1292
36,1292
41,1293
37,1293
36,1294
39,1294
38,1295
36,1295
40,1295
42,1295
37,1295
40,1296
42,1296
39,1296
41,1296
40,1297
38,1297
42,1297
38,1298
36,1298
42,1298
39,1298
37,1298
41,1298
37,1299
36,1299
42,1299
41,1299
39,1299
38,1299
40,1299
40,1300
41,1300
39,1300
37,1301
41,1302
38,1302
40,1302
40,1303
38,1303
36,1303
39,1303
42,1303
41,1303
37,1303
42,1304
39,1304
37,1304
41,1304
36,1304
40,1305
36,1305
37,1305
38,1305
42,1305
39,1305
38,1306
36,1306
37,1306
40,1306
41,1306
39,1307
41,1307
36,1307
37,1307
42,1307
40,1307
41,1308
40,1308
37,1309
38,1310
39,1310
37,1311
36,1311
42,1311
39,1311
38,1311
41,1311
40,1311
39,1312
42,1312
41,1312
40,1312
36,1312
38,1313
41,1313
36,1313
39,1313
37,1314
41,1314
39,1314
40,1314
40,1315
38,1315
41,1315
39,1315
42,1315
36,1315
36,1316
41,1316
40,1317
42,1317
41,1317
38,1317
36,1317
37,1317
42,1318
36,1319
39,1319
40,1319
42,1319
37,1319
38,1319
36,1320
41,1320
41,1321
38,1321
39,1321
36,1322
41,1323
40,1323
38,1323
42,1323
36,1324
36,1325
39,1325
40,1325
37,1325
41,1325
42,1326
41,1326
38,1326
37,1327
36,1327
41,1327
40,1327
38,1327
39,1327
42,1327
42,1328
41,1328
36,1328
38,1328
37,1328
39,1328
38,1329
41,1329
42,1329
39,1329
40,1329
37,1329
36,1329
42,1330
38,1330
42,1331
37,1331
39,1331
40,1331
39,1332
37,1332
36,1333
40,1333
42,1334
38,1335
37,1335
41,1335
40,1335
36,1335
39,1335
41,1336
42,1336
39,1336
38,1336
37,1336
39,1337
40,1337
42,1337
38,1337
37,1338
40,1338
41,1338
38,1338
36,1338
36,1339
37,1339
40,1339
38,1339
41,1339
39,1339
37,1340
41,1340
39,1340
40,1340
38,1340
39,1341
37,1341
42,1341
37,1342
40,1342
36,1342
40,1343
37,1343
38,1343
36,1344
42,1344
39,1344
38,1344
40,1344
41,1344
37,1344
39,1345
36,1345
37,1345
38,1346
37,1346
42,1346
39,1347
41,1347
42,1347
36,1347
40,1347
37,1347
38,1347
42,1348
38,1348
37,1348
39,1348
40,1348
41,1348
37,1349
41,1349
39,1349
36,1349
42,1349
38,1349
40,1349
41,1350
42,1350
37,1350
36,1350
37,1351
38,1351
40,1351
42,1351
39,1351
36,1351
41,1351
39,1352
37,1352
41,1352
41,1353
39,1353
37,1353
36,1353
40,1353
42,1353
38,1354
39,1354
37,1354
36,1354
42,1354
37,1355
36,1355
41,1355
38,1355
42,1355
40,1355
39,1355
42,1356
36,1356
41,1356
40,1356
39,1356
38,1356
40,1357
38,1357
41,1357
39,1357
37,1357
42,1357
39,1358
36,1358
42,1358
41,1359
41,1360
39,1360
40,1360
36,1360
42,1360
37,1360
37,1361
36,1361
41,1361
39,1361
38,1361
37,1362
42,1362
40,1363
39,1363
42,1363
36,1363
38,1363
38,1364
37,1364
37,1365
42,1365
36,1365
40,1365
42,1366
