id,name,business_id,uid,active,visible
341,Main Branch,128,27dbf80d,1,1
342,Main Branch,129,3076baf7,1,1
343,Main Branch,130,8a503257,1,1
344,Beachfront,130,352049cc,1,1
345,University,130,e1a7fc83,1,1
346,Main Branch,131,a1fee2ac,1,1
347,Central,131,ebc033c6,1,1
348,Main Branch,132,ebcf094f,1,1
349,Main Branch,133,fa3b8c8a,1,1
350,Beachfront,133,80123a79,1,1
351,South,133,3f566bc0,1,1
352,West,133,9dcfea66,1,1
353,Downtown,133,6b6ac6eb,1,1
354,University,133,6bf8ce00,1,1
355,Main Branch,134,cdff3aa4,1,1
356,Mall Branch,134,2389b869,1,1
357,Main Branch,135,bd2810f0,1,1
358,Central,135,d34f2872,1,1
359,Beachfront,135,bd5f4a03,1,1
360,Main Branch,136,b3319f09,1,1
361,East,136,4da29e59,1,1
362,Main Branch,137,ae9b523b,1,1
363,Main Branch,138,7f020680,1,1
364,University,138,b577d631,1,1
365,Main Branch,139,fa6162ef,1,1
366,Station,139,71096992,1,1
367,Main Branch,140,dfb1d01b,1,1
368,Main Branch,141,34d97243,1,1
369,Main Branch,142,a8282f0f,1,1
370,Uptown,142,e78d8d48,1,1
371,Station,142,1e263c67,1,1
372,Main Branch,143,bbcca8c7,1,1
373,Business District,143,fdf86a3f,1,1
374,Airport,143,861ab27d,1,1
375,Main Branch,144,6643a1e4,1,1
376,East,144,e184f0fc,1,1
377,University,144,89d4641e,1,1
378,West,144,578570a1,1,1
379,Suburbs,144,53ea0f05,1,1
380,Main Branch,145,9653ff1a,1,1
381,Main Branch,146,0c9d3cc0,1,1
382,Market,146,c9571d56,1,1
383,Main Branch,147,ba57596e,1,1
384,Old Town,147,cb55ad02,1,1
385,Beachfront,147,d7855e2b,1,1
386,Main Branch,148,fa5aabe8,1,1
387,North,148,79faeac2,1,1
388,East,148,91e92082,1,1
389,Uptown,148,fe60fc61,1,1
390,Beachfront,148,72575c97,1,1
391,South,148,211be844,1,1
392,Old Town,148,a186ea27,1,1
393,Main Branch,149,bc74705b,1,1
394,Station,149,237e4dc4,1,1
395,Old Town,149,60feeb09,1,1
396,Main Branch,150,c4e60de0,1,1
397,Airport,150,ec352ba9,1,1
398,Beachfront,150,f358ed7c,1,1
399,Station,150,dc1c73a1,1,1
400,Main Branch,151,1021a51f,1,1
401,Midtown,151,28638d83,1,1
402,Mall Branch,151,d07bb1a6,1,1
403,South,151,c586443c,1,1
404,Main Branch,152,c8f81b05,1,1
405,Market,152,21a5be81,1,1
406,University,152,94982437,1,1
407,Central,152,43af59fe,1,1
408,Downtown,152,235db96b,1,1
409,Midtown,152,926556aa,1,1
410,Old Town,152,ecfe0345,1,1
411,Business District,152,a25525ac,1,1
412,Main Branch,153,df16a65a,1,1
413,Main Branch,154,c4d6ef45,1,1
414,Station,154,1da513d5,1,1
415,Suburbs,154,05ffdf62,1,1
416,South,154,4cf8f8d8,1,1
417,Main Branch,155,2ee20322,1,1
418,Main Branch,156,00a5ec46,1,1
419,Uptown,156,d4348f53,1,1
420,Main Branch,157,aa9ba4cc,1,1
421,Beachfront,157,b79d6e2f,1,1
422,East,157,6738e83a,1,1
423,Mall Branch,157,b83a150f,1,1
424,Main Branch,158,a7c6ab82,1,1
425,Main Branch,159,b70e224e,1,1
426,Mall Branch,159,62f386fd,1,1
427,Main Branch,160,b5396153,1,1
428,Mall Branch,160,05c92fb1,1,1
429,Midtown,160,012adab9,1,1
430,Main Branch,161,fe8e06d6,1,1
431,Main Branch,162,cdabf579,1,1
432,Midtown,162,e7f39665,1,1
433,Main Branch,163,580077ab,1,1
434,Market,163,fdd2e736,1,1
435,City Center,163,3c34ffc9,1,1
436,Old Town,163,c04a3159,1,1
437,Station,163,f953603b,1,1
438,Central,163,006b3f65,1,1
439,Harbor,163,804b7844,1,1
440,Main Branch,164,04a21d40,1,1
441,Market,164,c5a4d2f6,1,1
442,Suburbs,164,9d4b81e6,1,1
443,City Center,164,267a3bcc,1,1
444,Main Branch,165,9fbcf7ad,1,1
445,Station,165,85288c33,1,1
446,Main Branch,166,3c0e4ca0,1,1
447,Main Branch,167,b718a67b,1,1
448,Main Branch,168,23ef5872,1,1
449,Market,168,71893176,1,1
450,Main Branch,169,878b4a93,1,1
451,Airport,169,d34fc3e1,1,1
452,West,169,4164f029,1,1
453,Downtown,169,b1ee1029,1,1
454,Central,169,e6f1ca4a,1,1
455,Main Branch,170,f3b810f7,1,1
456,Main Branch,171,4d177cec,1,1
457,Main Branch,172,3906504d,1,1
458,Downtown,172,709c5a9e,1,1
459,Main Branch,173,669e0f67,1,1
460,Uptown,173,1562ef2d,1,1
461,Harbor,173,515bca6b,1,1
462,Main Branch,174,e44556fd,1,1
463,Old Town,174,e80d6e64,1,1
464,Main Branch,175,571c9c73,1,1
465,Main Branch,176,dbc8b6c2,1,1
466,South,176,dd2a50aa,1,1
467,Suburbs,176,9a322bdf,1,1
468,Business District,176,3454122d,1,1
469,Market,176,f3362d80,1,1
470,West,176,d34e635d,1,1
471,Mall Branch,176,72a9b618,1,1
472,Midtown,176,3d24cbbb,1,1
473,Main Branch,177,9046c79c,1,1
474,Market,177,e4733644,1,1
475,Suburbs,177,97854c8e,1,1
476,City Center,177,94fe9174,1,1
477,Main Branch,178,7c19d555,1,1
478,Suburbs,178,12486618,1,1
479,Main Branch,179,e9b7a2cb,1,1
480,Main Branch,180,286261ca,1,1
481,Main Branch,181,8db80571,1,1
482,East,181,7f28f1ad,1,1
483,Midtown,181,415fd464,1,1
484,Business District,181,e4004335,1,1
485,University,181,76b89126,1,1
486,Main Branch,182,d691eefc,1,1
487,Uptown,182,c0ae16b6,1,1
488,Market,182,0573f7be,1,1
489,Business District,182,2a3de6c8,1,1
490,North,182,e5f1ce4b,1,1
491,Downtown,182,8053aa1e,1,1
492,West,182,5ffb6ee0,1,1
493,University,182,c37fbd9b,1,1
494,Main Branch,183,d0232521,1,1
495,Central,183,322c2076,1,1
496,Business District,183,84b87488,1,1
497,Main Branch,184,bcda8c5b,1,1
498,West,184,22d0fa80,1,1
499,Main Branch,185,764200fd,1,1
500,Uptown,185,c4d63273,1,1
501,Business District,185,04252cc3,1,1
502,East,185,82521268,1,1
503,Main Branch,186,f9ba0cdd,1,1
504,Market,186,26d5aea5,1,1
505,Beachfront,186,e294d76f,1,1
506,Business District,186,b0da51d9,1,1
507,Suburbs,186,50576ef6,1,1
508,City Center,186,c6905081,1,1
509,Main Branch,187,4393d0fc,1,1
510,Business District,187,6822d594,1,1
511,Main Branch,188,f3454119,1,1
512,Main Branch,189,bdcd9410,1,1
513,City Center,189,287da190,1,1
514,Main Branch,190,121dc185,1,1
515,Beachfront,190,0f29647b,1,1
516,Uptown,190,7536485c,1,1
517,University,190,86b5bf71,1,1
518,Old Town,190,0cc93cca,1,1
519,Main Branch,191,720fdf94,1,1
520,North,191,ce3b5173,1,1
521,Downtown,191,e12193d4,1,1
522,Main Branch,192,fcc2ada9,1,1
523,Main Branch,193,ff880245,1,1
524,Main Branch,194,7aaa9221,1,1
525,University,194,255384f9,1,1
526,Main Branch,195,6967e70e,1,1
527,Main Branch,196,e96dc84c,1,1
528,Uptown,196,1368dba5,1,1
529,Main Branch,197,d9bf5b31,1,1
530,Midtown,197,5fc8d794,1,1
531,Main Branch,198,a46b33da,1,1
532,University,198,e0d47a25,1,1
533,Station,198,bc03aa00,1,1
534,Main Branch,199,36baf024,1,1
535,North,199,02cb1a4a,1,1
536,City Center,199,f097c059,1,1
537,Main Branch,200,997d3833,1,1
538,Airport,200,b4cabbd9,1,1
539,Main Branch,201,d3c3c23d,1,1
540,Old Town,201,fde21464,1,1
541,South,201,c6810da2,1,1
542,East,201,cf2ae070,1,1
543,Uptown,201,a71e6f5a,1,1
544,North,201,f00b3067,1,1
545,City Center,201,04212479,1,1
546,Main Branch,202,d7ce7554,1,1
547,Main Branch,203,3e8a800c,1,1
548,Main Branch,204,ad9f81f7,1,1
549,North,204,db94afd9,1,1
550,Market,204,a23abd51,1,1
551,Main Branch,205,c5c26dae,1,1
552,Beachfront,205,5eb53c0b,1,1
553,Main Branch,206,b17e7308,1,1
554,City Center,206,f9906f0f,1,1
555,Downtown,206,e93177e6,1,1
556,Suburbs,206,0ef13812,1,1
557,Main Branch,207,fe4de190,1,1
558,Main Branch,208,9a6cddf4,1,1
559,Uptown,208,4b772435,1,1
560,Midtown,208,1b6006e7,1,1
561,Harbor,208,3cf1fa29,1,1
562,Main Branch,209,b7ae2a17,1,1
563,Main Branch,210,76f7415d,1,1
564,East,210,b2df41f9,1,1
565,Main Branch,211,0181089e,1,1
566,Mall Branch,211,66655258,1,1
567,University,211,b3c917ec,1,1
568,Suburbs,211,089c7bf8,1,1
569,Uptown,211,a7440a95,1,1
570,South,211,6700a862,1,1
571,Midtown,211,d4dbd4a8,1,1
572,Main Branch,212,f7d09682,1,1
573,University,212,aad9df9e,1,1
574,Station,212,f146d5fd,1,1
575,Main Branch,213,b0dea391,1,1
576,Market,213,cb9ce47f,1,1
577,South,213,32e2e2fd,1,1
578,Main Branch,214,ac367409,1,1
579,Old Town,214,7c1f886f,1,1
580,Main Branch,215,83c57b8d,1,1
581,North,215,13dc07d7,1,1
582,Harbor,215,842104b9,1,1
583,Main Branch,216,93ceb146,1,1
584,Uptown,216,dd6d60df,1,1
585,Airport,216,4b3f75b3,1,1
586,South,216,eebb3321,1,1
587,West,216,aba67bab,1,1
588,Midtown,216,ef6ed9c7,1,1
589,Main Branch,217,05907a90,1,1
590,City Center,217,b6390628,1,1
591,South,217,7e5c9ae0,1,1
592,Main Branch,218,debe9b93,1,1
593,Business District,218,ff951989,1,1
594,Market,218,a2afb226,1,1
595,Midtown,218,82eb2e62,1,1
596,Mall Branch,218,9cf1ba8a,1,1
597,Central,218,07891791,1,1
598,Main Branch,219,7cd765de,1,1
599,Main Branch,220,7ad51346,1,1
600,Business District,220,a972d552,1,1
601,Main Branch,221,9bcad501,1,1
602,Old Town,221,898fad01,1,1
603,Station,221,03b8ee6a,1,1
604,University,221,f6917982,1,1
605,Mall Branch,221,0767ebc9,1,1
606,Airport,221,a6eb4b87,1,1
607,City Center,221,609d34df,1,1
608,West,221,b94582d9,1,1
609,Main Branch,222,98325894,1,1
610,Suburbs,222,56656903,1,1
611,Central,222,e4fd3eaa,1,1
612,Downtown,222,e2c79070,1,1
613,Main Branch,223,bd8980a8,1,1
614,Main Branch,224,9b9f101b,1,1
615,Mall Branch,224,7ff6a5b4,1,1
616,Market,224,4ae2a74d,1,1
617,Old Town,224,bafc9128,1,1
618,Main Branch,225,e747d9fa,1,1
619,Beachfront,225,e9bed560,1,1
620,North,225,8d285de2,1,1
621,Suburbs,225,6d33035e,1,1
622,Main Branch,226,a6e9d2ee,1,1
623,University,226,b3ccbead,1,1
624,Main Branch,227,1d0bfe55,1,1
625,West,227,6f12b3b6,1,1
626,City Center,227,0ccf3a47,1,1
627,Central,227,66aaf915,1,1
628,Uptown,227,9cdc6932,1,1
629,Main Branch,228,c7647b8d,1,1
630,Midtown,228,c792019a,1,1
631,Station,228,967485e9,1,1
632,Harbor,228,192fccf9,1,1
633,South,228,9d6964fc,1,1
634,Uptown,228,bc0a339c,1,1
635,West,228,c31c8dcf,1,1
636,City Center,228,39900b88,1,1
637,Main Branch,229,3c3f9c5d,1,1
638,Old Town,229,038a169d,1,1
639,Central,229,8dce2906,1,1
640,Main Branch,230,708cc05f,1,1
641,Airport,230,c8d10fb5,1,1
642,Midtown,230,e3c1a035,1,1
643,Main Branch,231,44bd5306,1,1
644,East,231,18573a35,1,1
645,Main Branch,232,7c006bf7,1,1
646,Mall Branch,232,177895ec,1,1
647,Main Branch,233,f0262b08,1,1
648,Main Branch,234,6c9aec03,1,1
649,Old Town,234,d7f4d749,1,1
650,Market,234,6ac65b57,1,1
651,Main Branch,235,d818336b,1,1
652,Suburbs,235,2c55e369,1,1
653,Midtown,235,9a06af57,1,1
654,Station,235,a018017f,1,1
655,Main Branch,236,fed29305,1,1
656,Main Branch,237,79a0a930,1,1
657,Main Branch,238,7f45e724,1,1
658,Main Branch,239,1f8ee72d,1,1
659,West,239,bb3856cb,1,1
660,Main Branch,240,94a32f4a,1,1
661,Main Branch,241,98fe4ffe,1,1
662,City Center,241,8e587665,1,1
663,Beachfront,241,43c51cf6,1,1
664,Central,241,6a7b9fbf,1,1
665,Main Branch,242,098efaa7,1,1
666,Main Branch,243,692b8aef,1,1
667,Downtown,243,c0fb3379,1,1
668,South,243,2ad99c6c,1,1
669,West,243,17e9397c,1,1
670,Main Branch,244,d488b8a9,1,1
671,Old Town,244,bbdb4ba8,1,1
672,Main Branch,245,5f65b281,1,1
673,South,245,d40956c4,1,1
674,Station,245,760c78a8,1,1
675,Uptown,245,39f02f93,1,1
676,East,245,7113d621,1,1
677,City Center,245,52980746,1,1
678,Beachfront,245,71ee2e85,1,1
679,Business District,245,2d311c36,1,1
680,Main Branch,246,4112073a,1,1
681,West,246,45d86c55,1,1
682,City Center,246,d396ab62,1,1
683,East,246,4ae4bbfa,1,1
684,Central,246,1050fbe5,1,1
685,Uptown,246,4e5e9756,1,1
686,Market,246,b3ff4f98,1,1
687,Station,246,406f6db7,1,1
688,Main Branch,247,a4e4caff,1,1
689,Market,247,3776d925,1,1
690,Main Branch,248,d4e77c9d,1,1
691,Main Branch,249,fe0eb566,1,1
692,East,249,e646f029,1,1
693,Main Branch,250,230caba2,1,1
694,Harbor,250,c634ef0d,1,1
695,University,250,7674210f,1,1
696,Station,250,23ed0afb,1,1
697,Airport,250,bb3b6d76,1,1
698,Beachfront,250,283cfbe5,1,1
699,Mall Branch,250,177ac198,1,1
700,East,250,41dbe8cf,1,1
701,Main Branch,251,0984ef37,1,1
702,East,251,5d6cc54c,1,1
703,Main Branch,252,52a455ff,1,1
704,Mall Branch,252,78416b6f,1,1
705,Main Branch,253,f9e4f593,1,1
706,Station,253,c7ebb3ce,1,1
707,Midtown,253,5e0fb1f6,1,1
708,Main Branch,254,336b8aed,1,1
709,Beachfront,254,120f867e,1,1
710,Main Branch,255,37e9fe52,1,1
711,Market,255,f30c719c,1,1
712,Main Branch,256,d8a8aa3e,1,1
713,East,256,e1b41ba8,1,1
714,Main Branch,257,78793add,1,1
715,Suburbs,257,cf72b96e,1,1
716,Midtown,257,948a7894,1,1
717,Business District,257,49ab88dc,1,1
718,Main Branch,258,de8c9612,1,1
719,Airport,258,010d240d,1,1
720,Old Town,258,39c140bc,1,1
721,West,258,ab92b867,1,1
722,Station,258,4ee0535f,1,1
723,Harbor,258,95e11909,1,1
724,Business District,258,e61f55ce,1,1
725,Main Branch,259,4ef32dd0,1,1
726,Old Town,259,72a682a5,1,1
727,Main Branch,260,05d1f25a,1,1
728,Main Branch,261,85de6bc1,1,1
729,Main Branch,262,9d344805,1,1
730,North,262,fc7bf449,1,1
731,City Center,262,05e23c7f,1,1
