id,uid,name,start_date,end_date,business_id
133,e300c942,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-28 19:43:51.000,212
134,ff4bc616,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-09 19:43:51.000,214
135,af481d5b,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-09 19:43:51.000,214
136,d0255284,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-17 19:43:51.000,223
137,59c11e25,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-22 19:43:51.000,223
138,99a9f808,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-05 19:43:51.000,223
139,62d997b1,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-20 19:43:51.000,225
140,3c8d270f,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,225
141,8ebb431e,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,225
142,75336d9f,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,226
143,a2c8557d,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,227
144,9a060f69,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,228
145,9bb3245d,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,228
146,7db5a704,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,228
147,897e8e94,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,230
148,0eea5ba0,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,232
149,99046659,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,232
150,02ff116b,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-02 19:43:51.000,232
151,a9f86405,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,233
152,6090dadb,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-27 19:43:51.000,235
153,b7be2f78,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,248
154,d161e3d2,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-18 19:43:51.000,248
155,a21b815d,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-20 19:43:51.000,248
156,74a4fcbb,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-03 19:43:51.000,251
157,b21840e2,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-19 19:43:51.000,251
158,cb0f2a0f,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-26 19:43:51.000,251
159,d22274b3,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-05 19:43:51.000,252
160,20f03562,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,255
161,cf56c1cf,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,256
162,737a5d0a,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,265
163,59e6c9a6,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,277
164,2246de3a,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-14 19:43:51.000,277
165,0760bbb1,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,277
166,70db7903,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,290
167,c39e4a19,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-02 19:43:51.000,290
168,3daba997,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-22 19:43:51.000,290
169,934b06a7,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,291
170,f73dad73,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,293
171,37558949,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-20 19:43:51.000,293
172,ba1394d7,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,294
173,b1aaa528,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,294
174,0c37625b,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,296
175,b472c7f7,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-20 19:43:51.000,296
176,435d8535,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,296
177,27065a8c,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,306
178,f78cf25e,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,308
179,45bfcee5,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,308
180,a3d15418,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-14 19:43:51.000,311
181,e437176f,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-09 19:43:51.000,315
182,6e7f840d,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-05 19:43:51.000,317
183,285363d1,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-09 19:43:51.000,320
184,f4b91fc6,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-02 19:43:51.000,326
185,20c69642,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-27 19:43:51.000,326
186,4950cc41,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-14 19:43:51.000,326
187,7e4a46bc,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,329
188,ece9082a,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,329
189,6a5b3de0,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,329
190,53f2f070,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-20 19:43:51.000,331
191,8c0e3849,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-23 19:43:51.000,334
192,458a59ac,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-28 19:43:51.000,334
193,b3956872,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,334
194,08c44ea6,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-14 19:43:51.000,338
195,69db89b8,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-01 19:43:51.000,338
196,212e8070,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-19 19:43:51.000,339
197,5d4d6752,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,339
198,aba3f105,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-03 19:43:51.000,341
199,21429932,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,341
200,b0ce8bc1,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-27 19:43:51.000,343
201,a9c97401,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,343
202,062693cd,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-21 19:43:51.000,343
203,d7cb4f24,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,344
204,97a95c0c,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-05 19:43:51.000,344
205,694a4f79,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,346
206,3b1402b5,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-05 19:43:51.000,347
207,ab558db5,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-26 19:43:51.000,348
208,94f5d77e,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-03 19:43:51.000,348
209,5d59f6d7,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-27 19:43:51.000,351
210,3396a716,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,352
211,60182d3e,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,352
212,0c6aa80e,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,352
213,ad868dcb,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-08 19:43:51.000,353
214,d861218c,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,354
215,09d254fe,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,358
216,c2016137,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,358
217,f9f1024b,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-25 19:43:51.000,358
218,91c31e51,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,362
219,389ea508,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,362
220,0f7a0363,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,364
221,256f207b,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,364
222,de5624e9,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,365
223,6bc85d03,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-21 19:43:51.000,365
224,a198b7f8,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-09 19:43:51.000,371
225,de3d5aa4,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-05 19:43:51.000,371
226,324c7fa8,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,371
227,2ec4bc31,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-02 19:43:51.000,373
228,f0cc79f2,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,383
229,7e22f0de,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-01 19:43:51.000,383
230,a746e125,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-27 19:43:51.000,385
231,f0bec9c8,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-22 19:43:51.000,385
232,b4d6a82c,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,385
233,ffdd0caf,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,386
234,bd14974d,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-14 19:43:51.000,386
235,d96edb9f,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-09 19:43:51.000,388
236,a0878fd1,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,388
237,7257efcf,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,388
238,e89cd1eb,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,392
239,f2a49f7e,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-25 19:43:51.000,392
240,7ed11f54,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-05 19:43:51.000,393
241,dfecc38e,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,393
242,98fadedc,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,395
243,fd33727f,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,395
244,9a4c4541,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-05 19:43:51.000,395
245,267d15f4,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,406
246,ba9e2080,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-28 19:43:51.000,406
247,8827767a,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,410
248,93288de6,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,411
249,647befcd,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-24 19:43:51.000,411
250,71249a7f,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-19 19:43:51.000,412
251,1e2119d0,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,412
252,5222e251,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-01 19:43:51.000,419
253,d2073af6,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-17 19:43:51.000,429
254,472d7695,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-22 19:43:51.000,430
255,45a28e93,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-16 19:43:51.000,431
256,ce65249b,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-09 19:43:51.000,434
257,e5f0619a,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-07 19:43:51.000,434
258,3a346609,Monthly Raffle,2026-02-07 19:43:51.000,2026-02-19 19:43:51.000,434
259,6a001fb7,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-19 19:43:51.000,435
260,16884cb9,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-20 19:43:51.000,435
261,78b8df20,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-20 19:43:51.000,440
262,a54740e5,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-03 19:43:51.000,440
263,836e8664,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,440
264,b7635a7d,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-26 19:43:51.000,444
265,3e3a3b61,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-04 19:43:51.000,444
266,987408ce,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-03 19:43:51.000,444
267,8e588968,Special Prize Draw,2026-02-07 19:43:51.000,2026-03-02 19:43:51.000,448
268,d225c26e,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-17 19:43:51.000,448
269,82ab0806,Monthly Raffle,2026-02-07 19:43:51.000,2026-03-01 19:43:51.000,453
270,0618b2fa,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-18 19:43:51.000,454
271,43e55f0f,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-22 19:43:51.000,454
272,41cff0d2,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-20 19:43:51.000,454
273,585840c5,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-17 19:43:51.000,455
274,c7410687,Grand Prize Draw,2026-02-07 19:43:51.000,2026-03-03 19:43:51.000,456
275,7c874217,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-02-17 19:43:51.000,456
276,d937e2b0,Special Prize Draw,2026-02-07 19:43:51.000,2026-02-15 19:43:51.000,456
277,b5c9766c,Quarterly Giveaway,2026-02-07 19:43:51.000,2026-03-06 19:43:51.000,458
278,1ca6b8c3,Grand Prize Draw,2026-02-07 19:43:51.000,2026-02-21 19:43:51.000,458
