id,status,customer_id,push_notification_id
170,SENDING,228,13
171,PENDING,155,13
172,SENDING,145,13
173,RECEIVED,208,13
174,SENDING,178,13
175,RECEIVED,167,13
176,RECEIVED,242,13
177,RECEIVED,233,13
178,PENDING,212,13
179,RECEIVED,238,13
180,RECEIVED,236,13
181,SENDING,234,13
182,RECEIVED,243,13
183,RECEIVED,117,13
184,RECEIVED,163,13
185,RECEIVED,215,13
186,RECEIVED,140,13
187,RECEIVED,232,13
188,RECEIVED,201,13
189,SENDING,206,13
190,RECEIVED,154,13
191,RECEIVED,158,13
192,RECEIVED,219,13
193,RECEIVED,120,13
194,RECEIVED,207,13
195,SENDING,202,13
196,SENDING,131,13
197,SENDING,149,13
198,RECEIVED,193,13
199,RECEIVED,181,13
200,PENDING,173,13
201,PENDING,141,13
202,RECEIVED,143,13
203,RECEIVED,231,13
204,PENDING,145,14
205,RECEIVED,197,14
206,RECEIVED,172,14
207,RECEIVED,132,14
208,RECEIVED,106,14
209,RECEIVED,141,14
210,RECEIVED,198,14
211,RECEIVED,164,14
212,RECEIVED,180,14
213,RECEIVED,241,14
214,SENDING,156,14
215,RECEIVED,136,14
216,PENDING,127,14
217,RECEIVED,167,14
218,PENDING,211,14
219,PENDING,178,14
220,RECEIVED,159,14
221,RECEIVED,157,14
222,RECEIVED,138,14
223,RECEIVED,203,14
224,RECEIVED,209,14
225,RECEIVED,228,14
226,RECEIVED,175,14
227,SENDING,139,14
228,RECEIVED,207,14
229,RECEIVED,129,14
230,RECEIVED,107,14
231,SENDING,202,15
232,RECEIVED,127,15
233,RECEIVED,110,15
234,PENDING,225,15
235,RECEIVED,129,15
236,RECEIVED,177,15
237,RECEIVED,181,15
238,RECEIVED,167,15
239,RECEIVED,180,15
240,RECEIVED,221,15
241,RECEIVED,242,15
242,RECEIVED,237,15
243,RECEIVED,231,15
244,PENDING,144,15
245,RECEIVED,215,15
246,RECEIVED,214,15
247,RECEIVED,199,15
248,RECEIVED,145,15
249,RECEIVED,153,15
250,RECEIVED,220,15
251,RECEIVED,137,15
252,RECEIVED,156,15
253,RECEIVED,243,15
254,RECEIVED,211,15
255,PENDING,154,15
256,RECEIVED,128,15
257,RECEIVED,176,15
258,RECEIVED,186,15
259,PENDING,206,15
260,RECEIVED,152,15
261,RECEIVED,174,15
262,RECEIVED,149,15
263,RECEIVED,119,15
264,RECEIVED,123,15
265,RECEIVED,163,15
266,SENDING,234,15
267,RECEIVED,165,15
268,PENDING,182,15
269,RECEIVED,168,15
270,PENDING,204,15
271,RECEIVED,239,15
272,PENDING,138,15
273,RECEIVED,116,15
274,RECEIVED,107,15
275,RECEIVED,139,15
276,RECEIVED,132,15
277,RECEIVED,184,16
278,RECEIVED,159,16
279,RECEIVED,165,16
280,RECEIVED,117,16
281,RECEIVED,122,16
282,RECEIVED,217,16
283,PENDING,120,16
284,RECEIVED,209,16
285,RECEIVED,156,16
286,SENDING,183,16
287,RECEIVED,158,16
288,SENDING,190,16
289,RECEIVED,170,16
290,RECEIVED,244,16
291,RECEIVED,222,16
292,PENDING,182,16
293,SENDING,179,16
294,PENDING,141,16
295,SENDING,185,16
296,RECEIVED,237,16
297,RECEIVED,196,16
298,RECEIVED,219,16
299,RECEIVED,123,16
300,RECEIVED,233,16
301,SENDING,205,16
302,RECEIVED,135,16
303,RECEIVED,148,16
304,RECEIVED,180,16
305,RECEIVED,140,16
306,RECEIVED,160,16
307,SENDING,161,16
308,RECEIVED,164,16
309,RECEIVED,200,16
310,RECEIVED,229,16
311,RECEIVED,189,16
312,PENDING,160,17
313,PENDING,121,17
314,RECEIVED,158,17
315,RECEIVED,213,17
316,SENDING,183,17
317,PENDING,148,17
318,RECEIVED,196,17
319,RECEIVED,201,17
320,SENDING,144,17
321,RECEIVED,228,17
322,RECEIVED,184,17
323,RECEIVED,107,17
324,RECEIVED,125,17
325,RECEIVED,116,17
326,RECEIVED,206,17
327,PENDING,182,17
328,RECEIVED,147,17
329,RECEIVED,143,17
330,RECEIVED,152,17
331,RECEIVED,159,17
332,RECEIVED,231,17
333,RECEIVED,240,17
334,SENDING,181,17
335,RECEIVED,132,17
336,SENDING,225,17
337,RECEIVED,200,17
338,RECEIVED,232,17
339,RECEIVED,117,17
340,RECEIVED,179,17
341,RECEIVED,163,17
342,RECEIVED,108,17
343,RECEIVED,106,17
344,RECEIVED,197,17
345,SENDING,193,17
346,RECEIVED,212,17
347,SENDING,223,17
348,PENDING,204,18
349,RECEIVED,243,18
350,RECEIVED,112,18
351,SENDING,225,18
352,RECEIVED,220,18
353,RECEIVED,192,18
354,RECEIVED,239,18
355,SENDING,233,18
356,RECEIVED,155,18
357,RECEIVED,113,18
358,RECEIVED,111,18
359,RECEIVED,123,18
360,RECEIVED,122,18
361,RECEIVED,240,18
362,RECEIVED,201,18
363,SENDING,179,18
364,SENDING,212,18
365,PENDING,234,18
366,RECEIVED,193,18
367,RECEIVED,213,18
368,RECEIVED,135,18
369,RECEIVED,117,18
370,SENDING,124,18
371,PENDING,202,18
372,RECEIVED,137,18
373,RECEIVED,194,18
374,RECEIVED,171,18
375,RECEIVED,116,18
376,RECEIVED,154,18
377,RECEIVED,172,18
378,RECEIVED,218,18
379,RECEIVED,176,18
380,RECEIVED,221,18
381,RECEIVED,229,18
382,RECEIVED,211,18
383,RECEIVED,199,18
384,RECEIVED,162,18
385,RECEIVED,167,18
386,RECEIVED,161,18
387,SENDING,146,18
388,PENDING,205,18
389,RECEIVED,233,19
390,RECEIVED,240,19
391,RECEIVED,158,19
392,RECEIVED,115,19
393,RECEIVED,226,19
394,PENDING,229,19
395,SENDING,207,19
396,RECEIVED,244,19
397,RECEIVED,146,19
398,RECEIVED,178,19
399,PENDING,121,19
400,RECEIVED,141,19
401,PENDING,204,19
402,RECEIVED,205,19
403,PENDING,152,19
404,SENDING,185,19
405,PENDING,210,19
406,RECEIVED,201,19
407,RECEIVED,133,19
408,RECEIVED,213,19
409,SENDING,122,19
410,RECEIVED,175,19
411,RECEIVED,107,19
412,RECEIVED,130,19
413,RECEIVED,113,19
414,RECEIVED,124,19
415,PENDING,203,19
416,RECEIVED,191,19
417,RECEIVED,147,19
418,RECEIVED,117,19
419,RECEIVED,157,19
420,RECEIVED,161,19
421,RECEIVED,165,19
422,RECEIVED,230,19
423,RECEIVED,183,19
424,SENDING,151,19
425,RECEIVED,180,19
426,SENDING,237,19
427,RECEIVED,239,19
428,RECEIVED,211,19
429,RECEIVED,148,19
430,RECEIVED,212,19
431,PENDING,154,19
432,RECEIVED,190,19
433,RECEIVED,109,19
434,RECEIVED,187,19
435,RECEIVED,223,20
436,RECEIVED,233,20
437,RECEIVED,110,20
438,RECEIVED,188,20
439,RECEIVED,226,20
440,RECEIVED,182,20
441,RECEIVED,190,20
442,RECEIVED,236,20
443,RECEIVED,107,20
444,RECEIVED,229,20
445,SENDING,235,20
446,PENDING,118,20
447,RECEIVED,220,20
448,RECEIVED,203,20
449,RECEIVED,191,20
450,SENDING,112,20
451,PENDING,240,20
452,RECEIVED,201,20
453,RECEIVED,113,20
454,RECEIVED,230,20
455,PENDING,142,20
456,RECEIVED,219,20
457,PENDING,204,20
458,RECEIVED,134,20
459,RECEIVED,189,20
460,RECEIVED,148,20
461,PENDING,149,20
462,RECEIVED,128,20
463,RECEIVED,184,20
464,RECEIVED,135,20
465,RECEIVED,205,20
466,RECEIVED,121,20
467,SENDING,192,20
468,RECEIVED,213,20
469,RECEIVED,125,20
470,RECEIVED,221,20
471,RECEIVED,138,20
472,RECEIVED,183,20
473,RECEIVED,109,20
474,RECEIVED,115,20
475,RECEIVED,159,20
476,RECEIVED,237,20
477,SENDING,225,20
478,RECEIVED,163,20
479,RECEIVED,222,21
480,RECEIVED,163,21
481,SENDING,227,21
482,RECEIVED,177,21
483,RECEIVED,120,21
484,RECEIVED,107,21
485,RECEIVED,156,21
486,SENDING,193,21
487,RECEIVED,194,21
488,RECEIVED,214,21
489,RECEIVED,145,21
490,RECEIVED,181,21
491,RECEIVED,160,21
492,RECEIVED,134,21
493,RECEIVED,170,21
494,RECEIVED,169,21
495,RECEIVED,232,21
496,RECEIVED,140,21
497,RECEIVED,233,21
498,RECEIVED,161,21
499,RECEIVED,201,21
500,RECEIVED,180,21
501,PENDING,226,21
502,RECEIVED,152,21
503,RECEIVED,188,21
504,PENDING,229,21
505,RECEIVED,123,21
506,PENDING,216,21
507,RECEIVED,174,21
508,RECEIVED,150,21
509,RECEIVED,207,21
510,SENDING,147,21
511,RECEIVED,127,21
512,RECEIVED,228,21
513,RECEIVED,197,21
514,RECEIVED,215,21
515,RECEIVED,168,21
516,RECEIVED,143,21
517,RECEIVED,236,21
518,RECEIVED,172,21
519,RECEIVED,201,22
520,RECEIVED,167,22
521,RECEIVED,224,22
522,RECEIVED,238,22
523,RECEIVED,125,22
524,SENDING,134,22
525,RECEIVED,198,22
526,PENDING,178,23
527,RECEIVED,197,23
528,RECEIVED,226,23
529,RECEIVED,165,23
530,RECEIVED,118,23
531,RECEIVED,137,23
532,RECEIVED,186,23
533,RECEIVED,115,23
534,RECEIVED,181,23
535,PENDING,135,23
536,RECEIVED,127,23
537,RECEIVED,217,23
538,RECEIVED,111,23
539,SENDING,149,23
540,RECEIVED,195,23
541,RECEIVED,117,23
542,RECEIVED,139,24
543,RECEIVED,150,24
544,RECEIVED,147,24
545,RECEIVED,177,24
546,RECEIVED,113,24
547,RECEIVED,219,25
548,RECEIVED,179,25
549,RECEIVED,202,25
550,RECEIVED,213,25
551,RECEIVED,229,25
552,RECEIVED,183,25
553,PENDING,235,25
554,RECEIVED,189,25
555,RECEIVED,209,25
556,RECEIVED,236,25
557,RECEIVED,198,25
558,SENDING,163,25
559,SENDING,211,25
560,RECEIVED,222,25
561,RECEIVED,123,25
562,RECEIVED,217,25
563,RECEIVED,197,25
564,RECEIVED,113,25
565,SENDING,107,25
566,RECEIVED,147,25
567,RECEIVED,173,25
568,SENDING,149,25
569,RECEIVED,109,25
570,PENDING,226,25
571,RECEIVED,133,25
572,SENDING,228,25
573,SENDING,220,25
574,RECEIVED,233,25
575,RECEIVED,142,25
576,RECEIVED,131,25
577,RECEIVED,230,25
578,SENDING,110,25
579,RECEIVED,178,25
580,SENDING,136,25
581,RECEIVED,192,25
582,RECEIVED,188,26
583,RECEIVED,200,26
584,RECEIVED,126,26
585,RECEIVED,195,26
586,RECEIVED,240,26
587,RECEIVED,201,26
588,RECEIVED,106,26
589,RECEIVED,242,26
590,PENDING,120,26
591,RECEIVED,226,26
592,RECEIVED,147,26
593,RECEIVED,203,26
594,RECEIVED,168,26
595,SENDING,206,26
596,PENDING,164,26
597,RECEIVED,213,26
598,SENDING,152,26
599,RECEIVED,230,26
600,SENDING,191,26
601,RECEIVED,225,26
602,RECEIVED,216,26
603,PENDING,144,26
604,RECEIVED,221,26
605,RECEIVED,183,26
606,RECEIVED,227,26
607,RECEIVED,169,26
608,RECEIVED,224,26
609,RECEIVED,133,26
610,RECEIVED,160,26
611,PENDING,218,26
612,RECEIVED,162,27
613,RECEIVED,163,27
614,SENDING,139,27
615,RECEIVED,147,27
616,RECEIVED,237,27
617,PENDING,204,27
618,RECEIVED,180,27
619,RECEIVED,115,27
620,RECEIVED,215,27
621,RECEIVED,183,27
622,RECEIVED,177,27
623,RECEIVED,170,27
624,RECEIVED,125,27
625,RECEIVED,159,27
626,RECEIVED,116,27
627,RECEIVED,193,27
628,RECEIVED,218,27
629,RECEIVED,166,27
630,RECEIVED,243,27
631,RECEIVED,196,27
632,RECEIVED,184,27
633,SENDING,225,27
634,RECEIVED,117,27
635,RECEIVED,233,27
636,RECEIVED,134,27
637,RECEIVED,133,27
638,RECEIVED,194,28
639,RECEIVED,165,28
640,SENDING,162,28
641,RECEIVED,223,28
642,SENDING,172,28
643,SENDING,219,28
644,RECEIVED,164,28
645,RECEIVED,180,28
646,RECEIVED,109,28
647,PENDING,148,28
648,PENDING,185,28
649,RECEIVED,215,28
650,RECEIVED,106,28
651,RECEIVED,230,28
652,RECEIVED,228,28
653,RECEIVED,118,28
654,SENDING,229,28
655,RECEIVED,152,28
656,RECEIVED,189,28
657,RECEIVED,238,28
658,RECEIVED,146,28
659,SENDING,127,28
660,RECEIVED,143,28
661,RECEIVED,177,28
662,RECEIVED,220,28
663,RECEIVED,111,28
664,RECEIVED,149,28
665,PENDING,150,28
666,RECEIVED,115,28
667,RECEIVED,158,28
668,RECEIVED,161,28
669,RECEIVED,209,28
670,RECEIVED,212,28
671,RECEIVED,232,28
672,RECEIVED,222,28
673,RECEIVED,136,28
674,RECEIVED,180,29
675,RECEIVED,239,29
676,SENDING,161,29
677,RECEIVED,156,29
678,RECEIVED,134,29
679,PENDING,195,29
680,SENDING,135,29
681,RECEIVED,187,30
682,RECEIVED,149,30
683,SENDING,164,30
684,RECEIVED,134,30
685,RECEIVED,181,30
686,RECEIVED,207,30
687,RECEIVED,210,31
688,SENDING,125,31
689,RECEIVED,122,31
690,SENDING,190,31
691,RECEIVED,145,31
692,PENDING,130,31
693,RECEIVED,118,31
694,SENDING,126,31
695,RECEIVED,163,31
696,PENDING,184,31
697,RECEIVED,199,31
698,RECEIVED,120,31
699,RECEIVED,159,31
700,SENDING,234,31
701,RECEIVED,243,31
702,SENDING,207,31
703,RECEIVED,136,31
704,RECEIVED,237,31
705,RECEIVED,175,31
706,RECEIVED,138,31
707,RECEIVED,177,31
708,SENDING,132,31
709,RECEIVED,201,31
710,PENDING,169,31
711,RECEIVED,240,31
712,RECEIVED,242,31
713,RECEIVED,110,31
714,SENDING,143,31
715,SENDING,185,31
716,RECEIVED,155,31
717,RECEIVED,221,31
718,RECEIVED,114,31
719,PENDING,191,31
720,RECEIVED,135,31
721,SENDING,182,32
722,RECEIVED,214,32
723,RECEIVED,218,32
724,RECEIVED,239,32
725,RECEIVED,184,32
726,SENDING,127,32
727,RECEIVED,134,32
728,RECEIVED,232,32
729,RECEIVED,110,32
730,RECEIVED,209,32
731,PENDING,141,32
732,PENDING,211,32
733,SENDING,194,32
734,PENDING,210,32
735,SENDING,170,32
736,RECEIVED,117,32
737,SENDING,236,32
738,RECEIVED,133,32
739,RECEIVED,212,32
740,RECEIVED,136,32
741,SENDING,228,32
742,RECEIVED,135,32
743,RECEIVED,165,32
744,RECEIVED,208,32
745,RECEIVED,185,32
746,RECEIVED,220,32
747,RECEIVED,124,32
748,RECEIVED,107,32
749,PENDING,203,33
750,RECEIVED,125,33
751,RECEIVED,197,33
752,RECEIVED,219,33
753,SENDING,144,33
754,RECEIVED,140,33
755,SENDING,122,33
756,SENDING,204,33
757,RECEIVED,177,33
758,PENDING,229,33
759,RECEIVED,158,33
760,PENDING,206,33
761,SENDING,130,33
762,SENDING,120,33
763,RECEIVED,163,33
764,RECEIVED,121,33
765,RECEIVED,169,33
766,RECEIVED,193,33
767,RECEIVED,165,33
768,RECEIVED,118,33
769,SENDING,215,33
770,RECEIVED,167,33
771,RECEIVED,111,33
772,RECEIVED,234,33
773,RECEIVED,107,33
774,SENDING,136,33
775,RECEIVED,110,33
776,SENDING,239,33
777,RECEIVED,216,33
778,RECEIVED,195,34
779,RECEIVED,181,34
780,RECEIVED,143,34
781,RECEIVED,117,34
782,RECEIVED,242,34
783,RECEIVED,193,34
784,RECEIVED,145,34
785,SENDING,230,34
786,RECEIVED,185,35
787,RECEIVED,207,35
788,RECEIVED,122,35
789,PENDING,211,35
790,RECEIVED,132,35
791,PENDING,118,35
792,SENDING,210,35
793,RECEIVED,165,35
794,RECEIVED,176,35
795,RECEIVED,178,35
796,RECEIVED,237,35
797,PENDING,127,35
798,RECEIVED,204,35
799,RECEIVED,107,35
800,RECEIVED,231,35
801,PENDING,238,35
802,SENDING,169,35
803,RECEIVED,179,35
804,RECEIVED,217,35
805,SENDING,206,35
806,RECEIVED,163,35
807,RECEIVED,197,35
808,SENDING,191,35
809,PENDING,133,35
810,PENDING,173,35
811,RECEIVED,202,35
812,SENDING,243,35
813,RECEIVED,141,35
814,RECEIVED,167,35
815,RECEIVED,155,35
816,RECEIVED,134,35
817,RECEIVED,181,35
818,PENDING,226,35
819,RECEIVED,158,35
820,RECEIVED,157,35
821,RECEIVED,218,35
822,RECEIVED,111,35
823,RECEIVED,119,35
824,RECEIVED,155,36
825,RECEIVED,211,36
826,RECEIVED,111,36
827,RECEIVED,110,36
828,PENDING,223,36
829,RECEIVED,193,36
830,RECEIVED,125,36
831,SENDING,142,36
832,RECEIVED,174,36
833,RECEIVED,262,37
834,RECEIVED,404,37
835,SENDING,316,37
836,RECEIVED,428,37
837,RECEIVED,406,37
838,SENDING,258,37
839,RECEIVED,361,37
840,RECEIVED,427,37
841,SENDING,418,37
842,RECEIVED,276,37
843,RECEIVED,246,37
844,SENDING,351,37
845,PENDING,265,37
846,RECEIVED,408,37
847,RECEIVED,392,37
848,SENDING,402,37
849,SENDING,347,37
850,RECEIVED,410,37
851,RECEIVED,415,37
852,RECEIVED,312,37
853,RECEIVED,390,37
854,RECEIVED,248,37
855,PENDING,259,37
856,RECEIVED,367,37
857,RECEIVED,294,37
858,RECEIVED,407,37
859,RECEIVED,329,37
860,RECEIVED,436,37
861,RECEIVED,337,37
862,RECEIVED,279,37
863,RECEIVED,439,37
864,RECEIVED,277,37
865,RECEIVED,302,37
866,RECEIVED,391,37
867,RECEIVED,300,37
868,RECEIVED,346,37
869,PENDING,420,37
870,RECEIVED,328,37
871,PENDING,403,37
872,RECEIVED,376,37
873,RECEIVED,431,37
874,RECEIVED,310,37
875,RECEIVED,287,37
876,PENDING,448,37
877,RECEIVED,261,37
878,RECEIVED,394,37
879,PENDING,292,37
880,RECEIVED,340,37
881,SENDING,341,37
882,RECEIVED,446,37
883,RECEIVED,425,37
884,RECEIVED,378,37
885,RECEIVED,334,37
886,SENDING,358,37
887,PENDING,283,37
888,RECEIVED,291,37
889,RECEIVED,305,37
890,RECEIVED,372,37
891,SENDING,266,37
892,RECEIVED,435,37
893,RECEIVED,381,38
894,SENDING,414,38
895,PENDING,436,38
896,RECEIVED,311,38
897,RECEIVED,258,38
898,RECEIVED,424,38
899,RECEIVED,330,38
900,RECEIVED,409,38
901,SENDING,357,38
902,RECEIVED,306,38
903,RECEIVED,448,38
904,RECEIVED,368,38
905,RECEIVED,332,38
906,RECEIVED,262,38
907,RECEIVED,320,38
908,RECEIVED,401,38
909,RECEIVED,432,38
910,RECEIVED,437,38
911,RECEIVED,400,39
912,RECEIVED,361,39
913,RECEIVED,343,39
914,RECEIVED,260,39
915,RECEIVED,282,39
916,SENDING,435,39
917,RECEIVED,323,40
918,RECEIVED,271,40
919,RECEIVED,432,40
920,PENDING,327,40
921,RECEIVED,424,40
922,RECEIVED,336,40
923,RECEIVED,396,40
924,RECEIVED,357,41
925,RECEIVED,302,41
926,RECEIVED,330,41
927,RECEIVED,291,41
928,SENDING,317,41
929,RECEIVED,412,41
930,RECEIVED,404,41
931,RECEIVED,253,41
932,RECEIVED,374,41
933,PENDING,403,41
934,RECEIVED,406,41
935,PENDING,387,41
936,PENDING,313,41
937,RECEIVED,385,41
938,SENDING,379,41
939,RECEIVED,283,41
940,PENDING,303,41
941,SENDING,273,41
942,PENDING,274,41
943,PENDING,261,41
944,RECEIVED,268,41
945,RECEIVED,252,41
946,RECEIVED,256,41
947,RECEIVED,279,41
948,RECEIVED,320,41
949,RECEIVED,424,41
950,RECEIVED,436,41
951,RECEIVED,435,41
952,RECEIVED,397,41
953,RECEIVED,314,41
954,PENDING,265,41
955,PENDING,277,41
956,RECEIVED,284,41
957,RECEIVED,375,41
958,SENDING,443,41
959,PENDING,410,41
960,RECEIVED,295,41
961,RECEIVED,351,41
962,RECEIVED,304,41
963,SENDING,393,41
964,RECEIVED,356,41
965,RECEIVED,381,41
966,RECEIVED,324,41
967,RECEIVED,250,41
968,RECEIVED,446,41
969,PENDING,417,41
970,RECEIVED,263,41
971,PENDING,448,42
972,RECEIVED,262,42
973,RECEIVED,271,42
974,RECEIVED,441,42
975,RECEIVED,295,42
976,RECEIVED,317,42
977,RECEIVED,388,42
978,RECEIVED,444,42
979,RECEIVED,279,42
980,PENDING,387,42
981,SENDING,373,42
982,PENDING,358,42
983,PENDING,304,42
984,SENDING,332,42
985,PENDING,430,42
986,RECEIVED,366,42
987,PENDING,302,42
988,RECEIVED,375,42
989,RECEIVED,369,42
990,SENDING,291,42
991,RECEIVED,319,42
992,SENDING,384,42
993,RECEIVED,442,42
994,RECEIVED,393,42
995,RECEIVED,246,42
996,RECEIVED,403,42
997,RECEIVED,362,42
998,SENDING,353,42
999,RECEIVED,405,42
1000,RECEIVED,280,42
1001,RECEIVED,311,42
1002,RECEIVED,386,42
1003,RECEIVED,439,42
1004,PENDING,360,42
1005,RECEIVED,281,42
1006,SENDING,381,42
1007,RECEIVED,352,42
1008,RECEIVED,427,42
1009,RECEIVED,379,42
1010,RECEIVED,397,42
1011,RECEIVED,283,42
1012,PENDING,259,42
1013,RECEIVED,394,42
1014,RECEIVED,269,42
1015,RECEIVED,331,42
1016,RECEIVED,361,42
1017,RECEIVED,390,42
1018,RECEIVED,336,43
1019,PENDING,280,43
1020,RECEIVED,341,43
1021,SENDING,305,43
1022,RECEIVED,414,43
1023,SENDING,343,43
1024,RECEIVED,352,43
1025,SENDING,296,43
1026,RECEIVED,386,43
1027,SENDING,430,43
1028,PENDING,387,43
1029,SENDING,329,43
1030,RECEIVED,393,43
1031,RECEIVED,311,43
1032,RECEIVED,378,43
1033,RECEIVED,254,43
1034,RECEIVED,258,43
1035,PENDING,436,43
1036,SENDING,369,43
1037,RECEIVED,412,43
1038,RECEIVED,323,43
1039,PENDING,358,43
1040,RECEIVED,374,43
1041,RECEIVED,324,43
1042,RECEIVED,307,43
1043,RECEIVED,269,43
1044,RECEIVED,405,43
1045,RECEIVED,394,43
1046,RECEIVED,250,43
1047,RECEIVED,379,43
1048,RECEIVED,337,43
1049,RECEIVED,428,43
1050,RECEIVED,355,43
1051,RECEIVED,421,43
1052,SENDING,440,43
1053,RECEIVED,331,43
1054,RECEIVED,292,43
1055,RECEIVED,288,43
1056,RECEIVED,344,43
1057,PENDING,266,43
1058,RECEIVED,441,43
1059,RECEIVED,256,43
1060,RECEIVED,322,43
1061,RECEIVED,364,43
1062,RECEIVED,309,44
1063,RECEIVED,293,44
1064,PENDING,397,44
1065,SENDING,446,44
1066,RECEIVED,290,44
1067,RECEIVED,276,44
1068,RECEIVED,347,44
1069,PENDING,265,44
1070,RECEIVED,442,44
1071,RECEIVED,431,44
1072,PENDING,356,44
1073,RECEIVED,353,45
1074,RECEIVED,309,45
1075,RECEIVED,333,45
1076,RECEIVED,323,45
1077,PENDING,252,45
1078,RECEIVED,270,45
1079,RECEIVED,249,45
1080,PENDING,440,45
1081,RECEIVED,307,45
1082,RECEIVED,253,45
1083,RECEIVED,330,45
1084,RECEIVED,420,45
1085,RECEIVED,407,45
1086,RECEIVED,261,45
1087,RECEIVED,294,45
1088,RECEIVED,314,45
1089,PENDING,359,45
1090,RECEIVED,272,45
1091,SENDING,350,45
1092,RECEIVED,339,45
1093,RECEIVED,266,45
1094,RECEIVED,393,45
1095,SENDING,251,45
1096,SENDING,337,45
1097,RECEIVED,426,45
1098,RECEIVED,265,45
1099,PENDING,321,45
1100,RECEIVED,423,45
1101,RECEIVED,384,45
1102,RECEIVED,396,45
1103,RECEIVED,432,45
1104,RECEIVED,352,45
1105,PENDING,411,45
1106,RECEIVED,443,45
1107,RECEIVED,343,45
1108,RECEIVED,444,45
1109,RECEIVED,268,45
